Cavpor_AccNumber	Hhyd_Code	Marmota	Squirrel	Castor	KangRat	Jerboa	BMRat	DeerMouse	Hamster	Vole	Rat 	Mouse	GuineaPig	Capybara	Degu	Chinchilla	NMRat
XM_003466946	s10_002268316	0.011181	0.044322	0.148383	0.191889	0.233862	0.182975	0.090406	0.106729	0.158575	0.117169	0.116563	0.206157	0.055812	0.270053	0.116340	0.222903
XM_013158862	s1_000139121	0.059377	0.013886	0.058717	0.182451	0.308491	0.161239	0.044410	0.135169	0.074553	0.069659	0.059164	0.042079	0.065046	0.189589	0.048552	0.090493
XM_003475239	s1_000207191	0.006956	0.035091	0.063073	0.443915	0.245120	0.125888	0.103040	0.164903	0.158254	0.057410	0.123106	0.061658	0.037909	0.121366	0.106491	0.125642
XM_003471666	s1_000350370	0.019915	0.004352	0.092857	0.213329	0.352899	0.118996	0.063759	0.088134	0.044866	0.129103	0.083813	0.066637	0.041530	0.078619	0.429581	0.049123
XM_003477601	s10_000498667	0.005485	0.006000	0.111297	0.144887	0.290125	0.152261	0.082548	0.088956	0.165741	0.116916	0.123512	0.034822	0.032755	0.070352	0.066865	0.087202
XM_005008759	s1_001229799	0.004300	0.025248	0.135719	0.260727	0.296389	0.161313	0.141012	0.097926	0.155808	0.106313	0.068467	0.087612	0.095550	0.178177	0.098007	0.096464
XM_013148642	s1_002034332	0.005416	0.021370	0.105348	0.161278	0.184896	0.147555	0.083862	0.085525	0.079663	0.170242	0.047150	0.058766	0.044152	0.095986	0.024477	0.114063
XM_003462333	s1_002073261	0.020394	0.011072	0.086976	0.150883	0.150156	0.106660	0.064335	0.105107	0.107346	0.054507	0.019004	0.050993	0.023746	0.048447	0.051728	0.041054
NM_001172979	s2_000028553	0.011659	0.012388	0.095577	0.146395	0.250623	0.134627	0.154646	0.074058	0.163407	0.179188	0.099883	0.089742	0.064885	0.174630	0.080780	0.101034
XM_003475831	s2_000051341	0.021966	0.015950	0.104762	0.294934	0.348008	0.197432	0.193791	0.127823	0.214979	0.178688	0.184579	0.052335	0.060916	0.252897	0.141884	0.133952
XM_003475921	s2_000078242	0.000741	0.023429	0.124993	0.237828	0.232475	0.122209	0.089453	0.073003	0.092528	0.103571	0.030290	0.073016	0.085700	0.190303	0.065470	0.095960
XM_003467522	s2_000194189	0.000004	0.000005	0.121774	0.128369	0.417232	0.453245	0.041634	0.100429	0.063789	0.177193	0.095268	0.050679	0.102087	0.118148	0.101009	0.038379
XM_003478796	s2_000403381	0.027371	0.027597	0.162045	0.264945	0.373373	0.176651	0.141011	0.102713	0.145092	0.130524	0.121600	0.078798	0.045537	0.131859	0.044903	0.119070
XM_003474020	s2_000452910	0.010512	0.017522	0.119263	0.192491	0.327820	0.196709	0.121803	0.085646	0.119726	0.142451	0.062234	0.061960	0.057740	0.203709	0.073418	0.108764
XM_003472020	s2_000781395	0.008628	0.013061	0.125823	0.183772	0.178044	0.174026	0.085802	0.110824	0.081742	0.063510	0.114357	0.060010	0.050338	0.110301	0.071572	0.097071
XM_003468380	s10_000598256	0.036123	0.012706	0.248273	0.497530	0.933866	0.362467	0.174562	0.130469	0.126745	0.145973	0.070763	0.148172	0.072631	0.285146	0.263026	0.185665
XM_003471978	s2_000833322	0.008914	0.000001	0.118561	0.102313	0.168795	0.135575	0.078665	0.049916	0.057270	0.107208	0.086492	0.061553	0.047255	0.158478	0.094146	0.104712
XM_003471444	s2_001162321	0.019570	0.000005	0.209096	0.170065	0.120176	0.132469	0.071078	0.097210	0.089896	0.144859	0.089457	0.047805	0.062592	0.057343	0.088593	0.088729
XM_013145608	s2_0013392394	0.026564	0.029568	0.202654	1.111932	0.370451	0.199408	0.177442	0.128371	0.159440	0.122804	0.109544	0.134936	0.130744	0.191714	0.151785	0.204390
XM_003474595	s2_001539126	0.000000	0.018680	0.162759	0.120029	0.166558	0.073439	0.036148	0.054551	0.017730	0.093033	0.000016	0.084287	0.069128	0.108304	0.000009	0.108521
XM_003463776	s2_001740376	0.039047	0.059891	0.195265	0.326768	0.374231	0.463097	0.191052	0.617583	0.157479	0.219994	0.142939	0.105342	0.228798	0.525932	0.119505	0.275963
XM_003463811	s2_001761295	0.015962	0.009746	0.191125	0.189587	0.149044	0.099155	0.069268	0.144493	0.116971	0.084962	0.039451	0.095185	0.040854	0.113354	0.067245	0.068238
XM_003463995	s2_001796472	0.029487	0.000005	0.196028	0.185623	0.255933	0.169740	0.107387	0.087827	0.093437	0.098604	0.079824	0.077660	0.051031	0.139882	0.116948	0.127174
XM_003464008	s2_001820417	0.019117	0.014182	0.235969	0.204756	0.249097	0.217144	0.080693	0.131714	0.128905	0.096370	0.112003	0.103629	0.094012	0.226778	0.097423	0.145722
XM_003462063	s2_001833827	0.024505	0.026291	0.248062	0.347455	0.298567	0.194574	0.138972	0.166435	0.138102	0.090820	0.122882	0.116515	0.155308	0.149542	0.129598	0.111843
XM_003462081	s2_001850343	0.024328	0.010953	0.166818	0.355953	0.411109	0.138800	0.122108	0.126175	0.168636	0.137206	0.171879	0.128843	0.119385	0.173559	0.085577	0.106925
XM_003468406	s10_000644338	0.012900	0.026374	0.256369	0.202900	0.243848	0.233429	0.117824	0.181476	0.184332	0.147214	0.103886	0.096607	0.058790	0.151471	0.139048	0.158569
XM_013141932	s2_0020541740	0.036330	0.029638	0.239815	0.534081	0.353328	0.245515	0.125540	0.131753	0.117228	0.100796	0.088207	0.072151	0.064409	0.127505	0.098701	0.171447
XM_003470384	s2_002087745	0.017132	0.017785	0.165520	0.283055	0.247390	0.134858	0.108680	0.125653	0.087233	0.093151	0.073474	0.117346	0.102872	0.179444	0.111878	0.151629
XM_003470500	s2_002126693	0.018101	0.029550	0.068759	0.189098	0.119849	0.089848	0.093027	0.063718	0.039504	0.068096	0.067924	0.043505	0.072355	0.116218	0.083629	0.065062
XM_003462503	s2_002354311	0.007096	0.015182	0.076537	0.136927	0.136774	0.111199	0.161544	0.074971	0.156986	0.092342	0.079632	0.036493	0.051050	0.080128	0.035606	0.058271
XM_005006753	s2_002389609	0.012722	0.024245	0.128227	0.196438	0.190327	0.187455	0.094154	0.077139	0.102541	0.067802	0.067450	0.045016	0.084468	0.155550	0.071466	0.159999
XM_003464271	s2_002532317	0.051922	0.021118	0.141555	0.360042	0.231503	0.110705	0.096244	0.113642	0.147094	0.055867	0.090011	0.152846	0.136119	0.267220	0.087672	0.078189
XM_003464307	s2_002580425	0.019023	0.052514	0.133957	0.258959	0.182991	0.186289	0.090140	0.075943	0.141139	0.081093	0.102642	0.079295	0.073134	0.196969	0.109703	0.200571
XM_003464308	s2_002581314	0.020008	0.120836	0.164312	0.265665	0.301169	0.184951	0.094941	0.115374	0.096174	0.122073	0.099504	0.075806	0.070760	0.189500	0.169829	0.247020
XM_003470817	s2_002633172	0.055097	0.000005	0.120528	0.128467	0.240186	0.180924	0.035851	0.116101	0.170482	0.096259	0.114999	0.067832	0.024624	0.117286	0.100328	0.108017
XM_003480191	s2_002681216	0.015166	0.000005	0.150308	0.144567	0.187260	0.188684	0.107812	0.054552	0.106093	0.079051	0.088683	0.146435	0.041059	0.062291	0.075192	0.092114
XM_003468096	s10_000779824	0.018586	0.007375	0.203619	0.253439	0.275764	0.237409	0.077695	0.120891	0.108316	0.074156	0.106663	0.058118	0.052407	0.137258	0.065430	0.097225
XM_005008541	s3_000485796	0.013093	0.014219	0.121599	0.230606	0.232938	0.162175	0.176039	0.185394	0.094048	0.092293	0.103930	0.116789	0.051653	0.125080	0.119064	0.097585
XM_003467694	s3_000684692	0.004567	0.019658	0.176827	0.279194	0.149904	0.175327	0.168553	0.145262	0.146608	0.089333	0.082361	0.049694	0.066720	0.104310	0.100019	0.068038
XM_003467696	s3_000687285	0.021270	0.028895	0.148831	0.423220	0.299325	0.181120	0.083309	0.129813	0.099198	0.094066	0.145540	0.055726	0.085241	0.199106	0.129628	0.111843
XM_003462034	s3_000782307	0.017244	0.043306	0.329881	0.478302	0.412580	0.365497	0.183482	0.212486	0.204050	0.212211	0.095456	0.177904	0.174984	0.269177	0.159759	0.168763
XM_003462362	s3_000975994	0.010503	0.019213	0.249847	0.499351	0.265902	0.176619	0.128050	0.139489	0.129916	0.107389	0.153450	0.071272	0.094529	0.161970	0.128072	0.161210
XM_005005888	s3_001049712	0.019086	0.017230	0.191733	0.360967	0.223225	0.157948	0.128024	0.071607	0.134051	0.062846	0.096321	0.098724	0.083176	0.139134	0.073296	0.130294
XM_003465826	s3_001261253	0.062169	0.002435	0.489684	0.315310	0.453134	0.376336	0.166163	0.187918	0.142141	0.107603	0.092241	0.285982	0.210589	0.280059	0.287714	0.216142
XM_003477260	s3_001309161	0.000005	0.018990	0.192481	0.214411	0.320205	0.124611	0.066619	0.141152	0.130638	0.164910	0.083377	0.073768	0.118908	0.145461	0.102810	0.111388
XM_003472834	s3_001491622	0.018179	0.008261	0.108526	0.169434	0.173885	0.119001	0.093813	0.147015	0.133535	0.081565	0.095472	0.053261	0.035639	0.109170	0.045677	0.065591
XM_003470562	s3_001606520	0.029025	0.040103	0.217606	0.471092	0.311204	0.210687	0.117522	0.077508	0.153354	0.126318	0.089207	0.133251	0.123907	0.235408	0.201618	0.158230
XM_003466588	s10_000880850	0.011857	0.021639	0.145932	0.203282	0.205261	0.105471	0.125266	0.130714	0.100891	0.084935	0.109881	0.051653	0.050565	0.148418	0.074284	0.109859
XM_003475303	s3_001707321	0.033354	0.049949	0.309350	0.436470	0.396947	0.305325	0.108453	0.216431	0.148706	0.098769	0.118835	0.108303	0.079120	0.258039	0.127096	0.104069
XM_003469726	s3_001830214	0.006778	0.006749	0.080773	0.154969	0.211855	0.129902	0.076283	0.091566	0.093641	0.056677	0.060921	0.055679	0.028532	0.039445	0.034152	0.039370
XM_013152353	s3_001838240	0.052230	0.052621	0.132457	0.317838	0.273008	0.178214	0.131406	0.125308	0.183620	0.075797	0.070175	0.053454	0.053492	0.128618	0.121553	0.144126
XM_003469566	s3_001842724	0.018444	0.055406	0.241696	0.327626	0.256639	0.197123	0.120219	0.119505	0.155633	0.086090	0.122433	0.091513	0.092230	0.174617	0.105145	0.128325
XM_003469738	s3_001846368	0.011669	0.022725	0.127696	0.109148	0.113073	0.069470	0.046713	0.081531	0.076878	0.111895	0.072764	0.038980	0.032278	0.086442	0.094360	0.088216
XM_003470617	s3_001999538	0.010002	0.016608	0.173813	0.254361	0.185549	0.210935	0.077750	0.141012	0.076563	0.095803	0.093721	0.082949	0.074964	0.133120	0.096011	0.108507
XM_005008549	s3_002083636	0.020233	0.030389	0.270397	0.483148	0.518469	0.218335	0.139266	0.168354	0.163384	0.164116	0.116128	0.114135	0.082113	0.263355	0.208506	0.152779
XM_005001953	s3_002149192	0.012327	0.010872	0.090092	0.197989	0.139224	0.076277	0.032773	0.046117	0.044362	0.014914	0.038014	0.060428	0.031024	0.072991	0.059727	0.078741
XM_003479624	s4_000291509	0.010307	0.027309	0.134779	0.291206	0.257100	0.133324	0.122029	0.137426	0.160829	0.131234	0.154143	0.099866	0.046018	0.131204	0.080147	0.079192
XM_003466546	s10_000945310	0.041507	0.061856	0.149564	0.280336	0.188903	0.178366	0.095750	0.115667	0.132989	0.079355	0.076750	0.063395	0.057109	0.135411	0.049588	0.089344
XM_003476244	s4_000513342	0.008938	0.009401	0.036774	0.079815	0.041101	0.058740	0.049531	0.052023	0.043459	0.017461	0.027170	0.016607	0.016728	0.061489	0.000982	0.068095
XM_003466942	s4_000704366	0.055365	0.055894	0.259104	0.379856	0.290902	0.191499	0.151667	0.229271	0.131566	0.100026	0.177347	0.179114	0.179092	0.274260	0.131061	0.227657
XM_013149430	s4_000775536	0.024006	0.033274	0.147525	0.291411	0.295147	0.156454	0.129892	0.094587	0.104817	0.168823	0.060226	0.117348	0.074635	0.234218	0.104625	0.167294
XM_003466891	s4_000791301	0.016784	0.032271	0.234084	0.323532	0.239923	0.188889	0.082749	0.063722	0.115778	0.074959	0.053153	0.086186	0.098267	0.136843	0.067009	0.134975
XM_003466886	s4_000800220	0.032374	0.000041	0.143721	0.158012	0.197563	0.118616	0.079892	0.087292	0.064667	0.062001	0.056219	0.128242	0.071127	0.123103	0.053673	0.197186
XM_003466879	s4_000817347	0.025869	0.024764	0.078572	0.088783	0.180595	0.096414	0.058914	0.048550	0.076955	0.063583	0.077562	0.049573	0.065974	0.068400	0.057055	0.071047
XM_003466868	s4_000826826	0.002819	0.015485	0.257495	0.279280	0.500787	0.179408	0.104124	0.087236	0.117595	0.118760	0.063887	0.152594	0.104418	0.224304	0.138570	0.179378
XM_003466861	s4_000833307	0.000006	0.037423	0.179036	0.230805	0.248324	0.136616	0.105841	0.088042	0.081224	0.048053	0.121860	0.152137	0.115075	0.155176	0.108805	0.118327
XM_005008446	s4_000860732	0.021403	0.033278	0.256314	0.525986	0.394602	0.197978	0.096264	0.159824	0.147883	0.108317	0.119495	0.109745	0.080045	0.191149	0.127443	0.138359
XM_013157326	s4_000880522	0.015091	0.015321	0.133849	0.234502	0.319407	0.148082	0.128903	0.106343	0.099969	0.108239	0.118499	0.101575	0.118833	0.164943	0.082500	0.121383
XM_013149076	s10_000966333	0.039445	0.031394	0.227730	0.265641	0.346453	0.194327	0.075277	0.059812	0.115449	0.131135	0.144955	0.059219	0.047798	0.137904	0.063570	0.105878
XM_003462948	s4_000950261	0.018330	0.029037	0.123062	0.240629	0.206534	0.202293	0.149010	0.107601	0.215389	0.166925	0.195522	0.073763	0.085406	0.188252	0.105877	0.149029
XM_003477804	s4_001043420	0.016673	0.021015	0.081214	0.255553	0.297529	0.102564	0.053528	0.071274	0.066337	0.076078	0.098438	0.068854	0.095070	0.239612	0.088898	0.070124
XM_013157373	s4_001159532	0.011691	0.046532	0.381098	1.291814	0.330960	0.340231	0.136050	0.135080	0.175704	0.143319	0.124651	0.183983	0.130115	0.338280	0.093969	0.213163
XM_003476163	s4_001276492	0.029019	0.002584	0.120792	0.136348	0.207983	0.118037	0.211639	0.111617	0.066186	0.045468	0.098307	0.027438	0.029764	0.080020	0.101807	0.080925
XM_003476201	s4_001330298	0.012071	0.011418	0.088008	0.122836	0.137541	0.123962	0.097277	0.042016	0.109745	0.090637	0.033030	0.068999	0.034845	0.078287	0.127136	0.085634
XM_003463430	s4_001452314	0.006978	0.022190	0.142576	0.291639	0.200494	0.135045	0.057896	0.087647	0.102534	0.060127	0.087635	0.066444	0.052494	0.081922	0.134049	0.081703
XM_003463421	s4_001460301	0.012639	0.049863	0.126574	0.327147	0.236449	0.146559	0.056308	0.076561	0.090511	0.067347	0.080615	0.047802	0.048984	0.123066	0.070578	0.066954
XM_003463464	s4_001491285	0.039075	0.000002	0.237946	0.179851	0.276097	0.325509	0.044720	0.123138	0.146096	0.119236	0.004651	0.104375	0.115718	0.097259	0.091832	0.169302
XM_003470003	s4_002150581	0.013643	0.011647	0.150045	0.138159	0.121962	0.089516	0.075222	0.153100	0.073953	0.087755	0.072734	0.055709	0.060678	0.094510	0.068859	0.076448
XM_003480144	s5_000093332	0.037431	0.000005	0.098092	0.224462	0.414181	0.147212	0.072915	0.109596	0.170573	0.128799	0.135008	0.122600	0.092101	0.326391	0.088953	0.245270
XM_003466539	s10_000973289	0.011335	0.049652	0.161262	0.240332	0.442211	0.184501	0.079187	0.072541	0.156460	0.116816	0.087840	0.095338	0.087450	0.137673	0.059885	0.130738
