Cavpor_AccNumber	Hhyd_Code	Marmota	Squirrel	Castor	KangRat	Jerboa	BMRat	DeerMouse	Hamster	Vole	Rat 	Mouse	GuineaPig	Capybara	Degu	Chinchilla	NMRat
XM_003466946	s10_002268316	0.000001	0.001445	0.040530	0.041813	0.044320	0.032490	0.007676	0.032465	0.030921	0.016155	0.012378	0.023807	0.021295	0.041597	0.024497	0.043402
XM_013158862	s1_000139121	0.000006	0.000001	0.000006	0.000018	0.003651	0.000016	0.000004	0.000014	0.003612	0.000007	0.000006	0.000004	0.000007	0.000019	0.000005	0.000009
XM_003475239	s1_000207191	0.000001	0.000004	0.043343	0.012989	0.011696	0.011230	0.008165	0.000016	0.005472	0.000006	0.005493	0.008342	0.005502	0.014013	0.002751	0.002779
XM_003471666	s1_000350370	0.000002	0.000000	0.006228	0.005993	0.013787	0.006742	0.003410	0.003416	0.001704	0.002040	0.006546	0.008818	0.003228	0.009741	0.019094	0.003603
XM_003477601	s10_000498667	0.000001	0.000001	0.004311	0.000014	0.001089	0.001088	0.001080	0.001083	0.004367	0.004372	0.001079	0.000003	0.001080	0.002157	0.003250	0.001079
XM_005008759	s1_001229799	0.001380	0.006118	0.056496	0.027848	0.015981	0.021856	0.010342	0.003916	0.006496	0.012238	0.006017	0.004275	0.006344	0.011595	0.007352	0.015634
XM_013148642	s1_002034332	0.002223	0.000002	0.013505	0.024986	0.027744	0.022715	0.027625	0.010404	0.031043	0.009526	0.012890	0.007388	0.012090	0.006973	0.000002	0.016604
XM_003462333	s1_002073261	0.018240	0.000001	0.012023	0.034405	0.014419	0.024720	0.006445	0.014569	0.012270	0.012958	0.009730	0.007507	0.009728	0.015127	0.016787	0.026497
NM_001172979	s2_000028553	0.000001	0.000955	0.016989	0.009291	0.011537	0.008419	0.005074	0.003558	0.003149	0.003441	0.008151	0.016890	0.006690	0.014071	0.013249	0.021364
XM_003475831	s2_000051341	0.003554	0.002681	0.017265	0.016592	0.017169	0.026445	0.017614	0.003064	0.030008	0.009085	0.001441	0.012688	0.007324	0.027470	0.000403	0.020823
XM_003475921	s2_000078242	0.000000	0.000002	0.010263	0.018292	0.015796	0.007996	0.008111	0.002028	0.008133	0.002054	0.002048	0.000007	0.005975	0.011931	0.001975	0.003977
XM_003467522	s2_000194189	0.004162	0.000000	0.018523	0.051725	0.056519	0.045730	0.049923	0.023922	0.030057	0.000018	0.017616	0.013644	0.004183	0.021571	0.008545	0.034484
XM_003478796	s2_000403381	0.000003	0.000003	0.028659	0.024810	0.010125	0.011755	0.006393	0.002520	0.005069	0.001252	0.002532	0.002532	0.005108	0.005037	0.001245	0.005006
XM_003474020	s2_000452910	0.001108	0.000554	0.004734	0.006945	0.013896	0.005905	0.002230	0.003886	0.001108	0.002977	0.001628	0.002219	0.000006	0.006138	0.001672	0.003344
XM_003472020	s2_000781395	0.001430	0.005273	0.033590	0.018881	0.014836	0.008847	0.011849	0.010819	0.025627	0.010686	0.017617	0.017557	0.000005	0.013979	0.008515	0.029698
XM_003468380	s10_000598256	0.004659	0.000001	0.004982	0.008950	0.121058	0.007207	0.004778	0.002370	0.012191	0.004913	0.007389	0.004570	0.000007	0.007168	0.000026	0.016358
XM_003471978	s2_000833322	0.000001	0.000001	0.000012	0.000010	0.001835	0.000014	0.001775	0.000005	0.000006	0.003565	0.000009	0.000006	0.000005	0.017829	0.000009	0.001765
XM_003471444	s2_001162321	0.004957	0.000000	0.005046	0.011466	0.021247	0.004449	0.003288	0.004895	0.006729	0.011393	0.009539	0.000005	0.007831	0.012814	0.007918	0.009611
XM_013145608	s2_0013392394	0.003706	0.003277	0.026900	0.110359	0.038892	0.029771	0.010895	0.011013	0.015498	0.016087	0.011032	0.016977	0.015914	0.026492	0.017414	0.027530
XM_003474595	s2_001539126	0.000002	0.000002	0.004981	0.004835	0.000017	0.005228	0.005295	0.000005	0.005308	0.000009	0.016274	0.020392	0.009836	0.004843	0.004764	0.020267
XM_003463776	s2_001740376	0.003247	0.000006	0.009132	0.023584	0.022746	0.015804	0.005079	0.013643	0.010093	0.001385	0.005840	0.006071	0.024629	0.025571	0.016447	0.022604
XM_003463811	s2_001761295	0.003817	0.007904	0.020189	0.109948	0.029757	0.009819	0.003289	0.024022	0.009714	0.015785	0.011779	0.007708	0.019466	0.016153	0.034373	0.031505
XM_003463995	s2_001796472	0.000003	0.000000	0.001642	0.004873	0.004770	0.000017	0.000011	0.000009	0.001620	0.000010	0.001628	0.000008	0.000005	0.003244	0.001607	0.008071
XM_003464008	s2_001820417	0.000002	0.000001	0.001078	0.002137	0.008660	0.005557	0.000008	0.000013	0.001136	0.002258	0.001107	0.002118	0.006526	0.003325	0.000010	0.000015
XM_003462063	s2_001833827	0.005768	0.004084	0.025066	0.017022	0.018255	0.022072	0.007339	0.021359	0.013953	0.009820	0.008245	0.013936	0.012705	0.010773	0.016023	0.012504
XM_003462081	s2_001850343	0.001920	0.001850	0.010100	0.010798	0.012215	0.002836	0.015487	0.009589	0.005830	0.003803	0.001929	0.000013	0.000012	0.003881	0.009396	0.000011
XM_003468406	s10_000644338	0.001295	0.001288	0.010264	0.020032	0.009890	0.019434	0.015274	0.024832	0.010675	0.023616	0.024421	0.007946	0.000006	0.004014	0.009337	0.012153
XM_013141932	s2_0020541740	0.005519	0.002515	0.020182	0.026647	0.025379	0.018941	0.008850	0.008960	0.012031	0.011071	0.008339	0.007461	0.009977	0.012984	0.006934	0.016460
XM_003470384	s2_002087745	0.000795	0.001591	0.003952	0.007020	0.009549	0.009627	0.002365	0.003218	0.003213	0.002408	0.000797	0.000750	0.000744	0.001442	0.003033	0.004440
XM_003470500	s2_002126693	0.000002	0.000003	0.000007	0.004838	0.000012	0.001611	0.000009	0.001618	0.000004	0.001606	0.000007	0.000004	0.000007	0.000012	0.000008	0.001593
XM_003462503	s2_002354311	0.002074	0.007546	0.009735	0.019084	0.030079	0.020640	0.009049	0.010823	0.014932	0.004847	0.010892	0.003220	0.006467	0.023701	0.008430	0.021663
XM_005006753	s2_002389609	0.000001	0.000002	0.006017	0.008027	0.004021	0.005994	0.002041	0.006217	0.000010	0.000007	0.002088	0.011458	0.012269	0.000016	0.001980	0.003996
XM_003464271	s2_002532317	0.002921	0.013265	0.042090	0.038783	0.030635	0.039156	0.010728	0.024875	0.017138	0.019099	0.011718	0.015465	0.024476	0.041247	0.020742	0.045309
XM_003464307	s2_002580425	0.006730	0.010440	0.052808	0.050161	0.052354	0.017217	0.013242	0.020017	0.018512	0.031099	0.016717	0.018506	0.028299	0.034999	0.031656	0.048748
XM_003464308	s2_002581314	0.005457	0.006258	0.039767	0.044715	0.026094	0.010412	0.004879	0.008020	0.016771	0.011378	0.006435	0.009479	0.012646	0.032354	0.017278	0.044882
XM_003470817	s2_002633172	0.002958	0.000000	0.005277	0.040476	0.033582	0.008729	0.031108	0.008335	0.017160	0.011440	0.011572	0.011967	0.002834	0.003026	0.005796	0.030331
XM_003480191	s2_002681216	0.002719	0.000000	0.000015	0.002667	0.002663	0.002791	0.000011	0.000005	0.010978	0.003611	0.012903	0.000015	0.000004	0.000006	0.000008	0.000009
XM_003468096	s10_000779824	0.007057	0.004504	0.058993	0.134224	0.087769	0.062543	0.030197	0.027065	0.037125	0.040435	0.049873	0.028361	0.019760	0.040888	0.025683	0.042182
XM_005008541	s3_000485796	0.003407	0.005176	0.024341	0.050198	0.035788	0.033619	0.020257	0.031052	0.017921	0.016736	0.011546	0.024349	0.014899	0.029049	0.034631	0.031401
XM_003467694	s3_000684692	0.002078	0.004276	0.024866	0.081845	0.068044	0.016932	0.017252	0.018065	0.015577	0.008178	0.010858	0.016750	0.014148	0.026708	0.015487	0.019678
XM_003467696	s3_000687285	0.003310	0.003345	0.016546	0.029282	0.011172	0.020747	0.011539	0.010084	0.004428	0.013031	0.004028	0.003462	0.011053	0.014516	0.007054	0.007253
XM_003462034	s3_000782307	0.000002	0.000004	0.008472	0.039656	0.025546	0.017791	0.010251	0.027031	0.022184	0.010633	0.013962	0.003188	0.008329	0.017265	0.006248	0.008601
XM_003462362	s3_000975994	0.001555	0.000002	0.014667	0.036677	0.016084	0.013716	0.005796	0.005085	0.010323	0.009610	0.005225	0.004975	0.005156	0.024935	0.009480	0.019604
XM_005005888	s3_001049712	0.004393	0.002926	0.015310	0.028588	0.026463	0.015678	0.013776	0.009248	0.014806	0.006695	0.005674	0.004917	0.008815	0.007634	0.006829	0.017145
XM_003465826	s3_001261253	0.003147	0.000000	0.009950	0.010503	0.015134	0.011360	0.030290	0.018608	0.011962	0.003205	0.006569	0.005674	0.000021	0.008902	0.002848	0.018055
XM_003477260	s3_001309161	0.000000	0.000002	0.006138	0.019224	0.012568	0.012975	0.000007	0.015800	0.009429	0.006069	0.009201	0.011360	0.007776	0.016056	0.009543	0.009698
XM_003472834	s3_001491622	0.003064	0.005525	0.062467	0.058600	0.059054	0.057997	0.035937	0.040782	0.041418	0.028692	0.027430	0.025803	0.018292	0.029152	0.023123	0.027410
XM_003470562	s3_001606520	0.003937	0.000004	0.007007	0.018443	0.006837	0.004150	0.000012	0.008485	0.001376	0.005554	0.005497	0.002391	0.008619	0.022178	0.002697	0.005126
XM_003466588	s10_000880850	0.001225	0.001836	0.010727	0.018018	0.013288	0.010378	0.004440	0.007711	0.008349	0.019100	0.005532	0.006032	0.009787	0.015736	0.009191	0.013950
XM_003475303	s3_001707321	0.000003	0.005042	0.018510	0.016814	0.014277	0.020205	0.005656	0.001838	0.005791	0.001886	0.001932	0.006349	0.015791	0.020183	0.002741	0.014238
XM_003469726	s3_001830214	0.000001	0.000001	0.000008	0.002716	0.000021	0.000013	0.005434	0.000009	0.000009	0.002714	0.000006	0.002722	0.000003	0.005468	0.002727	0.005471
XM_013152353	s3_001838240	0.000005	0.003177	0.000013	0.006187	0.000027	0.003152	0.003074	0.000013	0.000018	0.000008	0.000007	0.000005	0.003104	0.000013	0.000012	0.009672
XM_003469566	s3_001842724	0.001230	0.007770	0.006151	0.011074	0.020043	0.005066	0.001234	0.005062	0.004418	0.004309	0.001471	0.003013	0.003020	0.003669	0.007816	0.004246
XM_003469738	s3_001846368	0.000001	0.000002	0.001518	0.001518	0.000011	0.001531	0.000005	0.003061	0.001523	0.001522	0.001527	0.001514	0.000003	0.001517	0.000009	0.001529
XM_003470617	s3_001999538	0.003745	0.000940	0.016126	0.012616	0.011026	0.016596	0.006489	0.002795	0.008380	0.002779	0.007522	0.008115	0.003537	0.007203	0.004392	0.012087
XM_005008549	s3_002083636	0.008369	0.006150	0.044715	0.067685	0.071912	0.035001	0.023843	0.024218	0.030508	0.025899	0.035132	0.015783	0.039588	0.085076	0.026820	0.042834
XM_005001953	s3_002149192	0.000001	0.000001	0.008080	0.005233	0.005325	0.000008	0.002773	0.000005	0.005732	0.000001	0.000004	0.000006	0.000003	0.002823	0.000006	0.000008
XM_003479624	s4_000291509	0.001935	0.008024	0.032377	0.052569	0.058981	0.033544	0.019783	0.031501	0.033654	0.030075	0.050808	0.019471	0.022683	0.032101	0.027517	0.029687
XM_003466546	s10_000945310	0.011459	0.002952	0.031102	0.032764	0.029006	0.033429	0.006500	0.008126	0.014667	0.014539	0.010106	0.011498	0.024724	0.022498	0.014850	0.026285
XM_003476244	s4_000513342	0.000001	0.000001	0.002528	0.002523	0.003771	0.006405	0.001301	0.003919	0.006553	0.001313	0.001312	0.001251	0.001249	0.001250	0.002494	0.006312
XM_003466942	s4_000704366	0.000006	0.000006	0.005837	0.005026	0.005887	0.001517	0.001481	0.004506	0.000013	0.000010	0.000018	0.001835	0.003636	0.002249	0.000504	0.006444
XM_013149430	s4_000775536	0.001290	0.001272	0.008412	0.021277	0.027117	0.007363	0.007737	0.005273	0.007874	0.013351	0.006332	0.015308	0.008776	0.017813	0.012239	0.020922
XM_003466891	s4_000791301	0.002691	0.012047	0.027574	0.052718	0.045626	0.013856	0.005167	0.014969	0.013535	0.009928	0.011937	0.013038	0.022579	0.013224	0.014516	0.018726
XM_003466886	s4_000800220	0.000003	0.001687	0.009271	0.010498	0.015781	0.010184	0.008444	0.000009	0.006827	0.000006	0.003460	0.006371	0.022209	0.001716	0.007654	0.013906
XM_003466879	s4_000817347	0.000003	0.000002	0.000008	0.010692	0.010748	0.006102	0.002983	0.001492	0.000008	0.002912	0.003006	0.004406	0.007418	0.008867	0.002964	0.016671
XM_003466868	s4_000826826	0.000807	0.000809	0.002739	0.005305	0.011647	0.005854	0.004125	0.004158	0.002504	0.002554	0.000006	0.000756	0.003781	0.004609	0.002273	0.003790
XM_003466861	s4_000833307	0.000000	0.001470	0.005875	0.013935	0.011462	0.001514	0.005706	0.005984	0.004805	0.005958	0.002925	0.010688	0.002636	0.002671	0.008342	0.008150
XM_005008446	s4_000860732	0.001566	0.005021	0.049609	0.068529	0.077579	0.040489	0.010815	0.016697	0.015554	0.006564	0.012108	0.014632	0.015377	0.042067	0.018840	0.048742
XM_013157326	s4_000880522	0.003665	0.000914	0.011606	0.032332	0.024018	0.012925	0.006825	0.005513	0.007456	0.005384	0.005966	0.033337	0.057013	0.012933	0.002858	0.012035
XM_013149076	s10_000966333	0.005492	0.001825	0.030681	0.013222	0.020553	0.008147	0.002116	0.007698	0.007156	0.004322	0.006989	0.013658	0.024125	0.009358	0.005513	0.014984
XM_003462948	s4_000950261	0.000002	0.002068	0.016590	0.008263	0.017724	0.009323	0.004459	0.008061	0.006073	0.016400	0.016398	0.008383	0.002086	0.010579	0.006299	0.006327
XM_003477804	s4_001043420	0.004010	0.001979	0.030129	0.064239	0.120615	0.037223	0.021580	0.014636	0.020471	0.012072	0.002974	0.010406	0.049399	0.101262	0.025445	0.012846
XM_013157373	s4_001159532	0.006435	0.009263	0.045552	0.110075	0.058714	0.025428	0.023710	0.023801	0.026511	0.018405	0.034579	0.026225	0.032679	0.044645	0.025725	0.031604
XM_003476163	s4_001276492	0.000902	0.000408	0.003767	0.007302	0.004515	0.005748	0.004714	0.005744	0.000007	0.000927	0.009772	0.001876	0.000003	0.003802	0.006674	0.002789
XM_003476201	s4_001330298	0.000001	0.000001	0.003261	0.000012	0.005232	0.000012	0.000010	0.001623	0.000011	0.000009	0.000003	0.000007	0.000003	0.000008	0.001608	0.000009
XM_003463430	s4_001452314	0.003248	0.000002	0.036010	0.023833	0.024372	0.021749	0.008567	0.016756	0.009000	0.011801	0.003322	0.005018	0.020842	0.024424	0.017435	0.021664
XM_003463421	s4_001460301	0.005047	0.000005	0.028437	0.028781	0.031131	0.022525	0.008719	0.003468	0.010400	0.015159	0.009678	0.012181	0.015641	0.019224	0.008491	0.020768
XM_003463464	s4_001491285	0.000004	0.000001	0.000024	0.002693	0.000028	0.002895	0.000004	0.000012	0.000015	0.002941	0.000000	0.000010	0.000012	0.000010	0.000009	0.005829
XM_003470003	s4_002150581	0.001072	0.001072	0.002101	0.004167	0.002079	0.001046	0.001051	0.002089	0.000007	0.001053	0.000007	0.000006	0.000006	0.001044	0.000007	0.003128
XM_003480144	s5_000093332	0.000004	0.000000	0.001426	0.002808	0.008267	0.004224	0.004101	0.001499	0.005463	0.002801	0.002807	0.000012	0.002659	0.007754	0.002610	0.008005
XM_003466539	s10_000973289	0.001700	0.006834	0.036993	0.015089	0.040228	0.012813	0.012438	0.008877	0.005312	0.010787	0.000009	0.019412	0.010511	0.030022	0.019265	0.024701
