Cavpor_AccNumber	Hhyd_Code	Marmota	Squirrel	Castor	KangRat	Jerboa	BMRat	DeerMouse	Hamster	Vole	Rat 	Mouse	GuineaPig	Capybara	Degu	Chinchilla	NMRat
XM_003466946	s10_002268316	0.0001	0.0326	0.2731	0.2179	0.1895	0.1776	0.0849	0.3042	0.1950	0.1379	0.1062	0.1155	0.3815	0.1540	0.2106	0.1947
XM_013158862	s1_000139121	0.0001	0.0001	0.0001	0.0001	0.0118	0.0001	0.0001	0.0001	0.0484	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
XM_003475239	s1_000207191	0.0001	0.0001	0.6872	0.0293	0.0477	0.0892	0.0792	0.0001	0.0346	0.0001	0.0446	0.1353	0.1451	0.1155	0.0258	0.0221
XM_003471666	s1_000350370	0.0001	0.0001	0.0671	0.0281	0.0391	0.0567	0.0535	0.0388	0.0380	0.0158	0.0781	0.1323	0.0777	0.1239	0.0444	0.0733
XM_003477601	s10_000498667	0.0001	0.0001	0.0387	0.0001	0.0038	0.0071	0.0131	0.0122	0.0264	0.0374	0.0087	0.0001	0.0330	0.0307	0.0486	0.0124
XM_005008759	s1_001229799	0.3209	0.2423	0.4163	0.1068	0.0539	0.1355	0.0733	0.0400	0.0417	0.1151	0.0879	0.0488	0.0664	0.0651	0.0750	0.1621
XM_013148642	s1_002034332	0.4104	0.0001	0.1282	0.1549	0.1501	0.1539	0.3294	0.1216	0.3897	0.0560	0.2734	0.1257	0.2738	0.0726	0.0001	0.1456
XM_003462333	s1_002073261	0.8944	0.0001	0.1382	0.2280	0.0960	0.2318	0.1002	0.1386	0.1143	0.2377	0.5120	0.1472	0.4097	0.3122	0.3245	0.6454
NM_001172979	s2_000028553	0.0001	0.0771	0.1778	0.0635	0.0460	0.0625	0.0328	0.0480	0.0193	0.0192	0.0816	0.1882	0.1031	0.0806	0.1640	0.2115
XM_003475831	s2_000051341	0.1618	0.1681	0.1648	0.0563	0.0493	0.1339	0.0909	0.0240	0.1396	0.0508	0.0078	0.2424	0.1202	0.1086	0.0028	0.1554
XM_003475921	s2_000078242	0.0001	0.0001	0.0821	0.0769	0.0679	0.0654	0.0907	0.0278	0.0879	0.0198	0.0676	0.0001	0.0697	0.0627	0.0302	0.0414
XM_003467522	s2_000194189	999.0000	0.0001	0.1521	0.4029	0.1355	0.1009	1.1991	0.2382	0.4712	0.0001	0.1849	0.2692	0.0410	0.1826	0.0846	0.8985
XM_003478796	s2_000403381	0.0001	0.0001	0.1769	0.0936	0.0271	0.0665	0.0453	0.0245	0.0349	0.0096	0.0208	0.0321	0.1122	0.0382	0.0277	0.0420
XM_003474020	s2_000452910	0.1054	0.0316	0.0397	0.0361	0.0424	0.0300	0.0183	0.0454	0.0093	0.0209	0.0262	0.0358	0.0001	0.0301	0.0228	0.0307
XM_003472020	s2_000781395	0.1657	0.4037	0.2670	0.1027	0.0833	0.0508	0.1381	0.0976	0.3135	0.1683	0.1540	0.2926	0.0001	0.1267	0.1190	0.3059
XM_003468380	s10_000598256	0.1290	0.0001	0.0201	0.0180	0.1296	0.0199	0.0274	0.0182	0.0962	0.0337	0.1044	0.0308	0.0001	0.0251	0.0001	0.0881
XM_003471978	s2_000833322	0.0001	0.9191	0.0001	0.0001	0.0109	0.0001	0.0226	0.0001	0.0001	0.0333	0.0001	0.0001	0.0001	0.1125	0.0001	0.0169
XM_003471444	s2_001162321	0.2533	0.0001	0.0241	0.0674	0.1768	0.0336	0.0463	0.0504	0.0749	0.0787	0.1066	0.0001	0.1251	0.2235	0.0894	0.1083
XM_013145608	s2_0013392394	0.1395	0.1108	0.1327	0.0993	0.1050	0.1493	0.0614	0.0858	0.0972	0.1310	0.1007	0.1258	0.1217	0.1382	0.1147	0.1347
XM_003474595	s2_001539126	63.8114	0.0001	0.0306	0.0403	0.0001	0.0712	0.1465	0.0001	0.2994	0.0001	999.0000	0.2419	0.1423	0.0447	523.9560	0.1868
XM_003463776	s2_001740376	0.0831	0.0001	0.0468	0.0722	0.0608	0.0341	0.0266	0.0221	0.0641	0.0063	0.0409	0.0576	0.1076	0.0486	0.1376	0.0819
XM_003463811	s2_001761295	0.2391	0.8110	0.1056	0.5799	0.1996	0.0990	0.0475	0.1663	0.0830	0.1858	0.2986	0.0810	0.4765	0.1425	0.5112	0.4617
XM_003463995	s2_001796472	0.0001	0.0001	0.0084	0.0263	0.0186	0.0001	0.0001	0.0001	0.0173	0.0001	0.0204	0.0001	0.0001	0.0232	0.0137	0.0635
XM_003464008	s2_001820417	0.0001	0.0001	0.0046	0.0104	0.0348	0.0256	0.0001	0.0001	0.0088	0.0234	0.0099	0.0204	0.0694	0.0147	0.0001	0.0001
XM_003462063	s2_001833827	0.2354	0.1553	0.1010	0.0490	0.0611	0.1134	0.0528	0.1283	0.1010	0.1081	0.0671	0.1196	0.0818	0.0720	0.1236	0.1118
XM_003462081	s2_001850343	0.0789	0.1689	0.0605	0.0303	0.0297	0.0204	0.1268	0.0760	0.0346	0.0277	0.0112	0.0001	0.0001	0.0224	0.1098	0.0001
XM_003468406	s10_000644338	0.1004	0.0488	0.0400	0.0987	0.0406	0.0833	0.1296	0.1368	0.0579	0.1604	0.2351	0.0823	0.0001	0.0265	0.0671	0.0766
XM_013141932	s2_0020541740	0.1519	0.0848	0.0842	0.0499	0.0718	0.0771	0.0705	0.0680	0.1026	0.1098	0.0945	0.1034	0.1549	0.1018	0.0703	0.0960
XM_003470384	s2_002087745	0.0464	0.0894	0.0239	0.0248	0.0386	0.0714	0.0218	0.0256	0.0368	0.0259	0.0108	0.0064	0.0072	0.0080	0.0271	0.0293
XM_003470500	s2_002126693	0.0001	0.0001	0.0001	0.0256	0.0001	0.0179	0.0001	0.0254	0.0001	0.0236	0.0001	0.0001	0.0001	0.0001	0.0001	0.0245
XM_003462503	s2_002354311	0.2923	0.4970	0.1272	0.1394	0.2199	0.1856	0.0560	0.1444	0.0951	0.0525	0.1368	0.0882	0.1267	0.2958	0.2368	0.3718
XM_005006753	s2_002389609	0.0001	0.0001	0.0469	0.0409	0.0211	0.0320	0.0217	0.0806	0.0001	0.0001	0.0310	0.2545	0.1453	0.0001	0.0277	0.0250
XM_003464271	s2_002532317	0.0563	0.6281	0.2973	0.1077	0.1323	0.3537	0.1115	0.2189	0.1165	0.3419	0.1302	0.1012	0.1798	0.1544	0.2366	0.5795
XM_003464307	s2_002580425	0.3538	0.1988	0.3942	0.1937	0.2861	0.0924	0.1469	0.2636	0.1312	0.3835	0.1629	0.2334	0.3869	0.1777	0.2886	0.2430
XM_003464308	s2_002581314	0.2728	0.0518	0.2420	0.1683	0.0866	0.0563	0.0514	0.0695	0.1744	0.0932	0.0647	0.1250	0.1787	0.1707	0.1017	0.1817
XM_003470817	s2_002633172	0.0537	0.0001	0.0438	0.3151	0.1398	0.0482	0.8677	0.0718	0.1007	0.1188	0.1006	0.1764	0.1151	0.0258	0.0578	0.2808
XM_003480191	s2_002681216	0.1792	0.0001	0.0001	0.0184	0.0142	0.0148	0.0001	0.0001	0.1035	0.0457	0.1455	0.0001	0.0001	0.0001	0.0001	0.0001
XM_003468096	s10_000779824	0.3797	0.6107	0.2897	0.5296	0.3183	0.2634	0.3887	0.2239	0.3427	0.5453	0.4676	0.4880	0.3770	0.2979	0.3925	0.4339
XM_005008541	s3_000485796	0.2603	0.3641	0.2002	0.2177	0.1536	0.2073	0.1151	0.1675	0.1906	0.1813	0.1111	0.2085	0.2884	0.2322	0.2909	0.3218
XM_003467694	s3_000684692	0.4549	0.2175	0.1406	0.2931	0.4539	0.0966	0.1024	0.1244	0.1062	0.0915	0.1318	0.3371	0.2120	0.2560	0.1548	0.2892
XM_003467696	s3_000687285	0.1556	0.1158	0.1112	0.0692	0.0373	0.1145	0.1385	0.0777	0.0446	0.1385	0.0277	0.0621	0.1297	0.0729	0.0544	0.0648
XM_003462034	s3_000782307	0.0001	0.0001	0.0257	0.0829	0.0619	0.0487	0.0559	0.1272	0.1087	0.0501	0.1463	0.0179	0.0476	0.0641	0.0391	0.0510
XM_003462362	s3_000975994	0.1481	0.0001	0.0587	0.0734	0.0605	0.0777	0.0453	0.0365	0.0795	0.0895	0.0341	0.0698	0.0545	0.1540	0.0740	0.1216
XM_005005888	s3_001049712	0.2302	0.1698	0.0799	0.0792	0.1185	0.0993	0.1076	0.1291	0.1104	0.1065	0.0589	0.0498	0.1060	0.0549	0.0932	0.1316
XM_003465826	s3_001261253	0.0506	0.0001	0.0203	0.0333	0.0334	0.0302	0.1823	0.0990	0.0842	0.0298	0.0712	0.0198	0.0001	0.0318	0.0099	0.0835
XM_003477260	s3_001309161	0.0001	0.0001	0.0319	0.0897	0.0392	0.1041	0.0001	0.1119	0.0722	0.0368	0.1104	0.1540	0.0654	0.1104	0.0928	0.0871
XM_003472834	s3_001491622	0.1685	0.6689	0.5756	0.3459	0.3396	0.4874	0.3831	0.2774	0.3102	0.3518	0.2873	0.4845	0.5133	0.2670	0.5062	0.4179
XM_003470562	s3_001606520	0.1356	0.0001	0.0322	0.0392	0.0220	0.0197	0.0001	0.1095	0.0090	0.0440	0.0616	0.0179	0.0696	0.0942	0.0134	0.0324
XM_003466588	s10_000880850	0.1033	0.0848	0.0735	0.0886	0.0647	0.0984	0.0354	0.0590	0.0828	0.2249	0.0503	0.1168	0.1936	0.1060	0.1237	0.1270
XM_003475303	s3_001707321	0.0001	0.1009	0.0598	0.0385	0.0360	0.0662	0.0521	0.0085	0.0389	0.0191	0.0163	0.0586	0.1996	0.0782	0.0216	0.1368
XM_003469726	s3_001830214	0.0001	0.0001	0.0001	0.0175	0.0001	0.0001	0.0712	0.0001	0.0001	0.0479	0.0001	0.0489	0.0001	0.1386	0.0798	0.1390
XM_013152353	s3_001838240	0.0001	0.0604	0.0001	0.0195	0.0001	0.0177	0.0234	0.0001	0.0001	0.0001	0.0001	0.0001	0.0580	0.0001	0.0001	0.0671
XM_003469566	s3_001842724	0.0667	0.1402	0.0254	0.0338	0.0781	0.0257	0.0103	0.0424	0.0284	0.0501	0.0120	0.0329	0.0327	0.0210	0.0743	0.0331
XM_003469738	s3_001846368	0.0001	0.0001	0.0119	0.0139	0.0001	0.0220	0.0001	0.0375	0.0198	0.0136	0.0210	0.0388	0.0001	0.0176	0.0001	0.0173
XM_003470617	s3_001999538	0.3744	0.0566	0.0928	0.0496	0.0594	0.0787	0.0835	0.0198	0.1094	0.0290	0.0803	0.0978	0.0472	0.0541	0.0457	0.1114
XM_005008549	s3_002083636	0.4136	0.2024	0.1654	0.1401	0.1387	0.1603	0.1712	0.1438	0.1867	0.1578	0.3025	0.1383	0.4821	0.3230	0.1286	0.2804
XM_005001953	s3_002149192	0.0001	0.0001	0.0897	0.0264	0.0382	0.0001	0.0846	0.0001	0.1292	0.0001	0.0001	0.0001	0.0001	0.0387	0.0001	0.0001
XM_003479624	s4_000291509	0.1877	0.2938	0.2402	0.1805	0.2294	0.2516	0.1621	0.2292	0.2092	0.2292	0.3296	0.1950	0.4929	0.2447	0.3433	0.3749
XM_003466546	s10_000945310	0.2761	0.0477	0.2080	0.1169	0.1535	0.1874	0.0679	0.0703	0.1103	0.1832	0.1317	0.1814	0.4329	0.1661	0.2995	0.2942
XM_003476244	s4_000513342	0.0001	0.0001	0.0687	0.0316	0.0918	0.1090	0.0263	0.0753	0.1508	0.0752	0.0483	0.0753	0.0747	0.0203	2.5393	0.0927
XM_003466942	s4_000704366	0.0001	0.0001	0.0225	0.0132	0.0202	0.0079	0.0098	0.0197	0.0001	0.0001	0.0001	0.0102	0.0203	0.0082	0.0038	0.0283
XM_013149430	s4_000775536	0.0537	0.0382	0.0570	0.0730	0.0919	0.0471	0.0596	0.0557	0.0751	0.0791	0.1051	0.1305	0.1176	0.0761	0.1170	0.1251
XM_003466891	s4_000791301	0.1603	0.3733	0.1178	0.1629	0.1902	0.0734	0.0624	0.2349	0.1169	0.1325	0.2246	0.1513	0.2298	0.0966	0.2166	0.1387
XM_003466886	s4_000800220	0.0001	41.4192	0.0645	0.0664	0.0799	0.0859	0.1057	0.0001	0.1056	0.0001	0.0616	0.0497	0.3122	0.0139	0.1426	0.0705
XM_003466879	s4_000817347	0.0001	0.0001	0.0001	0.1204	0.0595	0.0633	0.0506	0.0307	0.0001	0.0458	0.0387	0.0889	0.1124	0.1296	0.0520	0.2346
XM_003466868	s4_000826826	0.2864	0.0522	0.0106	0.0190	0.0233	0.0326	0.0396	0.0477	0.0213	0.0215	0.0001	0.0050	0.0362	0.0205	0.0164	0.0211
XM_003466861	s4_000833307	0.0001	0.0393	0.0328	0.0604	0.0462	0.0111	0.0539	0.0680	0.0592	0.1240	0.0240	0.0703	0.0229	0.0172	0.0767	0.0689
XM_005008446	s4_000860732	0.0731	0.1509	0.1935	0.1303	0.1966	0.2045	0.1123	0.1045	0.1052	0.0606	0.1013	0.1333	0.1921	0.2201	0.1478	0.3523
XM_013157326	s4_000880522	0.2428	0.0597	0.0867	0.1379	0.0752	0.0873	0.0529	0.0518	0.0746	0.0497	0.0503	0.3282	0.4798	0.0784	0.0346	0.0991
XM_013149076	s10_000966333	0.1392	0.0581	0.1347	0.0498	0.0593	0.0419	0.0281	0.1287	0.0620	0.0330	0.0482	0.2306	0.5047	0.0679	0.0867	0.1415
XM_003462948	s4_000950261	0.0001	0.0712	0.1348	0.0343	0.0858	0.0461	0.0299	0.0749	0.0282	0.0983	0.0839	0.1136	0.0244	0.0562	0.0595	0.0425
XM_003477804	s4_001043420	0.2405	0.0942	0.3710	0.2514	0.4054	0.3629	0.4032	0.2054	0.3086	0.1587	0.0302	0.1511	0.5196	0.4226	0.2862	0.1832
XM_013157373	s4_001159532	0.5504	0.1991	0.1195	0.0852	0.1774	0.0747	0.1743	0.1762	0.1509	0.1284	0.2774	0.1425	0.2512	0.1320	0.2738	0.1483
XM_003476163	s4_001276492	0.0311	0.1578	0.0312	0.0536	0.0217	0.0487	0.0223	0.0515	0.0001	0.0204	0.0994	0.0684	0.0001	0.0475	0.0656	0.0345
XM_003476201	s4_001330298	0.0001	0.0001	0.0371	0.0001	0.0380	0.0001	0.0001	0.0386	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0127	0.0001
XM_003463430	s4_001452314	0.4654	0.0001	0.2526	0.0817	0.1216	0.1610	0.1480	0.1912	0.0878	0.1963	0.0379	0.0755	0.3970	0.2981	0.1301	0.2652
XM_003463421	s4_001460301	0.3993	0.0001	0.2247	0.0880	0.1317	0.1537	0.1548	0.0453	0.1149	0.2251	0.1201	0.2548	0.3193	0.1562	0.1203	0.3102
XM_003463464	s4_001491285	0.0001	0.5175	0.0001	0.0150	0.0001	0.0089	0.0001	0.0001	0.0001	0.0247	0.0001	0.0001	0.0001	0.0001	0.0001	0.0344
XM_003470003	s4_002150581	0.0786	0.0920	0.0140	0.0302	0.0170	0.0117	0.0140	0.0136	0.0001	0.0120	0.0001	0.0001	0.0001	0.0111	0.0001	0.0409
XM_003480144	s5_000093332	0.0001	0.0001	0.0145	0.0125	0.0200	0.0287	0.0562	0.0137	0.0320	0.0217	0.0208	0.0001	0.0289	0.0238	0.0293	0.0326
XM_003466539	s10_000973289	0.1500	0.1376	0.2294	0.0628	0.0910	0.0694	0.1571	0.1224	0.0339	0.0923	0.0001	0.2036	0.1202	0.2181	0.3217	0.1889
