Cluster,ensmbl_CporID,CD_dna,GPD_dna,D_stat_DNA,CDp,GPDp,D_stat_prot
cluster10873,ENSCPOP00000014785,0.0535276291932,0.0598282664281,-0.00630063723489,0.0135135135135,0.00900900900901,0.0045045045045
cluster10874,ENSCPOP00000018553,0.0681249107682,0.0790618643236,-0.0109369535554,0.037037037037,0.0452674897119,-0.0082304526749
cluster10875,ENSCPOP00000002298,0.0935963690724,0.0781072374728,0.0154891315996,0.0819672131148,0.0573770491803,0.0245901639344
cluster10876,ENSCPOP00000012743,0.12837804726,0.0777989519536,0.0505790953062,0.093023255814,0.031976744186,0.0610465116279
cluster10877,ENSCPOP00000016501,0.0852004897961,0.0994879206674,-0.0142874308712,0.0434782608696,0.0626086956522,-0.0191304347826
cluster10878,ENSCPOP00000014854,0.0738218248099,0.0636435607328,0.0101782640771,0.047619047619,0.0380952380952,0.00952380952381
cluster10879,ENSCPOP00000017211,0.172189312665,0.204041589051,-0.0318522763855,0.206201550388,0.232558139535,-0.0263565891473
cluster10880,ENSCPOP00000019455,0.192750163825,0.220311144505,-0.0275609806795,0.142307692308,0.165384615385,-0.0230769230769
cluster10881,ENSCPOP00000005265,0.10971150431,0.0995856083271,0.0101258959833,0.0530973451327,0.0530973451327,0
cluster10882,ENSCPOP00000006812,0.0662859571055,0.0731159488355,-0.00682999172996,0.0609756097561,0.0487804878049,0.0121951219512
cluster10883,ENSCPOP00000014887,0.16887347286,0.155684983224,0.0131884896365,0.177304964539,0.170212765957,0.00709219858156
cluster10884,ENSCPOP00000016702,0.251432998589,0.208576528536,0.0428564700528,0.299270072993,0.284671532847,0.014598540146
cluster10885,ENSCPOP00000011635,0.0636959102275,0.0678215484591,-0.00412563823153,0.0577464788732,0.0577464788732,0
cluster10886,ENSCPOP00000005663,0.045020202297,0.0725868700198,-0.0275666677229,0.00925925925926,0.00925925925926,0
cluster10887,ENSCPOP00000007480,0.0701047764632,0.0736262322008,-0.00352145573762,0.0336391437309,0.039755351682,-0.00611620795107
cluster10888,ENSCPOP00000006701,0.152937846146,0.130793173507,0.0221446726391,0.17277486911,0.157068062827,0.0157068062827
cluster10889,ENSCPOP00000017752,0.245077444975,0.34648549266,-0.101408047686,0.316831683168,0.376237623762,-0.0594059405941
cluster10890,ENSCPOP00000009199,0.348370492121,0.232296630269,0.116073861852,0.345794392523,0.247663551402,0.0981308411215
cluster10891,ENSCPOP00000018557,0.142942696764,0.149486283492,-0.00654358672853,0.212068965517,0.203448275862,0.00862068965517
cluster10892,ENSCPOP00000003873,0.174851981763,0.0833168386135,0.091535143149,0.164383561644,0.0456621004566,0.118721461187
cluster10893,ENSCPOP00000000169,0.0447694511551,0.0467112480028,-0.00194179684779,0.0430107526882,0.0430107526882,0
cluster10895,ENSCPOP00000016847,0.0201025113428,0.0481058250159,-0.0280033136731,0.00913242009132,0.0388127853881,-0.0296803652968
cluster10896,ENSCPOP00000019042,0.125371835732,0.105733650285,0.0196381854471,0.0813008130081,0.0731707317073,0.00813008130081
cluster10898,ENSCPOP00000001625,0.0465227799717,0.0465009018218,2.18781498637e-05,0.0449826989619,0.0449826989619,0
cluster10899,ENSCPOP00000010519,0.197669970793,0.189419770908,0.00825019988508,0.204819277108,0.18875502008,0.0160642570281
cluster10900,ENSCPOP00000018122,0.0834115892513,0.0887280595565,-0.00531647030524,0.0423728813559,0.0367231638418,0.00564971751412
cluster10901,ENSCPOP00000012773,0.145980766741,0.159857852212,-0.0138770854712,0.180555555556,0.201388888889,-0.0208333333333
cluster10902,ENSCPOP00000014133,0.411000261735,0.329410923318,0.081589338417,0.474418604651,0.437209302326,0.0372093023256
cluster10903,ENSCPOP00000009134,0.129006653386,0.113217542055,0.0157891113311,0.106172839506,0.0962962962963,0.00987654320988
cluster10904,ENSCPOP00000014421,0.0503595558335,0.0550875891325,-0.00472803329894,0.01,0.0075,0.0025
cluster10905,ENSCPOP00000009620,0.080385952638,0.0741204334057,0.00626551923231,0.0363636363636,0.0121212121212,0.0242424242424
cluster10906,ENSCPOP00000019136,0.102048379293,0.119401165792,-0.017352786499,0.0753768844221,0.0841708542714,-0.00879396984925
cluster10908,ENSCPOP00000010876,0.541547743364,0.166152197115,0.375395546249,0.486111111111,0.194444444444,0.291666666667
cluster10909,ENSCPOP00000004868,0.130905585303,0.128589474768,0.0023161105358,0.197278911565,0.183673469388,0.0136054421769
cluster10910,ENSCPOP00000010893,0.224232618397,0.0936399173125,0.130592701084,0.216417910448,0.0746268656716,0.141791044776
cluster10911,ENSCPOP00000020184,0.28451775607,0.291715878764,-0.00719812269402,0.322169059011,0.296650717703,0.0255183413078
cluster10912,ENSCPOP00000003510,0.0856134070549,0.0955514604066,-0.00993805335174,0.0341614906832,0.0403726708075,-0.00621118012422
cluster10913,ENSCPOP00000013692,0.157189379636,0.0812225181535,0.0759668614824,0.129337539432,0.0441640378549,0.0851735015773
cluster10914,ENSCPOP00000012756,0.108397112258,0.110402615723,-0.0020055034647,0.080701754386,0.0789473684211,0.00175438596491
cluster10915,ENSCPOP00000008776,0.0913351478591,0.322480526869,-0.23114537901,0.0654205607477,0.285046728972,-0.219626168224
cluster10916,ENSCPOP00000020816,0.0452877222669,0.0365367695289,0.00875095273804,0,0,0
cluster10917,ENSCPOP00000008139,0.0710191643947,0.0817576701089,-0.0107385057142,0.0144927536232,0.0579710144928,-0.0434782608696
cluster10918,ENSCPOP00000001858,0.0596043537288,0.0868296594269,-0.0272253056981,0.0304182509506,0.0342205323194,-0.00380228136882
cluster10919,ENSCPOP00000002916,0.141240085515,0.119467879029,0.0217722064856,0.0765027322404,0.0546448087432,0.0218579234973
cluster10920,ENSCPOP00000005544,0.252849654419,0.126590747042,0.126258907377,0.265734265734,0.160839160839,0.104895104895
cluster10921,ENSCPOP00000006950,0.12538069343,0.125409776515,-2.90830844984e-05,0.10401459854,0.0994525547445,0.00456204379562
cluster10922,ENSCPOP00000014043,0.0767899479572,0.0883426243678,-0.0115526764105,0.04329004329,0.0649350649351,-0.021645021645
cluster10923,ENSCPOP00000007003,0.142871740814,0.149660163042,-0.00678842222753,0.0742049469965,0.0671378091873,0.00706713780919
cluster10924,ENSCPOP00000005666,0.0778688043648,0.0861827247706,-0.00831392040589,0.0361111111111,0.0305555555556,0.00555555555556
cluster10925,ENSCPOP00000011933,0.0886200635911,0.113668810905,-0.025048747314,0.0959595959596,0.121212121212,-0.0252525252525
cluster10926,ENSCPOP00000005092,0.114527152016,0.121716739166,-0.00718958714935,0.132978723404,0.117021276596,0.0159574468085
cluster10928,ENSCPOP00000005944,0.124022026769,0.108706617694,0.0153154090754,0.101960784314,0.0921568627451,0.00980392156863
cluster10929,ENSCPOP00000005326,0.18269510041,0.0779221603501,0.10477294006,0.182835820896,0.0820895522388,0.100746268657
cluster10930,ENSCPOP00000000060,0.12032944044,0.10606047533,0.0142689651101,0.10162601626,0.0772357723577,0.0243902439024
cluster10932,ENSCPOP00000004076,0.118988705958,0.119649903628,-0.000661197669449,0.0993949870354,0.101987899741,-0.00259291270527
cluster10933,ENSCPOP00000010821,0.0831421998264,0.0903179775747,-0.00717577774826,0.00925925925926,0.00694444444444,0.00231481481481
cluster10934,ENSCPOP00000017206,0.0626794349128,0.0638499340326,-0.00117049911972,0.021897810219,0.029197080292,-0.00729927007299
cluster10935,ENSCPOP00000020976,0.0662175295212,0.066165957315,5.15722062449e-05,0.0134408602151,0.00806451612903,0.00537634408602
cluster10936,ENSCPOP00000009967,0.0536508430202,0.052142218866,0.00150862415423,0.0196850393701,0.0196850393701,0
cluster10937,ENSCPOP00000005668,0.0514489299559,0.0418300979077,0.00961883204811,0.0181818181818,0.00909090909091,0.00909090909091
cluster10938,ENSCPOP00000018412,0.0645320892534,0.0690210649544,-0.00448897570107,0.036253776435,0.0392749244713,-0.00302114803625
cluster10939,ENSCPOP00000012433,0.041313431232,0.0384127350055,0.00290069622655,0,0,0
cluster10940,ENSCPOP00000015500,0.199930982054,0.263945087747,-0.0640141056934,0.307692307692,0.403846153846,-0.0961538461538
cluster10941,ENSCPOP00000005119,0.114829113042,0.0998263243448,0.0150027886974,0.102102102102,0.0630630630631,0.039039039039
cluster10942,ENSCPOP00000014971,0.10762167483,0.105265949879,0.00235572495098,0.0588235294118,0.0560224089636,0.00280112044818
cluster10943,ENSCPOP00000004384,0.256196620469,0.250240389016,0.00595623145327,0.408450704225,0.408450704225,0
cluster10944,ENSCPOP00000011083,0.0609772331749,0.062241466547,-0.00126423337215,0.0080971659919,0.0121457489879,-0.00404858299595
cluster10946,ENSCPOP00000002094,0.0571801618568,0.0504569824298,0.00672317942694,0,0.00467289719626,-0.00467289719626
cluster10947,ENSCPOP00000001134,0.0687170693344,0.0719547568336,-0.00323768749917,0.0319488817891,0.0287539936102,0.00319488817891
cluster10948,ENSCPOP00000007514,0.102546791847,0.0960400309878,0.00650676085909,0.0557491289199,0.0383275261324,0.0174216027875
cluster10949,ENSCPOP00000020264,0.124925806479,0.118964084717,0.00596172176272,0.167487684729,0.15763546798,0.00985221674877
cluster10950,ENSCPOP00000007350,0.0551302768224,0.057669375688,-0.00253909886558,0,0,0
cluster10951,ENSCPOP00000013775,0.0967840501916,0.0714317962385,0.0253522539531,0.0682926829268,0.0292682926829,0.0390243902439
cluster10952,ENSCPOP00000006679,0.150188422433,0.163089135326,-0.0129007128936,0.0952380952381,0.104761904762,-0.00952380952381
cluster10953,ENSCPOP00000015772,0.0814387071348,0.0670579026756,0.0143808044592,0.070652173913,0.0652173913043,0.0054347826087
cluster10954,ENSCPOP00000006500,0.099059697062,0.106116111339,-0.00705641427671,0.087890625,0.08203125,0.005859375
cluster10955,ENSCPOP00000016819,0.186011653155,0.22505256067,-0.039040907515,0.235294117647,0.264705882353,-0.0294117647059
cluster10956,ENSCPOP00000002019,0.0733005807353,0.0876372077834,-0.0143366270481,0.051391862955,0.0728051391863,-0.0214132762313
cluster10957,ENSCPOP00000020329,0.17593593986,0.080908352528,0.0950275873324,0.155660377358,0.0377358490566,0.117924528302
cluster10959,ENSCPOP00000014505,0.0717897232863,0.0704361647544,0.00135355853189,0.0515151515152,0.0666666666667,-0.0151515151515
cluster10960,ENSCPOP00000005601,0.0828708725218,0.0990201030002,-0.0161492304784,0.0322580645161,0.0293255131965,0.00293255131965
cluster10961,ENSCPOP00000007619,0.132089202014,0.128206689693,0.00388251232149,0.0899122807018,0.0833333333333,0.00657894736842
cluster10963,ENSCPOP00000005547,0.130648856509,0.135063648062,-0.00441479155275,0.137195121951,0.155487804878,-0.0182926829268
cluster10964,ENSCPOP00000018708,0.0915391942924,0.0942971238144,-0.00275792952202,0.107438016529,0.114325068871,-0.0068870523416
cluster10966,ENSCPOP00000012851,0.134275361975,0.174573407481,-0.040298045506,0.16,0.2,-0.04
cluster10968,ENSCPOP00000001885,0.092827693844,0.0803896655254,0.0124380283186,0.0926517571885,0.0607028753994,0.0319488817891
cluster10969,ENSCPOP00000012035,0.0615659232698,0.0419944612532,0.0195714620166,0.0420168067227,0.00840336134454,0.0336134453782
cluster10970,ENSCPOP00000009626,0.0832633886916,0.0939427550702,-0.0106793663786,0.0629370629371,0.048951048951,0.013986013986
cluster10971,ENSCPOP00000006715,0.260650318517,0.270994841021,-0.0103445225034,0.406633906634,0.409090909091,-0.002457002457
cluster10972,ENSCPOP00000008128,0.101470862085,0.0943262374929,0.00714462459217,0.102866779089,0.107925801012,-0.00505902192243
cluster10974,ENSCPOP00000008158,0.0805179894892,0.0806990900125,-0.00018110052327,0.00404858299595,0.0080971659919,-0.00404858299595
cluster10975,ENSCPOP00000019437,0.045629830709,0.049247854949,-0.00361802424006,0.0200333889816,0.0200333889816,0
cluster10976,ENSCPOP00000003395,0.0178237558916,0.0246743718449,-0.00685061595333,0,0,0
cluster10977,ENSCPOP00000012173,0.123532782607,0.121450393191,0.00208238941644,0.13125,0.125,0.00625
cluster10978,ENSCPOP00000009049,0.162748654366,0.175435945272,-0.0126872909058,0.155056179775,0.16404494382,-0.00898876404494
cluster10979,ENSCPOP00000006374,0.132770052932,0.108201073253,0.0245689796782,0.140957446809,0.119680851064,0.0212765957447
cluster10980,ENSCPOP00000012999,0.272435021046,0.195793173889,0.0766418471576,0.280757097792,0.214511041009,0.0662460567823
cluster10981,ENSCPOP00000006095,0.117687601064,0.0688264391003,0.0488611619638,0.120967741935,0.0698924731183,0.0510752688172
cluster10982,ENSCPOP00000013309,0.133348044238,0.153597302927,-0.020249258689,0.11811023622,0.125984251969,-0.00787401574803
cluster10983,ENSCPOP00000004840,0.0738048911418,0.0839703536412,-0.0101654624993,0.0335365853659,0.0457317073171,-0.0121951219512
cluster10984,ENSCPOP00000000505,0.11294712654,0.118693219842,-0.00574609330228,0.115384615385,0.120689655172,-0.0053050397878
cluster10985,ENSCPOP00000016594,0.0479684936242,0.0384824275244,0.00948606609975,0.0656370656371,0.0540540540541,0.011583011583
cluster10986,ENSCPOP00000017602,0.129881204185,0.151126505411,-0.0212453012254,0.117647058824,0.127450980392,-0.00980392156863
cluster10987,ENSCPOP00000005946,0.119952908148,0.118645364685,0.00130754346225,0.128888888889,0.133333333333,-0.00444444444444
cluster10988,ENSCPOP00000003311,0.094198338101,0.0927027657028,0.00149557239821,0.0337078651685,0.0245148110317,0.00919305413687
cluster10989,ENSCPOP00000014196,0.0866597763959,0.0892919160117,-0.00263213961575,0.0411392405063,0.0411392405063,0
cluster10990,ENSCPOP00000003860,0.043607093216,0.0309521576605,0.0126549355556,0.0236220472441,0.00787401574803,0.0157480314961
cluster10991,ENSCPOP00000018451,0.181248380426,0.163365220866,0.01788315956,0.2125,0.2,0.0125
cluster10992,ENSCPOP00000001961,0.0607930540068,0.0706834962269,-0.00989044222012,0.0182648401826,0.027397260274,-0.00913242009132
cluster10993,ENSCPOP00000001976,0.0810416435388,0.0732295588158,0.00781208472299,0.0648734177215,0.0537974683544,0.0110759493671
cluster10994,ENSCPOP00000019225,0.0950718477757,0.086771563094,0.00830028468175,0.00218340611354,0,0.00218340611354
cluster10995,ENSCPOP00000017922,0.0865389333504,0.0904788268384,-0.00393989348798,0.0947368421053,0.0868421052632,0.00789473684211
cluster10998,ENSCPOP00000019141,0.0581720375131,0.0635945638313,-0.00542252631817,0.013698630137,0.013698630137,0
cluster10999,ENSCPOP00000006763,0.0230328384407,0.0288327793523,-0.0057999409116,0.0135542168675,0.0210843373494,-0.00753012048193
cluster11000,ENSCPOP00000017003,0.0539856430566,0.066153752512,-0.0121681094554,0.0555555555556,0.0666666666667,-0.0111111111111
cluster11001,ENSCPOP00000001378,0.170767528245,0.197290343737,-0.0265228154926,0.149659863946,0.163265306122,-0.0136054421769
cluster11002,ENSCPOP00000004758,0.115395489032,0.0828609189447,0.0325345700876,0.0744680851064,0.0531914893617,0.0212765957447
cluster11003,ENSCPOP00000012410,0.182829074833,0.0433156332725,0.13951344156,0.135416666667,0.0104166666667,0.125
cluster11004,ENSCPOP00000010709,0.148074490432,0.0685749014755,0.0794995889566,0.140625,0.078125,0.0625
cluster11005,ENSCPOP00000001240,0.133062388769,0.123725749433,0.0093366393368,0.0805687203791,0.0758293838863,0.00473933649289
cluster11006,ENSCPOP00000002513,0.0560747760516,0.055365072609,0.000709703442579,0.0273279352227,0.0273279352227,0
cluster11007,ENSCPOP00000005636,0.0450196199311,0.0487261569374,-0.00370653700634,0,0,0
cluster11008,ENSCPOP00000011052,0.157360694612,0.160252325187,-0.00289163057534,0.161290322581,0.147465437788,0.0138248847926
cluster11009,ENSCPOP00000000703,0.06064395076,0.0493742075457,0.0112697432143,0.0153256704981,0.00766283524904,0.00766283524904
cluster11010,ENSCPOP00000000658,0.073240920862,0.0823226343044,-0.00908171344243,0.0494505494505,0.043956043956,0.00549450549451
cluster11011,ENSCPOP00000003695,0.0481331744459,0.048132916886,2.57559895959e-07,0.00925925925926,0.0185185185185,-0.00925925925926
cluster11012,ENSCPOP00000004659,0.0793579226667,0.0697496113799,0.00960831128678,0.049504950495,0.0415841584158,0.00792079207921
cluster11013,ENSCPOP00000003394,0.0764869233323,0.0657679025705,0.0107190207618,0.0549132947977,0.0491329479769,0.00578034682081
cluster11015,ENSCPOP00000000743,0.137991974348,0.147388059274,-0.00939608492596,0.16135881104,0.176220806794,-0.0148619957537
cluster11016,ENSCPOP00000018755,0.0217562824599,0.021686440107,6.98423529596e-05,0,0,0
cluster11017,ENSCPOP00000006134,0.119465464235,0.0870674853239,0.0323979789113,0.107491856678,0.071661237785,0.0358306188925
cluster11018,ENSCPOP00000007463,0.0748679976987,0.0870866176219,-0.0122186199232,0.0327868852459,0.0262295081967,0.00655737704918
cluster11019,ENSCPOP00000005783,0.0845605475261,0.101847902763,-0.0172873552364,0.0497237569061,0.060773480663,-0.0110497237569
cluster11020,ENSCPOP00000001386,0.328417116963,0.0453555221534,0.28306159481,0.155988857939,0.016713091922,0.139275766017
cluster11021,ENSCPOP00000014879,0.0827722995839,0.0969988555047,-0.0142265559208,0.01875,0.03125,-0.0125
cluster11022,ENSCPOP00000012939,0.0573538595673,0.0500057604791,0.0073480990882,0.0428015564202,0.0311284046693,0.011673151751
cluster11023,ENSCPOP00000013854,0.208477297843,0.188822345706,0.0196549521366,0.178494623656,0.150537634409,0.0279569892473
cluster11025,ENSCPOP00000018137,0.0634280990391,0.088812948317,-0.025384849278,0.0143884892086,0.0479616306954,-0.0335731414868
cluster11026,ENSCPOP00000016144,0.118456866696,0.122469397485,-0.00401253078901,0.102857142857,0.104761904762,-0.00190476190476
cluster11027,ENSCPOP00000012836,0.0972727690637,0.0983591566082,-0.00108638754454,0.0435931307794,0.0343461030383,0.00924702774108
cluster11028,ENSCPOP00000017279,0.227220297159,0.0347084618199,0.192511835339,0.266666666667,0,0.266666666667
cluster11029,ENSCPOP00000003525,0.0378475020726,0.03458221918,0.00326528289257,0.0366972477064,0.0412844036697,-0.0045871559633
cluster11031,ENSCPOP00000018731,0.105927714202,0.143423831963,-0.0374961177614,0.0864864864865,0.135135135135,-0.0486486486486
cluster11032,ENSCPOP00000008111,0.127696103531,0.153452513591,-0.0257564100603,0.148148148148,0.153086419753,-0.00493827160494
cluster11033,ENSCPOP00000009189,0.0811716186631,0.0763432792242,0.00482833943894,0.0452380952381,0.047619047619,-0.00238095238095
cluster11034,ENSCPOP00000011537,0.142087422499,0.14532649647,-0.00323907397068,0.0753424657534,0.0890410958904,-0.013698630137
cluster11035,ENSCPOP00000003561,0.0651726473828,0.054486250755,0.0106863966278,0,0,0
cluster11036,ENSCPOP00000016249,0.12967716219,0.0983545640804,0.0313225981093,0.104761904762,0.0507936507937,0.0539682539683
cluster11037,ENSCPOP00000000193,0.160332532025,0.169779661942,-0.00944712991668,0.164634146341,0.182926829268,-0.0182926829268
cluster11038,ENSCPOP00000003918,0.0642210760502,0.0653901937488,-0.00116911769867,0.0181818181818,0.0181818181818,0
cluster11039,ENSCPOP00000014626,0.10165694929,0.103640181687,-0.00198323239691,0.0990415335463,0.105431309904,-0.00638977635783
cluster11040,ENSCPOP00000013599,0.0915743706389,0.0931185085874,-0.00154413794852,0.0355239786856,0.0373001776199,-0.00177619893428
cluster11041,ENSCPOP00000009434,0.104045729811,0.0973105564327,0.00673517337834,0.133333333333,0.12,0.0133333333333
cluster11042,ENSCPOP00000014287,0.0681082189206,0.140582738966,-0.0724745200455,0.0129310344828,0.103448275862,-0.0905172413793
cluster11043,ENSCPOP00000003091,0.064637179878,0.0720032575878,-0.00736607770988,0.027027027027,0.0202702702703,0.00675675675676
cluster11044,ENSCPOP00000014312,0.139459941816,0.143838772652,-0.00437883083565,0.187919463087,0.211409395973,-0.0234899328859
cluster11046,ENSCPOP00000018817,0.162850179136,0.172510289503,-0.00966011036705,0.162162162162,0.169533169533,-0.00737100737101
cluster11047,ENSCPOP00000006624,0.113680356759,0.145691894402,-0.0320115376424,0.107193229901,0.128349788434,-0.0211565585331
cluster11048,ENSCPOP00000018996,0.118617123682,0.118884135773,-0.000267012091109,0.122529644269,0.102766798419,0.0197628458498
cluster11049,ENSCPOP00000007214,0.175106526181,0.142680815991,0.0324257101907,0.192307692308,0.148171500631,0.0441361916772
cluster11050,ENSCPOP00000014398,0.0736050244285,0.0803029717033,-0.0066979472748,0.0232945091514,0.0349417637271,-0.0116472545757
cluster11051,ENSCPOP00000007286,0.0428344840285,0.0406065309579,0.00222795307055,0.0261437908497,0.0196078431373,0.00653594771242
cluster11052,ENSCPOP00000007406,0.106365879905,0.116985997821,-0.0106201179167,0.145454545455,0.163636363636,-0.0181818181818
cluster11053,ENSCPOP00000004317,0.228778014691,0.129742904961,0.0990351097296,0.247619047619,0.114285714286,0.133333333333
cluster11054,ENSCPOP00000001040,0.104672396936,0.062695799435,0.0419765975014,0.0403225806452,0,0.0403225806452
cluster11055,ENSCPOP00000020605,0.0863476293467,0.335977600844,-0.249629971497,0.0871710526316,0.330592105263,-0.243421052632
cluster11056,ENSCPOP00000014283,0.035998369871,0.0306954931951,0.00530287667591,0.00497512437811,0,0.00497512437811
cluster11057,ENSCPOP00000015241,0.0766873132914,0.0977195476633,-0.0210322343719,0.0368098159509,0.0490797546012,-0.0122699386503
cluster11058,ENSCPOP00000009072,0.144962017118,0.130358425193,0.0146035919253,0.129411764706,0.105882352941,0.0235294117647
cluster11059,ENSCPOP00000020384,0.0786591761311,0.0752949776118,0.00336419851935,0.0162601626016,0.0162601626016,0
cluster11060,ENSCPOP00000019822,0.0325468160146,0.059241831684,-0.0266950156694,0,0,0
cluster11061,ENSCPOP00000002237,0.0579768948609,0.0554052543702,0.00257164049076,0.0379310344828,0.0206896551724,0.0172413793103
cluster11062,ENSCPOP00000016616,0.0827579188826,0.119898598303,-0.0371406794203,0.129310344828,0.172413793103,-0.0431034482759
cluster11064,ENSCPOP00000001245,0.0784168116391,0.0912487329825,-0.0128319213434,0.111111111111,0.102564102564,0.00854700854701
cluster11065,ENSCPOP00000005849,0.0489299481067,0.0419982414791,0.00693170662762,0.0512820512821,0.0448717948718,0.00641025641026
cluster11066,ENSCPOP00000011546,0.0636709911676,0.064662668859,-0.000991677691375,0.0581717451524,0.0526315789474,0.00554016620499
cluster11067,ENSCPOP00000010746,0.322589867124,0.159956635899,0.162633231225,0.34328358209,0.194029850746,0.149253731343
cluster11068,ENSCPOP00000013488,0.0669067331625,0.0267433696225,0.0401633635401,0.0695652173913,0.00869565217391,0.0608695652174
cluster11069,ENSCPOP00000000204,0.364190391075,0.144879546205,0.21931084487,0.38961038961,0.168831168831,0.220779220779
cluster11070,ENSCPOP00000008673,0.0944076180857,0.0876523462664,0.00675527181939,0.0260869565217,0.0260869565217,0
cluster11071,ENSCPOP00000010237,0.0442468196716,0.0376017196083,0.0066451000633,0.0173010380623,0.00519031141869,0.0121107266436
cluster11072,ENSCPOP00000003127,0.135638948995,0.165708347477,-0.0300693984813,0.0379746835443,0.0759493670886,-0.0379746835443
cluster11073,ENSCPOP00000010124,0.0879790944912,0.0893405234793,-0.0013614289881,0.0740740740741,0.0740740740741,0
cluster11075,ENSCPOP00000019356,0.0879328498895,0.149866195321,-0.0619333454318,0.0507614213198,0.124365482234,-0.0736040609137
cluster11076,ENSCPOP00000019218,0.107338154397,0.0898254239161,0.0175127304814,0.0743494423792,0.0706319702602,0.00371747211896
cluster11078,ENSCPOP00000016247,0.0604656873038,0.06206893362,-0.00160324631614,0.032,0.016,0.016
cluster11079,ENSCPOP00000007528,0.170921440509,0.108570526229,0.0623509142806,0.12389380531,0.070796460177,0.0530973451327
cluster11080,ENSCPOP00000006511,0.243063269697,0.213945912074,0.029117357623,0.291208791209,0.263736263736,0.0274725274725
cluster11081,ENSCPOP00000016551,0.0779837818618,0.10519659745,-0.0272128155885,0.0243902439024,0.0487804878049,-0.0243902439024
cluster11082,ENSCPOP00000006137,0.22975552222,0.049332825725,0.180422696495,0.193277310924,0.0504201680672,0.142857142857
cluster11083,ENSCPOP00000020907,0.0931768214476,0.107615835984,-0.0144390145362,0.0473684210526,0.0473684210526,0
cluster11084,ENSCPOP00000005009,0.0988571323046,0.129696025946,-0.0308388936418,0.0940170940171,0.102564102564,-0.00854700854701
cluster11085,ENSCPOP00000003166,0.106367708599,0.106287692368,8.00162307327e-05,0.0840336134454,0.0840336134454,0
cluster11086,ENSCPOP00000007427,0.154593930965,0.266750333534,-0.112156402569,0.157657657658,0.238738738739,-0.0810810810811
cluster11087,ENSCPOP00000005231,0.109528509581,0.115213109735,-0.00568460015306,0.0611510791367,0.0575539568345,0.00359712230216
cluster11088,ENSCPOP00000009218,0.214465670009,0.302162612246,-0.0876969422372,0.247443762781,0.306748466258,-0.0593047034765
cluster11089,ENSCPOP00000002158,0.0420423607098,0.0419154529171,0.000126907792646,0.0193370165746,0.024861878453,-0.00552486187845
cluster11090,ENSCPOP00000012084,0.147590243204,0.0478959325052,0.0996943106989,0.125786163522,0.0220125786164,0.103773584906
cluster11091,ENSCPOP00000010079,0.131702486876,0.14118500824,-0.00948252136447,0.148076923077,0.159615384615,-0.0115384615385
cluster11092,ENSCPOP00000008476,0.0197859621968,0.0177740059619,0.00201195623496,0.00584795321637,0.00584795321637,0
cluster11093,ENSCPOP00000009864,0.119662402629,0.0877287313136,0.0319336713155,0.0878552971576,0.031007751938,0.0568475452196
cluster11094,ENSCPOP00000008105,0.173770781542,0.195502303775,-0.0217315222327,0.2,0.212903225806,-0.0129032258065
cluster11095,ENSCPOP00000014428,0.37123004118,0.0285823027424,0.342647738438,0.336134453782,0,0.336134453782
cluster11096,ENSCPOP00000016808,0.135898915709,0.0925343165198,0.0433645991893,0.171014492754,0.0753623188406,0.095652173913
cluster11097,ENSCPOP00000015253,0.105170282837,0.117636619671,-0.0124663368333,0.0675675675676,0.0765765765766,-0.00900900900901
cluster11099,ENSCPOP00000013257,0.065347245602,0.0652900042658,5.72413362037e-05,0.0178173719376,0.0289532293987,-0.011135857461
cluster11100,ENSCPOP00000008568,0.0879335186477,0.100577330798,-0.0126438121501,0.038062283737,0.0311418685121,0.00692041522491
cluster11101,ENSCPOP00000005687,0.105985919571,0.122166625676,-0.0161807061043,0.0958904109589,0.0958904109589,0
cluster11102,ENSCPOP00000009230,0.077888660563,0.077832835584,5.58249789606e-05,0.0530303030303,0.0530303030303,0
cluster11103,ENSCPOP00000013837,0.0420998080161,0.0447697630035,-0.00266995498738,0.0180412371134,0.0180412371134,0
cluster11104,ENSCPOP00000001078,0.0683067935448,0.0562997188335,0.0120070747114,0.0502354788069,0.0376766091052,0.0125588697017
cluster11105,ENSCPOP00000012285,0.0653109599861,0.063566842688,0.00174411729808,0.0401785714286,0.0245535714286,0.015625
cluster11106,ENSCPOP00000020607,0.0667040980508,0.0719279805049,-0.00522388245406,0.0451237263464,0.0494905385735,-0.00436681222707
cluster11107,ENSCPOP00000004046,0.157161505234,0.0584955144749,0.0986659907593,0.1261829653,0.01261829653,0.11356466877
cluster11108,ENSCPOP00000017086,0.108262218572,0.117015135374,-0.00875291680238,0.0798668885191,0.08153078203,-0.00166389351082
cluster11109,ENSCPOP00000008356,0.0933323009508,0.0304698054257,0.0628624955251,0.0837696335079,0.00523560209424,0.0785340314136
cluster11110,ENSCPOP00000013814,0.173678632076,0.169273858152,0.00440477392429,0.211764705882,0.223529411765,-0.0117647058824
cluster11111,ENSCPOP00000012322,0.128889778685,0.133816164892,-0.00492638620718,0.164034021871,0.164034021871,0
cluster11112,ENSCPOP00000018096,0.192142157838,0.20102955446,-0.0088873966224,0.315789473684,0.336842105263,-0.0210526315789
cluster11113,ENSCPOP00000013148,0.0965287476351,0.0561979055713,0.0403308420638,0.0777202072539,0.0233160621762,0.0544041450777
cluster11114,ENSCPOP00000012731,0.0446211171857,0.0409872545282,0.00363386265748,0.0169491525424,0.0101694915254,0.00677966101695
