Cluster,Capybara_ID,ensmbl_CporID,gene_name,LR_codeml,Pval_codeml,LR_aBSREL,Pval_aBSREL
cluster11338,s3_000473-RA,ENSCPOP00000002893,TLX1,0,1,0,1
cluster11340,s1_001601-RA,ENSCPOP00000011493,CD9,30.712942,2.99163012979e-08,23.166395645962,3.09356177630171e-06
cluster11341,s6_000495-RA,ENSCPOP00000004092,MAB21L1,0,1,0,1
cluster11342,s4_001390-RA,ENSCPOP00000010226,PSMC5,59.103244,1.49612392762e-14,59.2035896862962,4.46309655899313e-14
cluster11343,s8_001961-RA,ENSCPOP00000012086,HSCB,43.703484,3.82090968669e-11,49.7010778131748,5.19612131100189e-12
cluster11345,s1_001864-RA,ENSCPOP00000003960,ATG9B,212.36226,4.19276981997e-48,167.100747981587,0
cluster11346,s10_000408-RA,ENSCPOP00000007704,FAM105A,0,1,0,1
cluster11347,s7_001415-RA,ENSCPOP00000007516,EDEM1,0,1,0,1
cluster11349,s1_000679-RA,ENSCPOP00000010191,0,17.172288,3.41380244469e-05,21.3661407433537,7.63778524354164e-06
cluster11350,s1_000669-RA,ENSCPOP00000001081,LXN,0,1,0,1
cluster11353,s3_002655-RA,ENSCPOP00000013117,GCSAML,-0.00304000000006,1,0.150552838680596,0.417847643612634
cluster11354,s7_002497-RA,ENSCPOP00000009212,TAF15,111.581274,4.41336666136e-26,83.749275556851,0
cluster11355,s2_000956-RA,ENSCPOP00000018791,COX4I1,23.75495,1.09413617312e-06,14.5306716209252,0.000237389129019216
cluster11356,s6_001749-RA,ENSCPOP00000012298,LMTK3,2.886004,0.089352293742,0,1
cluster11357,s4_001682-RA,ENSCPOP00000017265,MAFB,0.176226,0.674636820723,0,1
cluster11358,s2_001817-RA,ENSCPOP00000020864,FEV,0,1,0,1
cluster11359,s2_000700-RA,ENSCPOP00000004096,CCL22,0,1,0,1
cluster11360,s1_000737-RA,ENSCPOP00000007841,CSTL1,0,1,0.184723848705289,0.407001464877617
cluster11361,s5_000350-RA,ENSCPOP00000003991,TMEM88,0,1,0,1
cluster11362,s6_001856-RA,ENSCPOP00000005640,ARFIP2,0,1,0,1
cluster11363,s9_000149-RA,ENSCPOP00000005045,TMEM106B,0,1,0,1
cluster11364,s1_001166-RA,ENSCPOP00000009499,SLC24A5,29.882948,4.58931314118e-08,19.9390077636626,1.56407796433888e-05
cluster11366,s5_000347-RA,ENSCPOP00000019535,0,2.485856,0.114873834078,2.62445056931097,0.101811874102479
cluster11367,s3_001451-RA,ENSCPOP00000013206,RGS1,44.901776,2.07169893692e-11,42.9902454166713,1.49648904379518e-10
cluster11369,s7_002287-RA,ENSCPOP00000018060,0,5.474504,0.019295835676,5.39789806757153,0.0242150577904548
cluster11370,s3_000333-RA,ENSCPOP00000006113,POPDC2,0,1,0,1
cluster11371,s1_000707-RA,ENSCPOP00000015313,GPR171,0,1,0,1
cluster11372,s10_001272-RA,ENSCPOP00000016638,SCRT2,0,1,0,1
cluster11373,s6_000749-RA,ENSCPOP00000018077,TRIM63,0,1,0,1
cluster11374,s2_001450-RA,ENSCPOP00000015140,0,0,1,0,1
cluster11376,s6_001001-RA,ENSCPOP00000019310,0,2.012546,0.156003324503,2.9308311276618,0.0866751438757705
cluster11377,s6_000570-RA,ENSCPOP00000015116,0,3.24951,0.0714448130214,0.377539058704315,0.356177841156223
cluster11378,s2_000331-RA,ENSCPOP00000005239,GADD45A,0,1,0.0402139855377754,0.46224069625057
cluster11380,s6_001928-RA,ENSCPOP00000015946,ZNF428,0.0844599999996,0.771341941675,0,1
cluster11381,s4_000679-RA,ENSCPOP00000007524,CCDC184,3.26286,0.0708654287027,0,1
cluster11382,s7_002105-RA,ENSCPOP00000020077,C1GALT1C1,0,1,0,1
cluster11383,s7_001072-RA,ENSCPOP00000020140,DCTD,0,1,0,1
cluster11384,s3_002183-RA,ENSCPOP00000016262,ARRDC1,21.998364,2.72882968549e-06,21.8751458345368,5.91522821863366e-06
cluster11385,s4_000448-RA,ENSCPOP00000009180,SWAP70,0,1,0,1
cluster11386,s10_001206-RA,ENSCPOP00000000960,CBL,0,1,0,1
cluster11387,s2_000286-RA,ENSCPOP00000017287,HRG,0,1,0,1
cluster11389,s6_001019-RA,ENSCPOP00000019433,SLC35F6,0,1,0,1
cluster11390,s7_002227-RA,ENSCPOP00000020221,0,0,1,0,1
cluster11391,s9_000493-RA,ENSCPOP00000015711,ATP6V1F,0,1,0,1
cluster11392,s7_000157-RA,ENSCPOP00000005492,FGF18,0,1,0,1
cluster11393,s4_000794-RA,ENSCPOP00000009075,HOXB4,0,1,0,1
cluster11394,s6_000126-RA,ENSCPOP00000003714,TREM2,48.697128,2.98703521098e-12,34.9220156354072,8.51888409814094e-09
cluster11395,s3_001527-RA,ENSCPOP00000004783,0,0.000908000000209,0.975960951895,0,1
cluster11396,s6_000630-RA,ENSCPOP00000017469,MAZ,16.914414,3.91035208994e-05,14.0955210126763,0.0002955575160703
cluster11398,s9_000121-RA,ENSCPOP00000012835,PDK4,0,1,0,1
cluster11399,s10_001403-RA,ENSCPOP00000014639,GHRH,0,1,0,1
cluster11400,s9_000211-RA,ENSCPOP00000004444,KLKB1,105.447972,9.74225643978e-25,93.8272404116096,0
cluster11401,s6_001803-RA,ENSCPOP00000010628,RRAS,0,1,0,1
cluster11402,s2_000373-RA,ENSCPOP00000002497,NEXN,153.393494,3.14250566897e-35,97.8013290199669,0
cluster11403,s10_001838-RA,ENSCPOP00000007890,GRN,42.635686,6.59452384484e-11,27.9845629084584,2.7584894407573e-07
cluster11404,s5_001060-RA,ENSCPOP00000016471,CKM,0,1,0,1
cluster11405,s2_002400-RA,ENSCPOP00000001154,ITPA,18.612684,1.60151443696e-05,22.8341169655091,3.65504343069478e-06
cluster11407,s9_001347-RA,ENSCPOP00000008055,0,0,1,0,1
cluster11408,s6_000777-RA,ENSCPOP00000016604,FAM46B,0,1,0,1
cluster11409,s4_000040-RA,ENSCPOP00000016263,HGH1,0.291716,0.589122969929,0,1
cluster11411,s5_000368-RA,ENSCPOP00000013347,POLR2A,0,1,0,1
cluster11412,s8_000522-RA,ENSCPOP00000014756,ACTR2,0,1,0,1
cluster11413,s8_001507-RA,ENSCPOP00000016939,KCNE2,54.340834,1.68562422892e-13,42.4124129830382,1.99873839701326e-10
cluster11414,s4_000030-RA,ENSCPOP00000008863,GRINA,0,1,0,1
cluster11415,s2_002249-RA,ENSCPOP00000007504,P4HTM,0,1,0,1
cluster11416,s10_001757-RA,ENSCPOP00000012118,FAM124B,36.750292,1.34270505205e-09,28.6889531107572,1.93761601596787e-07
cluster11417,s10_000645-RA,ENSCPOP00000006594,FBP2,0,1,0,1
cluster11418,s10_000806-RA,ENSCPOP00000010040,PPP1CA,0,1,0,1
cluster11419,s8_002712-RA,ENSCPOP00000007883,AMD1,93.292094,4.51190790854e-22,88.7137547677021,0
cluster11420,s8_002395-RA,ENSCPOP00000015804,ST6GALNAC4,0,1,0,1
cluster11421,s3_000013-RA,ENSCPOP00000011049,SLC25A32,73.79005,8.6883452763e-18,60.7978414300041,2.01505478969466e-14
cluster11422,s3_001968-RA,ENSCPOP00000000643,RPS8,0,1,0,1
cluster11423,s3_002148-RA,ENSCPOP00000012893,NATD1,0,1,0,1
cluster11424,s10_000298-RA,ENSCPOP00000004145,LCT,4.81762,0.0281702162911,4.37015314688506,0.0410554773014253
cluster11425,s2_002088-RA,ENSCPOP00000011372,PHF5A,0.0240959999999,0.876640894456,0,1
cluster11426,s7_000426-RA,ENSCPOP00000012407,TMEM252,41.0789,1.4620622397e-10,35.0680195697196,7.91788345999578e-09
cluster11427,s2_001183-RA,ENSCPOP00000006799,DNAJC11,49.30127,2.1952032909e-12,30.8952242253636,6.4102297692159e-08
cluster11428,s9_000162-RA,ENSCPOP00000002929,0,0.358066,0.549582296351,0,1
cluster11429,s6_001616-RA,ENSCPOP00000006336,IL25,41.21272,1.36531150845e-10,43.9222889043244,9.3833107950303e-11
cluster11430,s10_000564-RA,ENSCPOP00000012149,GRK1,71.663252,2.55242091066e-17,50.2014605499835,4.04465350101191e-12
cluster11432,s2_002182-RA,ENSCPOP00000002300,FOXRED2,0,1,0,1
cluster11433,s10_000925-RA,ENSCPOP00000019127,PIGM,95.763436,1.29464865229e-22,55.9230402657076,2.30593322214645e-13
cluster11434,s6_001549-RA,ENSCPOP00000003028,FKBP6,0,1,0,1
cluster11435,s4_000134-RA,ENSCPOP00000013361,SNAI2,60.741268,6.50912028649e-15,66.8649804458846,9.43689570931383e-16
cluster11436,s8_001062-RA,ENSCPOP00000020364,SOX7,0,1,0,1
cluster11437,s2_001040-RA,ENSCPOP00000009343,0,0.000242000000014,0.987588329768,0,1
cluster11438,s3_000015-RA,ENSCPOP00000011044,FZD6,0,1,5.84620722292311,0.0192520993906727
cluster11439,s3_002269-RA,ENSCPOP00000001288,PODXL2,0.00400600000012,0.949533213991,0,1
cluster11440,s6_001535-RA,ENSCPOP00000019052,HSPB1,0,1,0,1
cluster11441,s10_000797-RA,ENSCPOP00000015051,RHOD,0,1,0,1
cluster11442,s8_000351-RA,ENSCPOP00000009969,SMYD1,0,1,0,1
cluster11443,s7_002355-RA,ENSCPOP00000014516,UNCX,0.0224160000002,0.880985734896,0,1
cluster11445,s2_001820-RA,ENSCPOP00000004702,WNT10A,1.445094,0.229316796008,0,1
cluster11447,s8_000999-RA,ENSCPOP00000013464,0,0.00182799999857,0.965896742983,0,1
cluster11448,s3_001841-RA,ENSCPOP00000002862,SLC46A1,134.479472,4.29135309182e-31,101.843400787321,0
cluster11449,s2_002475-RA,ENSCPOP00000013385,AIMP2,0,1,0,1
cluster11450,s3_000687-RA,ENSCPOP00000011538,NEURL2,0.938588,0.332641236656,0,1
cluster11451,s1_000735-RA,ENSCPOP00000019390,0,0,1,0,1
cluster11452,s2_000604-RA,ENSCPOP00000005499,0,0.0868379999999,0.76823614222,0.0275779027060707,0.469512712834823
cluster11453,s10_002114-RA,ENSCPOP00000010388,EVPL,0,1,0,1
cluster11454,s3_000660-RA,ENSCPOP00000007074,SYS1,0,1,0,1
cluster11456,s10_001309-RA,ENSCPOP00000007072,XKR7,0,1,0,1
cluster11458,s9_001787-RA,ENSCPOP00000005643,0,0.733866,0.391632930466,3.05513036608954,0.0812155675179751
cluster11459,s6_002340-RA,ENSCPOP00000021235,0,0,1,0,1
cluster11460,s6_001550-RA,ENSCPOP00000018492,FZD9,0,1,0,1
cluster11461,s8_000928-RA,ENSCPOP00000011856,PSCA,0,1,0,1
cluster11462,s6_001159-RA,ENSCPOP00000017318,0,5.09392,0.0240098605412,6.98777601873462,0.010756119706821
cluster11463,s7_001089-RA,ENSCPOP00000015513,ZFP36L1,0,1,0,1
cluster11464,s6_000800-RA,ENSCPOP00000000208,SESN2,0,1,0,1
cluster11465,s6_000334-RA,ENSCPOP00000000126,THEM4,0.74161,0.389145625345,0.980277387280694,0.248188496474168
cluster11466,s7_000567-RA,ENSCPOP00000008550,EFNA5,81.42889,1.81682541131e-19,76.9548629361839,0
cluster11468,s5_000620-RA,ENSCPOP00000010977,SULT6B1,4.249794,0.0392550918678,12.6935383728574,0.000599104161949804
cluster11469,s4_000496-RA,ENSCPOP00000013613,PDE1B,0,1,0,1
cluster11470,s2_001330-RA,ENSCPOP00000013411,C15orf39,0,1,0,1
cluster11471,s7_001807-RA,ENSCPOP00000019490,BARHL1,0,1,0,1
cluster11472,s8_001836-RA,ENSCPOP00000008107,C19orf25,0,1,0,1
cluster11473,s5_000694-RA,ENSCPOP00000001060,STRAP,31.109954,2.43817866773e-08,38.1881321684014,1.65842156674145e-09
cluster11474,s6_001952-RA,ENSCPOP00000015401,TOMM40,0,1,0,1
cluster11475,s1_000916-RA,ENSCPOP00000009525,TYR,18.67041,1.55375085595e-05,29.2048087633439,1.4960049121715e-07
cluster11476,s8_002493-RA,ENSCPOP00000007432,SF3B4,0,1,0,1
cluster11477,s10_000403-RA,ENSCPOP00000015347,0,0,1,0,1
cluster11478,s6_000858-RA,ENSCPOP00000006418,TSSK3,0,1,0,1
cluster11479,s1_001205-RA,ENSCPOP00000001198,NID2,27.421474,1.63604404025e-07,26.7008641050161,5.25144807916877e-07
cluster11481,s1_000025-RA,ENSCPOP00000002854,Chrm5,0.00538200000028,0.941517963728,0,1
cluster11482,s10_001517-RA,ENSCPOP00000009129,PWP1,0,1,0,1
cluster11483,s6_001077-RA,ENSCPOP00000020623,LBH,0,1,0,1
cluster11484,s9_000048-RA,ENSCPOP00000010062,KLHL1,81.058388,2.19146207064e-19,83.2278179473178,0
cluster11485,s1_000441-RA,ENSCPOP00000012774,ADGRA3,18.34845,1.83968591011e-05,13.3617424676067,0.000427767230036569
cluster11486,s8_000286-RA,ENSCPOP00000007985,LIPG,0,1,0,1
cluster11487,s2_002502-RA,ENSCPOP00000006545,APEX2,0,1,0,1
cluster11488,s8_002187-RA,ENSCPOP00000015210,GSTA4,0,1,0,1
cluster11489,s8_002710-RA,ENSCPOP00000005617,GTF3C6,7.789542,0.0052549515016,9.22782788148038,0.00345061159380344
cluster11491,s9_001261-RA,ENSCPOP00000010013,RHBG,16.716708,4.33971178869e-05,20.8464600246198,9.91532740673984e-06
cluster11492,s4_001021-RA,ENSCPOP00000002319,SNRNP35,0,1,0,1
cluster11494,s6_000730-RA,ENSCPOP00000003040,RCAN3,0,1,0,1
cluster11495,s2_001196-RA,ENSCPOP00000016668,GPR153,1.708738,0.191149190443,0,1
cluster11496,s5_000811-RA,ENSCPOP00000002036,PHF19,93.165168,4.8107353482e-22,80.851126048271,0
cluster11497,s6_002044-RA,ENSCPOP00000021210,CLEC11A,0,1,0,1
cluster11498,s3_000892-RA,ENSCPOP00000014663,0,147.678628,5.57676068548e-34,140.081158741738,0
cluster11499,s6_001747-RA,ENSCPOP00000014409,Kcnj14,0,1,0,1
cluster11500,s9_000672-RA,ENSCPOP00000010789,VCP,-2.00000067707e-06,1,0,1
cluster11501,s1_000026-RA,ENSCPOP00000002851,AVEN,0,1,0,1
cluster11502,s10_001225-RA,ENSCPOP00000013835,SORL1,44.17044,3.00992376737e-11,36.9689371271706,3.05466468786264e-09
cluster11503,s2_001120-RA,ENSCPOP00000018355,TNFRSF1B,35.438798,2.63191697586e-09,24.6007646792823,1.50604883181193e-06
cluster11506,s10_001065-RA,ENSCPOP00000016543,0,3.539712,0.0599158637335,5.72925794039156,0.0204381895252683
cluster11507,s4_001462-RA,ENSCPOP00000007917,0,0,1,0,1
cluster11508,s8_001408-RA,ENSCPOP00000018201,Gja1,0,1,0,1
cluster11509,s8_000839-RA,ENSCPOP00000014452,IL22RA2,0,1,0,1
cluster11510,s3_000014-RA,ENSCPOP00000011047,CTHRC1,0,1,0,1
cluster11513,s8_002633-RA,ENSCPOP00000017508,VAMP7,0,1,0,1
cluster11514,s2_002642-RA,ENSCPOP00000017895,MORF4L2,0.0687600000001,0.793150847716,0,1
cluster11515,s10_000702-RA,ENSCPOP00000006249,NAALADL1,83.60114,6.05381462069e-20,71.4438037810123,1.11022302462516e-16
cluster11516,s3_001849-RA,ENSCPOP00000002856,TMEM97,0.113352,0.736359734315,0,1
cluster11517,s10_000445-RA,ENSCPOP00000003406,NDUFS6,41.988814,9.17970427029e-11,29.7208867089908,1.15493502872432e-07
cluster11518,s1_000671-RA,ENSCPOP00000000162,PTX3,4.768644,0.0289826446789,3.19471193356822,0.0755046705309552
cluster11520,s7_001772-RA,ENSCPOP00000018611,TMEM8C,0,1,0,1
cluster11522,s4_001574-RA,ENSCPOP00000015580,0,0.0117659999996,0.913621929263,0,1
cluster11523,s1_000774-RA,ENSCPOP00000005503,PCSK2,0,1,0,1
cluster11525,s10_000765-RA,ENSCPOP00000014275,B4GAT1,0,1,0,1
cluster11526,s5_001379-RA,ENSCPOP00000003857,HMGCR,95.451702,1.51543750861e-22,86.0222866590293,0
cluster11527,s7_001585-RA,ENSCPOP00000015438,ZFP36,0,1,0,1
cluster11528,s10_000199-RA,ENSCPOP00000010623,COBLL1,61.950386,3.52220754873e-15,42.9019122298705,1.56417878649506e-10
cluster11529,s1_000351-RA,ENSCPOP00000010614,SRD5A3,26.311742,2.90517020772e-07,19.9285938458318,1.57228185878044e-05
cluster11530,s2_001137-RA,ENSCPOP00000010504,UBIAD1,0,1,0,1
cluster11531,s2_000516-RA,ENSCPOP00000018952,0,0.50222,0.47852629425,0,1
cluster11533,s10_001908-RA,ENSCPOP00000015011,HCRT,0,1,0,1
cluster11534,s6_001636-RA,ENSCPOP00000000704,PSME1,0,1,0,1
cluster11535,s6_001637-RA,ENSCPOP00000015343,EMC9,0,1,0,1
cluster11536,s7_001591-RA,ENSCPOP00000012014,DLL3,11.316528,0.000768202193303,13.3831721175252,0.000423172117738568
cluster11537,s5_000939-RA,ENSCPOP00000007452,ODAM,0,1,0,1
cluster11538,s1_000576-RA,ENSCPOP00000018123,ILDR2,110.217034,8.7828632755e-26,82.8442628531757,0
cluster11540,s4_001448-RA,ENSCPOP00000001883,OR51E2,0,1,0,1
cluster11541,s7_000309-RA,ENSCPOP00000015926,PROP1,0,1,0,1
cluster11542,s7_000983-RA,ENSCPOP00000016379,MEOX2,104.650168,1.45720161937e-24,91.1042276477374,0
cluster11543,s3_001211-RA,ENSCPOP00000007726,LANCL2,94.87504,2.02790750405e-22,92.9682642364442,0
cluster11544,s3_001309-RA,ENSCPOP00000019710,ALOX5AP,0,1,0,1
cluster11545,s8_000427-RA,ENSCPOP00000011451,LBX2,0,1,0,1
cluster11546,s2_001351-RA,ENSCPOP00000009030,ISL2,0,1,0,1
cluster11548,s7_002263-RA,ENSCPOP00000008627,C21orf2,0,1,0,1
cluster11549,s3_000574-RA,ENSCPOP00000005063,TRUB1,0.00364399999944,0.95186449326,0,1
cluster11550,s8_000269-RA,ENSCPOP00000006158,MBD2,0,1,0,1
cluster11551,s9_000475-RA,ENSCPOP00000005632,PAX4,7.127448,0.00759126972854,5.88882769663087,0.0188373185965948
cluster11552,s3_002512-RA,ENSCPOP00000005494,CDC20,56.27578,6.29865411817e-14,59.8243440400302,3.26960680752109e-14
cluster11553,s1_000964-RA,ENSCPOP00000002000,ENDOD1,0,1,0,1
cluster11554,s4_000086-RA,ENSCPOP00000017362,FBXL14,0,1,0,1
cluster11555,s6_001553-RA,ENSCPOP00000007984,TBL2,0,1,0,1
cluster11556,s2_000936-RA,ENSCPOP00000006385,SLC38A8,0,1,0,1
cluster11557,s7_001106-RA,ENSCPOP00000002997,PLEK2,0,1,0,1
cluster11558,s7_001366-RA,ENSCPOP00000013718,ACTR1B,0,1,0,1
cluster11559,s4_001964-RA,ENSCPOP00000013706,0,0.0772900000002,0.781004075032,0,1
cluster11560,s9_000369-RA,ENSCPOP00000000618,LRRC39,16.790372,4.17445670676e-05,18.169949857554,3.80477139230728e-05
cluster11561,s7_001858-RA,ENSCPOP00000016707,RPS9,0,1,0,1
cluster11562,s4_001322-RA,ENSCPOP00000013400,ESYT1,0,1,0,1
cluster11563,s8_001688-RA,ENSCPOP00000009051,0,0,1,4.04279666385628,0.0486130796710796
cluster11564,s3_001602-RA,ENSCPOP00000010972,SULT4A1,0,1,0,1
cluster11565,s7_001776-RA,ENSCPOP00000017828,DBH,0,1,5.64093529485763,0.0213825913316198
cluster11566,s2_001873-RA,ENSCPOP00000000774,GXYLT1,64.743566,8.53077144902e-16,58.718656851051,5.68989300120393e-14
cluster11567,s5_001044-RA,ENSCPOP00000009811,CSNK1D,0,1,0,1
cluster11568,s2_002222-RA,ENSCPOP00000015752,AMIGO3,0,1,0,1
cluster11569,s10_000134-RA,ENSCPOP00000000031,CHRNA1,0,1,0,1
cluster11570,s1_001501-RA,ENSCPOP00000016251,GPR101,0,1,0,1
cluster11571,s2_000841-RA,ENSCPOP00000005996,DHODH,123.558512,1.05236717223e-28,102.171800726288,0
cluster11573,s6_000788-RA,ENSCPOP00000005578,FAM76A,56.689278,5.1041094371e-14,61.8413602334758,1.19348975147204e-14
cluster11574,s3_000209-RA,ENSCPOP00000010608,COPS5,0,1,0,1
cluster11575,s8_002230-RA,ENSCPOP00000004902,PRKAA1,22.021268,2.6964595155e-06,23.1652013783528,3.09541671050795e-06
cluster11576,s6_001934-RA,ENSCPOP00000000934,Kcnn4,0,1,0,1
cluster11577,s7_002141-RA,ENSCPOP00000021245,CXCL17,2.09011,0.148255395117,2.17737483409599,0.129008063329267
cluster11578,s3_000044-RA,ENSCPOP00000011923,RAD21,0,1,0,1
cluster11581,s10_000449-RA,ENSCPOP00000020845,SLC6A3,0,1,0,1
cluster11582,s4_001010-RA,ENSCPOP00000013528,VPS37B,0,1,0,1
cluster11584,s5_000234-RA,ENSCPOP00000010119,SYCP2L,193.317108,6.00219476581e-44,149.655719633043,0
cluster11585,s10_001076-RA,ENSCPOP00000006256,WIPF3,5.472968,0.0193128006306,6.81339431144022,0.0117546856294369
cluster11586,s9_000221-RA,ENSCPOP00000007092,0,0,1,0,1
cluster11587,s9_001006-RA,ENSCPOP00000020610,SFRP5,-0.197982,1,0,1
cluster11588,s2_001594-RA,ENSCPOP00000020202,TWIST2,0,1,0,1
cluster11589,s4_001808-RA,ENSCPOP00000016938,SS18L2,0,1,0,1
cluster11590,s6_000308-RA,ENSCPOP00000004198,NEUROG3,0,1,0,1
cluster11591,s7_001362-RA,ENSCPOP00000004327,TMEM131,1.328678,0.249040539163,0,1
cluster11592,s10_001234-RA,ENSCPOP00000003762,CLMP,0,1,0,1
cluster11593,s4_000878-RA,ENSCPOP00000009010,MREG,0,1,0,1
cluster11594,s2_002611-RA,ENSCPOP00000003637,VEGFD,13.696508,0.000214853615785,18.4095731901034,3.37302898233416e-05
cluster11595,s2_002770-RA,ENSCPOP00000018865,IMP4,0,1,0,1
cluster11596,s6_000075-RA,ENSCPOP00000018523,TULP1,8.869032,0.00290048901784,4.50390867788701,0.0383215258283777
cluster11598,s7_001261-RA,ENSCPOP00000007839,LRRC42,0,1,0,1
cluster11599,s8_001994-RA,ENSCPOP00000013144,SF3A1,0,1,0,1
cluster11600,s3_001646-RA,ENSCPOP00000013380,0,0,1,0,1
cluster11601,s5_000378-RA,ENSCPOP00000004289,0,23.773778,1.08348526032e-06,25.2575657721287,1.08322754066581e-06
cluster11602,s2_000533-RA,ENSCPOP00000004938,0,0,1,0,1
cluster11603,s3_000290-RA,ENSCPOP00000010395,CCDC80,-4.19999996666e-05,1,0,1
cluster11604,s1_000723-RA,ENSCPOP00000003680,ABHD12,72.93347,1.34094722214e-17,70.4267645616396,1.66533453693774e-16
cluster11605,s1_000204-RA,ENSCPOP00000020467,NGRN,0,1,0,1
cluster11606,s2_001768-RA,ENSCPOP00000008243,UGCG,0,1,0,1
cluster11607,s8_001489-RA,ENSCPOP00000018391,OLIG1,-6.60000000607e-05,1,0,1
cluster11608,s6_001997-RA,ENSCPOP00000001429,U2AF2,0,1,0,1
cluster11609,s10_001095-RA,ENSCPOP00000012154,HOXA2,0,1,0,1
cluster11610,s3_001083-RA,ENSCPOP00000010024,RABIF,0,1,0,1
cluster11611,s8_001428-RA,ENSCPOP00000011244,CENPW,0.011058,0.916251210323,0,1
cluster11612,s7_000914-RA,ENSCPOP00000006227,FAM185A,29.655126,5.16159559057e-08,21.4686909754328,7.25443645499535e-06
cluster11613,s6_001957-RA,ENSCPOP00000009217,CLPTM1,0.121056,0.727891982678,0,1
cluster11614,s1_000315-RA,ENSCPOP00000009020,TMPRSS11D,7.807658,0.00520252854385,5.84313526323967,0.0192823490663151
cluster11615,s1_001587-RA,ENSCPOP00000007564,C12orf4,0,1,0,1
cluster11616,s7_002372-RA,ENSCPOP00000011115,PGRMC1,0,1,0,1
cluster11617,s4_000511-RA,ENSCPOP00000017497,HOXC8,0,1,0,1
cluster11618,s3_000683-RA,ENSCPOP00000011527,ACOT8,65.820698,4.93868503718e-16,52.2817919301233,1.42752476506303e-12
cluster11619,s2_002633-RA,ENSCPOP00000018757,NDUFA8,0,1,0,1
cluster11620,s2_001247-RA,ENSCPOP00000002031,SSU72,0,1,0,1
cluster11621,s6_001777-RA,ENSCPOP00000015098,NTF4,0,1,3.21879712390137,0.0745617822925346
cluster11622,s9_000419-RA,ENSCPOP00000012699,AMIGO1,0,1,0,1
cluster11623,s2_001823-RA,ENSCPOP00000001268,CYP27A1,0,1,0,1
cluster11624,s7_001054-RA,ENSCPOP00000001571,HAND2,0,1,0,1
cluster11626,s6_001562-RA,ENSCPOP00000017229,METTL27,34.040634,5.39730811874e-09,30.8052951682184,6.70582528949915e-08
cluster11627,s8_001400-RA,ENSCPOP00000003483,ASF1A,0,1,0,1
cluster11628,s9_000911-RA,ENSCPOP00000015678,PELO,0.189522,0.663314750816,0,1
cluster11629,s10_001886-RA,ENSCPOP00000011282,VPS25,29.90373,4.54038528388e-08,25.7619509020517,8.41054465072766e-07
cluster11631,s7_001775-RA,ENSCPOP00000015360,FAM163B,0,1,0,1
cluster11632,s3_000771-RA,ENSCPOP00000017557,0,33.390414,7.53946706009e-09,10.6773888606226,0.00165754692339937
cluster11633,s7_000769-RA,ENSCPOP00000013241,0,0.00390199999993,0.950191744481,0,1
cluster11634,s5_000423-RA,ENSCPOP00000001317,0,0,1,0,1
cluster11635,s2_000797-RA,ENSCPOP00000020806,0,0,1,0,1
cluster11636,s10_000320-RA,ENSCPOP00000006796,DDX18,50.32833,1.30058360933e-12,53.7286973498176,6.91779966643935e-13
cluster11637,s9_000547-RA,ENSCPOP00000012255,TIGD2,1.99999976758e-06,0.998871621275,0,1
cluster11638,s6_001823-RA,ENSCPOP00000017504,ATF5,57.774096,2.9401623023e-14,38.5224744251384,1.40266465109562e-09
cluster11640,s4_001753-RA,ENSCPOP00000014590,SDF2L1,0,1,0,1
cluster11641,s3_001261-RA,ENSCPOP00000006005,PGAM2,0,1,0,1
cluster11642,s7_001942-RA,ENSCPOP00000019393,SERPINA6,0.68801,0.406842079337,0,1
cluster11643,s6_001111-RA,ENSCPOP00000011669,FUNDC1,51.197196,8.35378692516e-13,46.2946830467611,2.86027312945691e-11
cluster11644,s9_000681-RA,ENSCPOP00000002387,CCL19,1.193,0.274725254951,2.5940755826482,0.103454887264583
cluster11645,s10_000400-RA,ENSCPOP00000004186,MYO10,6.62401,0.0100613051213,5.06149830928371,0.0287724256956923
cluster11647,s10_001917-RA,ENSCPOP00000017343,CNP,0,1,0,1
cluster11648,s7_001755-RA,ENSCPOP00000012059,C1orf27,41.144762,1.41361583959e-10,30.8646126249268,6.50935695345467e-08
cluster11649,s10_001102-RA,ENSCPOP00000001922,0,0,1,6.02667808954266,0.0175564554598377
cluster11650,s5_000372-RA,ENSCPOP00000013343,FGF11,0,1,0,1
cluster11651,s10_000978-RA,ENSCPOP00000009392,0,0.562728,0.453163173466,0,1
cluster11652,s4_001916-RA,ENSCPOP00000002832,0,0,1,5.40127628333903,0.0241731982919732
cluster11653,s2_001549-RA,ENSCPOP00000017807,C2orf82,0,1,0,1
cluster11654,s3_000647-RA,ENSCPOP00000012280,STK4,1.111212,0.291818638334,0,1
cluster11655,s6_000182-RA,ENSCPOP00000008895,POLR1C,53.65811,2.38596730843e-13,42.9493767930499,1.52743484527207e-10
cluster11656,s6_001869-RA,ENSCPOP00000018141,OR56B4,0.0199300000004,0.887732760301,0,1
cluster11657,s1_000116-RA,ENSCPOP00000003291,HAUS2,0,1,0,1
cluster11658,s7_001144-RA,ENSCPOP00000013744,GPHB5,0,1,0,1
cluster11659,s4_000755-RA,ENSCPOP00000015911,C17orf98,0.990248,0.319681768682,0,1
cluster11661,s8_001802-RA,ENSCPOP00000014750,LSM7,0,1,0,1
cluster11662,s8_001698-RA,ENSCPOP00000009977,SLC25A23,25.888094,3.61793765477e-07,25.3714146625452,1.02308894273095e-06
