ORTHOGROUP,CAPYBARA ID,GUINEA PIG ID,RAT ID
OG0006836,s10_001786-RA,ENSCPOP00000014544,ENSRNOP00000022549
OG0006837,s10_001784-RA,ENSCPOP00000006583,ENSRNOP00000022133
OG0006838,s1_001954-RA,ENSCPOP00000001930,ENSRNOP00000032715
OG0006839,s1_001953-RA,ENSCPOP00000001932,ENSRNOP00000021055
OG0006840,s1_001951-RA,ENSCPOP00000003871,ENSRNOP00000020620
OG0006841,s1_001950-RA,ENSCPOP00000007919,ENSRNOP00000020411
OG0006842,s1_001948-RA,ENSCPOP00000010940,ENSRNOP00000039567
OG0006843,s1_001945-RA,ENSCPOP00000008748,ENSRNOP00000019056
OG0006844,s3_001459-RA,ENSCPOP00000006937,ENSRNOP00000012041
OG0006845,s3_001460-RA,ENSCPOP00000013883,ENSRNOP00000011970
OG0006846,s3_001466-RA,ENSCPOP00000013564,ENSRNOP00000010573
OG0006847,s3_001469-RA,ENSCPOP00000005362,ENSRNOP00000009497
OG0006848,s3_001472-RA,ENSCPOP00000019527,ENSRNOP00000062036
OG0006849,s10_001805-RA,ENSCPOP00000006461,ENSRNOP00000025413
OG0006850,s10_001804-RA,ENSCPOP00000002332,ENSRNOP00000025258
OG0006851,s10_001800-RA,ENSCPOP00000018083,ENSRNOP00000024941
OG0006852,s3_000977-RA,ENSCPOP00000015994,ENSRNOP00000064931
OG0006853,s3_000976-RA,ENSCPOP00000012140,ENSRNOP00000004032
OG0006854,s3_000975-RA,ENSCPOP00000014109,ENSRNOP00000004232
OG0006855,s3_000973-RA,ENSCPOP00000014108,ENSRNOP00000065677
OG0006857,s3_000966-RA,ENSCPOP00000013294,ENSRNOP00000004354
OG0006859,s1_002073-RA,ENSCPOP00000008611,ENSRNOP00000043608
OG0006860,s1_002075-RA,ENSCPOP00000008594,ENSRNOP00000004364
OG0006861,s1_002076-RA,ENSCPOP00000008119,ENSRNOP00000071222
OG0006864,s3_000868-RA,ENSCPOP00000000078,ENSRNOP00000003409
OG0006865,s3_000866-RA,ENSCPOP00000004431,ENSRNOP00000003466
OG0006866,s3_000865-RA,ENSCPOP00000020669,ENSRNOP00000003495
OG0006867,s8_000210-RA,ENSCPOP00000002070,ENSRNOP00000034368
OG0006868,s8_000216-RA,ENSCPOP00000012985,ENSRNOP00000003728
OG0006869,s8_000217-RA,ENSCPOP00000016923,ENSRNOP00000003768
OG0006870,s8_000222-RA,ENSCPOP00000013738,ENSRNOP00000020892
OG0006871,s8_000223-RA,ENSCPOP00000005357,ENSRNOP00000020752
OG0006872,s8_000224-RA,ENSCPOP00000017883,ENSRNOP00000019921
OG0006873,s8_000227-RA,ENSCPOP00000005436,ENSRNOP00000019907
OG0006874,s8_000229-RA,ENSCPOP00000006713,ENSRNOP00000025223
OG0006875,s8_000235-RA,ENSCPOP00000013112,ENSRNOP00000022719
OG0006876,s8_000236-RA,ENSCPOP00000013110,ENSRNOP00000022785
OG0006877,s8_000238-RA,ENSCPOP00000018147,ENSRNOP00000022845
OG0006878,s8_000242-RA,ENSCPOP00000011241,ENSRNOP00000059281
OG0006879,s8_000243-RA,ENSCPOP00000009630,ENSRNOP00000043873
OG0006880,s8_000246-RA,ENSCPOP00000005744,ENSRNOP00000038207
OG0006881,s8_000248-RA,ENSCPOP00000011904,ENSRNOP00000024328
OG0006882,s8_000250-RA,ENSCPOP00000015354,ENSRNOP00000024752
OG0006883,s8_000251-RA,ENSCPOP00000008735,ENSRNOP00000025510
OG0006884,s8_000268-RA,ENSCPOP00000009164,ENSRNOP00000016189
OG0006885,s8_000269-RA,ENSCPOP00000006158,ENSRNOP00000016112
OG0006886,s8_000273-RA,ENSCPOP00000008659,ENSRNOP00000047441
OG0006887,s8_000275-RA,ENSCPOP00000011325,ENSRNOP00000000125
OG0006888,s8_000278-RA,ENSCPOP00000009485,ENSRNOP00000050164
OG0006889,s8_000279-RA,ENSCPOP00000011957,ENSRNOP00000020637
OG0006890,s8_000280-RA,ENSCPOP00000018559,ENSRNOP00000020472
OG0006891,s8_000281-RA,ENSCPOP00000001507,ENSRNOP00000037640
OG0006892,s8_000282-RA,ENSCPOP00000001504,ENSRNOP00000019573
OG0006893,s8_000286-RA,ENSCPOP00000007985,ENSRNOP00000025257
OG0006894,s8_000289-RA,ENSCPOP00000015227,ENSRNOP00000025198
OG0006896,s8_000291-RA,ENSCPOP00000016912,ENSRNOP00000024831
OG0006897,s8_000293-RA,ENSCPOP00000007977,ENSRNOP00000065115
OG0006898,s8_000295-RA,ENSCPOP00000019459,ENSRNOP00000029409
OG0006899,s8_000296-RA,ENSCPOP00000007328,ENSRNOP00000042060
OG0006900,s8_000305-RA,ENSCPOP00000008347,ENSRNOP00000067322
OG0006901,s8_000311-RA,ENSCPOP00000010896,ENSRNOP00000070948
OG0006902,s8_000313-RA,ENSCPOP00000017602,ENSRNOP00000041280
OG0006903,s8_000317-RA,ENSCPOP00000010038,ENSRNOP00000021717
OG0006904,s8_000318-RA,ENSCPOP00000008920,ENSRNOP00000023593
OG0006905,s8_000321-RA,ENSCPOP00000003948,ENSRNOP00000060791
OG0006906,s8_000327-RA,ENSCPOP00000001229,ENSRNOP00000048010
OG0006907,s8_000328-RA,ENSCPOP00000001228,ENSRNOP00000070604
OG0006908,s8_000330-RA,ENSCPOP00000005068,ENSRNOP00000020601
OG0006909,s8_000332-RA,ENSCPOP00000011253,ENSRNOP00000021624
OG0006910,s8_000333-RA,ENSCPOP00000015816,ENSRNOP00000020856
OG0006911,s8_000337-RA,ENSCPOP00000009335,ENSRNOP00000022169
OG0006912,s8_000339-RA,ENSCPOP00000013303,ENSRNOP00000022304
OG0006913,s8_000345-RA,ENSCPOP00000003122,ENSRNOP00000020661
OG0006915,s8_000346-RA,ENSCPOP00000000706,ENSRNOP00000020697
OG0006916,s2_000436-RA,ENSCPOP00000004892,ENSRNOP00000063916
OG0006917,s2_000437-RA,ENSCPOP00000003128,ENSRNOP00000020999
OG0006918,s2_000438-RA,ENSCPOP00000003127,ENSRNOP00000070451
OG0006919,s2_000439-RA,ENSCPOP00000011300,ENSRNOP00000021263
OG0006920,s2_000442-RA,ENSCPOP00000011564,ENSRNOP00000021764
OG0006921,s2_000443-RA,ENSCPOP00000011563,ENSRNOP00000022113
OG0006922,s2_000455-RA,ENSCPOP00000009375,ENSRNOP00000021253
OG0006923,s2_000460-RA,ENSCPOP00000001278,ENSRNOP00000031359
OG0006924,s2_000465-RA,ENSCPOP00000001751,ENSRNOP00000022744
OG0006925,s2_000466-RA,ENSCPOP00000005910,ENSRNOP00000064200
OG0006926,s2_000474-RA,ENSCPOP00000006859,ENSRNOP00000063311
OG0006927,s2_000477-RA,ENSCPOP00000005613,ENSRNOP00000017045
OG0006928,s2_000478-RA,ENSCPOP00000007192,ENSRNOP00000034041
OG0006929,s2_000482-RA,ENSCPOP00000004212,ENSRNOP00000018646
OG0006930,s2_000483-RA,ENSCPOP00000002477,ENSRNOP00000032270
OG0006931,s2_000484-RA,ENSCPOP00000018632,ENSRNOP00000029000
OG0006932,s2_000490-RA,ENSCPOP00000009871,ENSRNOP00000059663
OG0006933,s2_000492-RA,ENSCPOP00000014042,ENSRNOP00000070864
OG0006934,s2_000493-RA,ENSCPOP00000014043,ENSRNOP00000053086
OG0006935,s10_001520-RA,ENSCPOP00000006277,ENSRNOP00000009135
OG0006936,s10_001517-RA,ENSCPOP00000009129,ENSRNOP00000007549
OG0006937,s10_001516-RA,ENSCPOP00000016082,ENSRNOP00000006886
OG0006938,s10_001515-RA,ENSCPOP00000013027,ENSRNOP00000006570
OG0006939,s10_001513-RA,ENSCPOP00000013032,ENSRNOP00000038379
OG0006940,s10_001511-RA,ENSCPOP00000006590,ENSRNOP00000005746
OG0006941,s10_001509-RA,ENSCPOP00000019530,ENSRNOP00000057796
OG0006942,s10_001508-RA,ENSCPOP00000005532,ENSRNOP00000061759
OG0006943,s10_001507-RA,ENSCPOP00000007398,ENSRNOP00000018880
OG0006944,s10_001506-RA,ENSCPOP00000019892,ENSRNOP00000019192
OG0006945,s10_001505-RA,ENSCPOP00000018592,ENSRNOP00000070472
OG0006946,s10_001504-RA,ENSCPOP00000012644,ENSRNOP00000020017
OG0006947,s10_001503-RA,ENSCPOP00000006188,ENSRNOP00000006184
OG0006948,s1_000470-RA,ENSCPOP00000009103,ENSRNOP00000022043
OG0006949,s1_000469-RA,ENSCPOP00000003600,ENSRNOP00000062607
OG0006950,s1_000468-RA,ENSCPOP00000014693,ENSRNOP00000054664
OG0006951,s1_000467-RA,ENSCPOP00000003593,ENSRNOP00000035716
OG0006952,s1_000466-RA,ENSCPOP00000008884,ENSRNOP00000054660
OG0006953,s8_002199-RA,ENSCPOP00000009240,ENSRNOP00000015947
OG0006955,s1_001957-RA,ENSCPOP00000006882,ENSRNOP00000009129
OG0006956,s6_000932-RA,ENSCPOP00000004487,ENSRNOP00000030845
OG0006957,s6_000933-RA,ENSCPOP00000004490,ENSRNOP00000037600
OG0006958,s6_000940-RA,ENSCPOP00000019812,ENSRNOP00000010007
OG0006959,s6_000941-RA,ENSCPOP00000000940,ENSRNOP00000009882
OG0006960,s6_000943-RA,ENSCPOP00000006856,ENSRNOP00000023514
OG0006961,s6_000945-RA,ENSCPOP00000019510,ENSRNOP00000013919
OG0006962,s6_000946-RA,ENSCPOP00000017958,ENSRNOP00000062014
OG0006963,s6_000947-RA,ENSCPOP00000013903,ENSRNOP00000037684
OG0006964,s2_002885-RA,ENSCPOP00000008574,ENSRNOP00000053432
OG0006965,s2_002884-RA,ENSCPOP00000000626,ENSRNOP00000020928
OG0006966,s2_002883-RA,ENSCPOP00000008584,ENSRNOP00000020524
OG0006967,s2_002882-RA,ENSCPOP00000002223,ENSRNOP00000066655
OG0006968,s2_002881-RA,ENSCPOP00000006641,ENSRNOP00000074074
OG0006969,s2_002326-RA,ENSCPOP00000011540,ENSRNOP00000019587
OG0006970,s2_002327-RA,ENSCPOP00000011546,ENSRNOP00000019101
OG0006971,s2_002328-RA,ENSCPOP00000011690,ENSRNOP00000019080
OG0006972,s2_002329-RA,ENSCPOP00000005182,ENSRNOP00000018711
OG0006973,s2_002330-RA,ENSCPOP00000005188,ENSRNOP00000017998
OG0006974,s2_002332-RA,ENSCPOP00000011707,ENSRNOP00000039640
OG0006975,s2_002333-RA,ENSCPOP00000004160,ENSRNOP00000016492
OG0006976,s2_002334-RA,ENSCPOP00000010363,ENSRNOP00000016410
OG0006977,s2_002335-RA,ENSCPOP00000010376,ENSRNOP00000015250
OG0006978,s2_002337-RA,ENSCPOP00000008231,ENSRNOP00000053484
OG0006979,s10_000438-RA,ENSCPOP00000004672,ENSRNOP00000058589
OG0006980,s10_000437-RA,ENSCPOP00000004206,ENSRNOP00000023161
OG0006981,s10_000436-RA,ENSCPOP00000015252,ENSRNOP00000044214
OG0006982,s10_000432-RA,ENSCPOP00000007377,ENSRNOP00000023659
OG0006983,s10_000431-RA,ENSCPOP00000008088,ENSRNOP00000023712
OG0006984,s10_001739-RA,ENSCPOP00000005980,ENSRNOP00000043159
OG0006985,s10_001740-RA,ENSCPOP00000015366,ENSRNOP00000036164
OG0006986,s10_001741-RA,ENSCPOP00000005975,ENSRNOP00000009637
OG0006987,s10_001743-RA,ENSCPOP00000000105,ENSRNOP00000008868
OG0006988,s10_001745-RA,ENSCPOP00000015991,ENSRNOP00000051409
OG0006989,s10_001747-RA,ENSCPOP00000018650,ENSRNOP00000006805
OG0006990,s10_001748-RA,ENSCPOP00000012821,ENSRNOP00000051553
OG0006991,s8_001431-RA,ENSCPOP00000001133,ENSRNOP00000006035
OG0006992,s8_001432-RA,ENSCPOP00000001130,ENSRNOP00000005604
OG0006993,s8_001515-RA,ENSCPOP00000003384,ENSRNOP00000002308
OG0006994,s8_001513-RA,ENSCPOP00000002437,ENSRNOP00000002313
OG0006995,s8_001510-RA,ENSCPOP00000009586,ENSRNOP00000002715
OG0006996,s8_001509-RA,ENSCPOP00000010090,ENSRNOP00000002717
OG0006997,s8_001508-RA,ENSCPOP00000016384,ENSRNOP00000002718
OG0006998,s8_001507-RA,ENSCPOP00000016939,ENSRNOP00000045279
OG0006999,s8_001505-RA,ENSCPOP00000000631,ENSRNOP00000002732
OG0007000,s8_001499-RA,ENSCPOP00000004352,ENSRNOP00000058017
OG0007001,s8_001497-RA,ENSCPOP00000004641,ENSRNOP00000033253
OG0007002,s8_001496-RA,ENSCPOP00000005794,ENSRNOP00000002771
OG0007003,s8_001374-RA,ENSCPOP00000014117,ENSRNOP00000013022
OG0007004,s8_001376-RA,ENSCPOP00000005285,ENSRNOP00000009496
OG0007005,s8_001377-RA,ENSCPOP00000020843,ENSRNOP00000012644
OG0007007,s8_001378-RA,ENSCPOP00000012198,ENSRNOP00000012381
OG0007008,s8_001382-RA,ENSCPOP00000007018,ENSRNOP00000049249
OG0007009,s2_001297-RA,ENSCPOP00000003632,ENSRNOP00000031920
OG0007010,s2_001300-RA,ENSCPOP00000005472,ENSRNOP00000032184
OG0007011,s2_001301-RA,ENSCPOP00000002193,ENSRNOP00000011383
OG0007012,s2_001302-RA,ENSCPOP00000001181,ENSRNOP00000042091
OG0007013,s2_001303-RA,ENSCPOP00000012913,ENSRNOP00000064244
OG0007014,s2_001304-RA,ENSCPOP00000018626,ENSRNOP00000067644
OG0007015,s8_002633-RA,ENSCPOP00000017508,ENSRNOP00000011065
OG0007016,s8_002629-RA,ENSCPOP00000006886,ENSRNOP00000000955
OG0007017,s8_000323-RA,ENSCPOP00000001702,ENSRNOP00000066438
OG0007018,s8_002625-RA,ENSCPOP00000001700,ENSRNOP00000035452
OG0007019,s8_002624-RA,ENSCPOP00000017516,ENSRNOP00000072400
OG0007020,s8_002622-RA,ENSCPOP00000007001,ENSRNOP00000050792
OG0007021,s8_002620-RA,ENSCPOP00000007923,ENSRNOP00000074005
OG0007022,s4_002000-RA,ENSCPOP00000020158,ENSRNOP00000075158
OG0007023,s4_002002-RA,ENSCPOP00000018715,ENSRNOP00000075297
OG0007024,s4_002004-RA,ENSCPOP00000006567,ENSRNOP00000075188
OG0007025,s4_002005-RA,ENSCPOP00000020914,ENSRNOP00000074769
OG0007026,s4_002006-RA,ENSCPOP00000006564,ENSRNOP00000069114
OG0007027,s4_002010-RA,ENSCPOP00000019756,ENSRNOP00000071612
OG0007028,s4_002012-RA,ENSCPOP00000002140,ENSRNOP00000070105
OG0007029,s4_002017-RA,ENSCPOP00000019574,ENSRNOP00000069870
OG0007030,s4_002018-RA,ENSCPOP00000010067,ENSRNOP00000072867
OG0007031,s4_002019-RA,ENSCPOP00000011316,ENSRNOP00000069913
OG0007032,s4_002022-RA,ENSCPOP00000012795,ENSRNOP00000073793
OG0007033,s4_002024-RA,ENSCPOP00000010336,ENSRNOP00000074325
OG0007034,s4_002025-RA,ENSCPOP00000016636,ENSRNOP00000069460
OG0007035,s4_002027-RA,ENSCPOP00000004972,ENSRNOP00000075170
OG0007036,s4_002028-RA,ENSCPOP00000015904,ENSRNOP00000072313
OG0007037,s4_002029-RA,ENSCPOP00000006222,ENSRNOP00000070206
OG0007038,s4_002030-RA,ENSCPOP00000006214,ENSRNOP00000073128
OG0007039,s4_002031-RA,ENSCPOP00000006205,ENSRNOP00000075400
OG0007040,s4_002032-RA,ENSCPOP00000006192,ENSRNOP00000072671
OG0007041,s4_002035-RA,ENSCPOP00000010530,ENSRNOP00000074536
OG0007042,s4_002037-RA,ENSCPOP00000000101,ENSRNOP00000070655
OG0007043,s4_002038-RA,ENSCPOP00000008305,ENSRNOP00000011019
OG0007044,s4_002040-RA,ENSCPOP00000018070,ENSRNOP00000072449
OG0007045,s4_002042-RA,ENSCPOP00000006765,ENSRNOP00000070747
OG0007046,s4_002043-RA,ENSCPOP00000015012,ENSRNOP00000075461
OG0007048,s4_002046-RA,ENSCPOP00000010152,ENSRNOP00000075303
OG0007049,s9_001301-RA,ENSCPOP00000018437,ENSRNOP00000028143
OG0007050,s9_001300-RA,ENSCPOP00000013969,ENSRNOP00000028098
OG0007051,s9_001297-RA,ENSCPOP00000006629,ENSRNOP00000072882
OG0007052,s9_001296-RA,ENSCPOP00000001486,ENSRNOP00000026219
OG0007053,s9_001295-RA,ENSCPOP00000007151,ENSRNOP00000026093
OG0007054,s9_001294-RA,ENSCPOP00000010415,ENSRNOP00000066404
OG0007056,s9_001289-RA,ENSCPOP00000020087,ENSRNOP00000025856
OG0007058,s2_002822-RA,ENSCPOP00000008380,ENSRNOP00000038838
OG0007059,s7_001935-RA,ENSCPOP00000008803,ENSRNOP00000062802
OG0007060,s6_000365-RA,ENSCPOP00000008596,ENSRNOP00000067414
OG0007061,s6_000364-RA,ENSCPOP00000000195,ENSRNOP00000000748
OG0007062,s6_000360-RA,ENSCPOP00000000118,ENSRNOP00000000753
OG0007063,s6_000356-RA,ENSCPOP00000003772,ENSRNOP00000048490
OG0007064,s6_000355-RA,ENSCPOP00000000277,ENSRNOP00000067303
OG0007065,s6_000354-RA,ENSCPOP00000012312,ENSRNOP00000033185
OG0007066,s6_000346-RA,ENSCPOP00000000964,ENSRNOP00000038308
OG0007067,s6_000345-RA,ENSCPOP00000010101,ENSRNOP00000000785
OG0007068,s6_000341-RA,ENSCPOP00000006800,ENSRNOP00000054802
OG0007069,s6_000339-RA,ENSCPOP00000019854,ENSRNOP00000000792
OG0007070,s6_000338-RA,ENSCPOP00000012775,ENSRNOP00000000794
OG0007071,s6_000337-RA,ENSCPOP00000012777,ENSRNOP00000000804
OG0007072,s6_000336-RA,ENSCPOP00000009359,ENSRNOP00000059452
OG0007074,s6_000332-RA,ENSCPOP00000008530,ENSRNOP00000075353
OG0007075,s6_000331-RA,ENSCPOP00000000777,ENSRNOP00000070943
OG0007076,s6_000330-RA,ENSCPOP00000007088,ENSRNOP00000072219
OG0007078,s6_000328-RA,ENSCPOP00000018672,ENSRNOP00000000434
OG0007079,s6_000324-RA,ENSCPOP00000014450,ENSRNOP00000000438
OG0007080,s6_000322-RA,ENSCPOP00000003722,ENSRNOP00000059432
OG0007081,s6_000318-RA,ENSCPOP00000002677,ENSRNOP00000000444
OG0007082,s6_000311-RA,ENSCPOP00000005425,ENSRNOP00000067266
OG0007083,s6_000309-RA,ENSCPOP00000005429,ENSRNOP00000065267
OG0007084,s6_000308-RA,ENSCPOP00000004198,ENSRNOP00000000661
OG0007086,s6_000305-RA,ENSCPOP00000005705,ENSRNOP00000071310
OG0007087,s6_000304-RA,ENSCPOP00000005708,ENSRNOP00000035866
OG0007088,s6_000303-RA,ENSCPOP00000005710,ENSRNOP00000000673
OG0007089,s6_000301-RA,ENSCPOP00000020464,ENSRNOP00000000675
OG0007090,s6_000298-RA,ENSCPOP00000014277,ENSRNOP00000000672
OG0007091,s6_000297-RA,ENSCPOP00000020786,ENSRNOP00000062593
OG0007092,s6_000296-RA,ENSCPOP00000018354,ENSRNOP00000000681
OG0007093,s6_000292-RA,ENSCPOP00000011428,ENSRNOP00000000687
OG0007094,s6_000291-RA,ENSCPOP00000004314,ENSRNOP00000034951
OG0007095,s6_000288-RA,ENSCPOP00000004318,ENSRNOP00000000689
OG0007096,s6_000285-RA,ENSCPOP00000002794,ENSRNOP00000048338
OG0007097,s6_000287-RA,ENSCPOP00000017271,ENSRNOP00000067427
OG0007098,s6_000286-RA,ENSCPOP00000002807,ENSRNOP00000054563
OG0007099,s6_000284-RA,ENSCPOP00000001595,ENSRNOP00000000696
OG0007100,s6_000282-RA,ENSCPOP00000018435,ENSRNOP00000000697
OG0007101,s6_000281-RA,ENSCPOP00000007362,ENSRNOP00000074856
OG0007102,s6_000280-RA,ENSCPOP00000001506,ENSRNOP00000075634
OG0007103,s6_000279-RA,ENSCPOP00000001509,ENSRNOP00000000702
OG0007104,s6_000278-RA,ENSCPOP00000001511,ENSRNOP00000073198
OG0007105,s6_000277-RA,ENSCPOP00000001513,ENSRNOP00000049600
OG0007106,s6_000276-RA,ENSCPOP00000014073,ENSRNOP00000071314
OG0007107,s6_000275-RA,ENSCPOP00000014075,ENSRNOP00000065864
OG0007108,s6_000274-RA,ENSCPOP00000014077,ENSRNOP00000067304
OG0007109,s6_000273-RA,ENSCPOP00000014157,ENSRNOP00000064405
OG0007110,s6_000272-RA,ENSCPOP00000003993,ENSRNOP00000064470
OG0007111,s6_000271-RA,ENSCPOP00000003996,ENSRNOP00000008553
OG0007112,s6_000268-RA,ENSCPOP00000014416,ENSRNOP00000009009
OG0007113,s6_000267-RA,ENSCPOP00000009588,ENSRNOP00000030551
OG0007114,s6_000266-RA,ENSCPOP00000002314,ENSRNOP00000058397
OG0007115,s6_000265-RA,ENSCPOP00000017003,ENSRNOP00000010179
OG0007116,s6_000261-RA,ENSCPOP00000015952,ENSRNOP00000011956
OG0007117,s6_000259-RA,ENSCPOP00000003074,ENSRNOP00000012300
OG0007118,s6_000258-RA,ENSCPOP00000014273,ENSRNOP00000012372
OG0007119,s6_000254-RA,ENSCPOP00000000829,ENSRNOP00000014273
OG0007120,s6_000253-RA,ENSCPOP00000004550,ENSRNOP00000074748
OG0007121,s6_000251-RA,ENSCPOP00000005892,ENSRNOP00000064386
OG0007122,s6_000250-RA,ENSCPOP00000016682,ENSRNOP00000017483
OG0007123,s6_000249-RA,ENSCPOP00000005907,ENSRNOP00000058941
OG0007124,s6_000247-RA,ENSCPOP00000007957,ENSRNOP00000018023
OG0007126,s6_000246-RA,ENSCPOP00000002504,ENSRNOP00000018897
OG0007127,s6_000243-RA,ENSCPOP00000004792,ENSRNOP00000007828
OG0007128,s6_000242-RA,ENSCPOP00000014430,ENSRNOP00000013501
OG0007129,s6_000240-RA,ENSCPOP00000002059,ENSRNOP00000014003
OG0007130,s6_000239-RA,ENSCPOP00000012305,ENSRNOP00000014382
OG0007131,s6_000238-RA,ENSCPOP00000016843,ENSRNOP00000014940
OG0007132,s6_000236-RA,ENSCPOP00000019104,ENSRNOP00000014964
OG0007133,s6_000231-RA,ENSCPOP00000018023,ENSRNOP00000016940
OG0007134,s6_000230-RA,ENSCPOP00000005179,ENSRNOP00000030570
OG0007135,s6_000229-RA,ENSCPOP00000009667,ENSRNOP00000016906
OG0007136,s6_000228-RA,ENSCPOP00000009665,ENSRNOP00000035606
OG0007137,s6_000226-RA,ENSCPOP00000009237,ENSRNOP00000015918
OG0007138,s6_000222-RA,ENSCPOP00000010249,ENSRNOP00000014791
OG0007139,s6_000217-RA,ENSCPOP00000014156,ENSRNOP00000032495
OG0007140,s6_000215-RA,ENSCPOP00000006061,ENSRNOP00000014051
OG0007141,s6_000213-RA,ENSCPOP00000007858,ENSRNOP00000013703
OG0007143,s6_000206-RA,ENSCPOP00000000862,ENSRNOP00000027264
OG0007144,s6_000203-RA,ENSCPOP00000008682,ENSRNOP00000037568
OG0007145,s6_000202-RA,ENSCPOP00000003509,ENSRNOP00000027031
OG0007146,s6_000201-RA,ENSCPOP00000018389,ENSRNOP00000037989
OG0007147,s6_000200-RA,ENSCPOP00000003508,ENSRNOP00000026929
OG0007148,s6_000197-RA,ENSCPOP00000004621,ENSRNOP00000026831
OG0007149,s6_000194-RA,ENSCPOP00000020473,ENSRNOP00000026728
OG0007150,s6_000190-RA,ENSCPOP00000018423,ENSRNOP00000026499
OG0007151,s6_000189-RA,ENSCPOP00000019912,ENSRNOP00000075414
OG0007152,s6_000187-RA,ENSCPOP00000010867,ENSRNOP00000026331
OG0007153,s6_000186-RA,ENSCPOP00000015156,ENSRNOP00000026195
OG0007154,s6_000185-RA,ENSCPOP00000012534,ENSRNOP00000026049
OG0007155,s6_000184-RA,ENSCPOP00000008899,ENSRNOP00000025921
OG0007156,s6_000182-RA,ENSCPOP00000008895,ENSRNOP00000025787
OG0007157,s6_000181-RA,ENSCPOP00000008891,ENSRNOP00000025769
OG0007158,s6_000180-RA,ENSCPOP00000017478,ENSRNOP00000057899
OG0007159,s6_000178-RA,ENSCPOP00000008881,ENSRNOP00000025638
OG0007160,s6_000177-RA,ENSCPOP00000008875,ENSRNOP00000025598
OG0007161,s6_000173-RA,ENSCPOP00000011661,ENSRNOP00000025094
OG0007162,s6_000171-RA,ENSCPOP00000021115,ENSRNOP00000024815
OG0007163,s6_000169-RA,ENSCPOP00000002759,ENSRNOP00000058151
OG0007164,s6_000167-RA,ENSCPOP00000007944,ENSRNOP00000024266
OG0007165,s6_000166-RA,ENSCPOP00000015231,ENSRNOP00000024010
OG0007166,s6_000165-RA,ENSCPOP00000021083,ENSRNOP00000023979
OG0007167,s6_000163-RA,ENSCPOP00000009839,ENSRNOP00000022862
OG0007168,s6_000162-RA,ENSCPOP00000007963,ENSRNOP00000022582
OG0007169,s6_000161-RA,ENSCPOP00000007960,ENSRNOP00000022307
OG0007170,s6_000160-RA,ENSCPOP00000015027,ENSRNOP00000021868
OG0007171,s6_000158-RA,ENSCPOP00000017880,ENSRNOP00000067620
OG0007172,s6_000157-RA,ENSCPOP00000015700,ENSRNOP00000021803
OG0007173,s6_000155-RA,ENSCPOP00000019866,ENSRNOP00000065504
OG0007174,s6_000152-RA,ENSCPOP00000014171,ENSRNOP00000072249
OG0007175,s6_000150-RA,ENSCPOP00000008949,ENSRNOP00000020950
OG0007176,s6_000149-RA,ENSCPOP00000014169,ENSRNOP00000020902
OG0007177,s6_000148-RA,ENSCPOP00000017759,ENSRNOP00000020640
OG0007178,s6_000146-RA,ENSCPOP00000009414,ENSRNOP00000020499
OG0007179,s6_000145-RA,ENSCPOP00000015004,ENSRNOP00000064704
OG0007180,s6_000143-RA,ENSCPOP00000003973,ENSRNOP00000067656
OG0007181,s6_000142-RA,ENSCPOP00000003971,ENSRNOP00000018523
OG0007182,s6_000141-RA,ENSCPOP00000012793,ENSRNOP00000018550
OG0007183,s6_000140-RA,ENSCPOP00000016893,ENSRNOP00000065096
OG0007184,s6_000139-RA,ENSCPOP00000016196,ENSRNOP00000019177
OG0007185,s6_000136-RA,ENSCPOP00000008197,ENSRNOP00000019404
OG0007186,s6_000135-RA,ENSCPOP00000006477,ENSRNOP00000019650
OG0007187,s6_000134-RA,ENSCPOP00000007224,ENSRNOP00000037517
OG0007188,s6_000133-RA,ENSCPOP00000010133,ENSRNOP00000020432
OG0007189,s6_000132-RA,ENSCPOP00000016245,ENSRNOP00000070287
OG0007190,s6_000130-RA,ENSCPOP00000000143,ENSRNOP00000050485
OG0007191,s6_000129-RA,ENSCPOP00000021156,ENSRNOP00000043394
OG0007192,s6_000126-RA,ENSCPOP00000003714,ENSRNOP00000018351
OG0007193,s6_000125-RA,ENSCPOP00000003710,ENSRNOP00000018138
OG0007194,s6_000123-RA,ENSCPOP00000012885,ENSRNOP00000074449
OG0007195,s6_000122-RA,ENSCPOP00000003707,ENSRNOP00000016893
OG0007196,s6_000121-RA,ENSCPOP00000016200,ENSRNOP00000066385
OG0007197,s6_000118-RA,ENSCPOP00000018327,ENSRNOP00000015705
OG0007198,s6_000117-RA,ENSCPOP00000007423,ENSRNOP00000063454
OG0007199,s6_000116-RA,ENSCPOP00000007414,ENSRNOP00000074902
OG0007200,s6_000112-RA,ENSCPOP00000017580,ENSRNOP00000002553
OG0007201,s6_000106-RA,ENSCPOP00000001099,ENSRNOP00000039744
OG0007202,s6_000105-RA,ENSCPOP00000014922,ENSRNOP00000000637
OG0007203,s6_000103-RA,ENSCPOP00000011378,ENSRNOP00000067557
OG0007204,s6_000102-RA,ENSCPOP00000002419,ENSRNOP00000069943
OG0007205,s6_000099-RA,ENSCPOP00000009259,ENSRNOP00000000639
OG0007206,s6_000098-RA,ENSCPOP00000000593,ENSRNOP00000040424
OG0007207,s6_000096-RA,ENSCPOP00000013211,ENSRNOP00000000649
OG0007208,s6_000095-RA,ENSCPOP00000009023,ENSRNOP00000000650
OG0007209,s6_000092-RA,ENSCPOP00000013924,ENSRNOP00000008391
