ORTHOGROUPS,CAPYBARA ID,GUINEA PIG ID
OG0004872,s2_001079-RA,ENSCPOP00000000412
OG0004873,s2_001078-RA,ENSCPOP00000017501
OG0004874,s2_001077-RA,ENSCPOP00000007717
OG0004875,s2_001075-RA,ENSCPOP00000007722
OG0004876,s2_001071-RA,ENSCPOP00000000966
OG0004877,s2_001070-RA,ENSCPOP00000012608
OG0004878,s2_001068-RA,ENSCPOP00000012612
OG0004879,s2_001067-RA,ENSCPOP00000008362
OG0004880,s2_001066-RA,ENSCPOP00000013712
OG0004881,s7_000372-RA,ENSCPOP00000013714
OG0004882,s2_001063-RA,ENSCPOP00000001530
OG0004883,s2_001062-RA,ENSCPOP00000012784
OG0004884,s2_001061-RA,ENSCPOP00000012788
OG0004885,s2_001056-RA,ENSCPOP00000010310
OG0004886,s2_001054-RA,ENSCPOP00000013204
OG0004887,s2_001053-RA,ENSCPOP00000011366
OG0004888,s2_001051-RA,ENSCPOP00000018742
OG0004889,s2_001050-RA,ENSCPOP00000008838
OG0004890,s2_001048-RA,ENSCPOP00000007488
OG0004891,s2_001045-RA,ENSCPOP00000013677
OG0004892,s8_000529-RA,ENSCPOP00000018877
OG0004893,s2_001043-RA,ENSCPOP00000019100
OG0004894,s2_001041-RA,ENSCPOP00000016983
OG0004895,s2_001039-RA,ENSCPOP00000011401
OG0004896,s2_001037-RA,ENSCPOP00000008417
OG0004897,s2_001035-RA,ENSCPOP00000012373
OG0004898,s2_001034-RA,ENSCPOP00000002348
OG0004899,s2_001032-RA,ENSCPOP00000009767
OG0004900,s2_001031-RA,ENSCPOP00000001292
OG0004901,s2_001029-RA,ENSCPOP00000007907
OG0004902,s2_001028-RA,ENSCPOP00000007904
OG0004903,s2_001027-RA,ENSCPOP00000000985
OG0004904,s2_001026-RA,ENSCPOP00000006060
OG0004905,s8_000798-RA,ENSCPOP00000007724
OG0004906,s8_000797-RA,ENSCPOP00000001758
OG0004907,s8_000796-RA,ENSCPOP00000009450
OG0004908,s8_000795-RA,ENSCPOP00000009442
OG0004909,s8_000792-RA,ENSCPOP00000009426
OG0004910,s8_000791-RA,ENSCPOP00000013395
OG0004911,s8_000790-RA,ENSCPOP00000016775
OG0004912,s8_000789-RA,ENSCPOP00000005121
OG0004913,s8_000788-RA,ENSCPOP00000005118
OG0004914,s8_000787-RA,ENSCPOP00000002274
OG0004915,s8_000786-RA,ENSCPOP00000009500
OG0004916,s8_000785-RA,ENSCPOP00000003214
OG0004917,s8_000783-RA,ENSCPOP00000012110
OG0004918,s8_000782-RA,ENSCPOP00000012102
OG0004919,s8_000780-RA,ENSCPOP00000001468
OG0004920,s8_000778-RA,ENSCPOP00000005890
OG0004921,s8_000777-RA,ENSCPOP00000013115
OG0004922,s8_000775-RA,ENSCPOP00000017276
OG0004923,s8_000772-RA,ENSCPOP00000013680
OG0004924,s8_000771-RA,ENSCPOP00000001948
OG0004925,s8_000770-RA,ENSCPOP00000001947
OG0004926,s8_000769-RA,ENSCPOP00000001946
OG0004927,s8_000768-RA,ENSCPOP00000004779
OG0004928,s8_000766-RA,ENSCPOP00000002063
OG0004929,s8_000764-RA,ENSCPOP00000011462
OG0004930,s8_000763-RA,ENSCPOP00000012084
OG0004931,s6_001378-RA,ENSCPOP00000012778
OG0004932,s8_000761-RA,ENSCPOP00000011972
OG0004933,s8_000759-RA,ENSCPOP00000011976
OG0004934,s8_000757-RA,ENSCPOP00000011985
OG0004935,s8_000756-RA,ENSCPOP00000011986
OG0004936,s8_000754-RA,ENSCPOP00000013485
OG0004937,s8_000749-RA,ENSCPOP00000000671
OG0004938,s8_000748-RA,ENSCPOP00000010287
OG0004939,s8_000736-RA,ENSCPOP00000007062
OG0004940,s8_000735-RA,ENSCPOP00000007066
OG0004941,s8_000734-RA,ENSCPOP00000007067
OG0004942,s8_000731-RA,ENSCPOP00000020900
OG0004943,s8_000729-RA,ENSCPOP00000021158
OG0004944,s8_000725-RA,ENSCPOP00000003621
OG0004945,s7_001412-RA,ENSCPOP00000019604
OG0004946,s3_001095-RA,ENSCPOP00000018541
OG0004947,s7_001415-RA,ENSCPOP00000007516
OG0004948,s7_001418-RA,ENSCPOP00000017893
OG0004949,s7_001422-RA,ENSCPOP00000007956
OG0004950,s7_001425-RA,ENSCPOP00000000523
OG0004951,s7_001424-RA,ENSCPOP00000000525
OG0004952,s7_001426-RA,ENSCPOP00000000521
OG0004953,s7_001430-RA,ENSCPOP00000007665
OG0004954,s7_001433-RA,ENSCPOP00000003547
OG0004955,s7_001434-RA,ENSCPOP00000019437
OG0004956,s7_001435-RA,ENSCPOP00000002071
OG0004957,s7_001438-RA,ENSCPOP00000007882
OG0004958,s7_001441-RA,ENSCPOP00000002926
OG0004959,s7_001443-RA,ENSCPOP00000008322
OG0004960,s7_001446-RA,ENSCPOP00000008368
OG0004961,s7_001447-RA,ENSCPOP00000004658
OG0004962,s7_001448-RA,ENSCPOP00000020531
OG0004963,s7_001450-RA,ENSCPOP00000004058
OG0004964,s7_001451-RA,ENSCPOP00000004056
OG0004965,s7_001453-RA,ENSCPOP00000005358
OG0004966,s3_001633-RA,ENSCPOP00000018681
OG0004967,s3_001632-RA,ENSCPOP00000019485
OG0004968,s3_001631-RA,ENSCPOP00000011594
OG0004969,s3_001628-RA,ENSCPOP00000019179
OG0004970,s3_001627-RA,ENSCPOP00000005466
OG0004971,s3_001626-RA,ENSCPOP00000005453
OG0004972,s3_001625-RA,ENSCPOP00000018336
OG0004973,s3_001624-RA,ENSCPOP00000015476
OG0004974,s3_001623-RA,ENSCPOP00000001339
OG0004975,s5_001176-RA,ENSCPOP00000008815
OG0004976,s8_000584-RA,ENSCPOP00000012147
OG0004977,s9_001324-RA,ENSCPOP00000007930
OG0004978,s8_000586-RA,ENSCPOP00000010698
OG0004979,s8_000587-RA,ENSCPOP00000013598
OG0004980,s8_000588-RA,ENSCPOP00000013597
OG0004981,s7_002335-RA,ENSCPOP00000019290
OG0004982,s8_000595-RA,ENSCPOP00000008352
OG0004983,s9_001705-RA,ENSCPOP00000019258
OG0004984,s1_002125-RA,ENSCPOP00000015369
OG0004985,s1_002127-RA,ENSCPOP00000011551
OG0004986,s1_002128-RA,ENSCPOP00000005918
OG0004987,s1_002129-RA,ENSCPOP00000006009
OG0004988,s7_002298-RA,ENSCPOP00000006018
OG0004989,s7_002297-RA,ENSCPOP00000015266
OG0004990,s7_002296-RA,ENSCPOP00000005700
OG0004991,s7_002295-RA,ENSCPOP00000005706
OG0004992,s7_002294-RA,ENSCPOP00000005987
OG0004993,s3_002504-RA,ENSCPOP00000009397
OG0004994,s3_002503-RA,ENSCPOP00000011199
OG0004995,s3_002502-RA,ENSCPOP00000006762
OG0004996,s3_002501-RA,ENSCPOP00000006767
OG0004997,s3_002500-RA,ENSCPOP00000006779
OG0004998,s3_002499-RA,ENSCPOP00000014736
OG0004999,s3_002498-RA,ENSCPOP00000016746
OG0005000,s4_002206-RA,ENSCPOP00000000163
OG0005001,s3_001975-RA,ENSCPOP00000016769
OG0005002,s3_001974-RA,ENSCPOP00000010796
OG0005003,s3_001971-RA,ENSCPOP00000010803
OG0005004,s3_001970-RA,ENSCPOP00000001955
OG0005005,s3_001969-RA,ENSCPOP00000001958
OG0005006,s3_001968-RA,ENSCPOP00000000643
OG0005007,s3_001967-RA,ENSCPOP00000015845
OG0005008,s3_001966-RA,ENSCPOP00000001964
OG0005009,s3_001965-RA,ENSCPOP00000014526
OG0005010,s3_001964-RA,ENSCPOP00000016997
OG0005011,s3_001963-RA,ENSCPOP00000011510
OG0005012,s3_001961-RA,ENSCPOP00000011693
OG0005013,s3_001960-RA,ENSCPOP00000020198
OG0005014,s4_001149-RA,ENSCPOP00000006878
OG0005015,s4_001150-RA,ENSCPOP00000020274
OG0005016,s4_001151-RA,ENSCPOP00000016623
OG0005017,s4_001152-RA,ENSCPOP00000013076
OG0005018,s4_001156-RA,ENSCPOP00000016808
OG0005019,s4_001157-RA,ENSCPOP00000014865
OG0005020,s4_001158-RA,ENSCPOP00000011387
OG0005021,s4_001159-RA,ENSCPOP00000017804
OG0005022,s4_001160-RA,ENSCPOP00000015385
OG0005023,s4_001168-RA,ENSCPOP00000004279
OG0005024,s4_001169-RA,ENSCPOP00000015096
OG0005025,s4_001172-RA,ENSCPOP00000017943
OG0005026,s4_001174-RA,ENSCPOP00000019786
OG0005027,s4_001175-RA,ENSCPOP00000014970
OG0005028,s4_001178-RA,ENSCPOP00000004794
OG0005029,s4_001179-RA,ENSCPOP00000017733
OG0005030,s4_001181-RA,ENSCPOP00000004797
OG0005031,s4_001182-RA,ENSCPOP00000007809
OG0005032,s4_001183-RA,ENSCPOP00000006507
OG0005033,s4_001186-RA,ENSCPOP00000011585
OG0005034,s4_001187-RA,ENSCPOP00000011582
OG0005035,s4_001188-RA,ENSCPOP00000017739
OG0005036,s4_001189-RA,ENSCPOP00000003034
OG0005037,s10_000592-RA,ENSCPOP00000000662
OG0005038,s10_000591-RA,ENSCPOP00000020233
OG0005039,s10_000590-RA,ENSCPOP00000021045
OG0005040,s10_000588-RA,ENSCPOP00000018215
OG0005041,s10_000586-RA,ENSCPOP00000012857
OG0005042,s10_000585-RA,ENSCPOP00000016654
OG0005043,s10_000584-RA,ENSCPOP00000006778
OG0005044,s10_000583-RA,ENSCPOP00000012056
OG0005045,s10_000581-RA,ENSCPOP00000006888
OG0005046,s7_002214-RA,ENSCPOP00000001017
OG0005047,s7_002212-RA,ENSCPOP00000012600
OG0005048,s7_002211-RA,ENSCPOP00000017985
OG0005049,s7_002209-RA,ENSCPOP00000018370
OG0005050,s7_002207-RA,ENSCPOP00000005757
OG0005051,s7_002205-RA,ENSCPOP00000015809
OG0005052,s7_002204-RA,ENSCPOP00000020239
OG0005053,s7_002202-RA,ENSCPOP00000013002
OG0005054,s7_002201-RA,ENSCPOP00000013003
OG0005055,s7_002200-RA,ENSCPOP00000013004
OG0005056,s7_002351-RA,ENSCPOP00000019105
OG0005057,s8_001913-RA,ENSCPOP00000001896
OG0005058,s8_001912-RA,ENSCPOP00000018817
OG0005059,s8_001911-RA,ENSCPOP00000020636
OG0005060,s8_001910-RA,ENSCPOP00000015999
OG0005061,s8_001909-RA,ENSCPOP00000004785
OG0005062,s8_001906-RA,ENSCPOP00000006270
OG0005063,s8_001904-RA,ENSCPOP00000008718
OG0005064,s8_001901-RA,ENSCPOP00000008738
OG0005065,s8_001900-RA,ENSCPOP00000002754
OG0005066,s8_001898-RA,ENSCPOP00000018308
OG0005067,s8_001886-RA,ENSCPOP00000017639
OG0005068,s8_001885-RA,ENSCPOP00000021225
OG0005069,s4_000100-RA,ENSCPOP00000000017
OG0005070,s4_000101-RA,ENSCPOP00000018202
OG0005071,s4_000102-RA,ENSCPOP00000012048
OG0005072,s4_000105-RA,ENSCPOP00000019128
OG0005073,s4_000107-RA,ENSCPOP00000000488
OG0005074,s4_000108-RA,ENSCPOP00000000644
OG0005075,s4_000109-RA,ENSCPOP00000000639
OG0005076,s4_000110-RA,ENSCPOP00000018341
OG0005077,s4_000112-RA,ENSCPOP00000009842
OG0005078,s4_000118-RA,ENSCPOP00000012370
OG0005079,s7_000237-RA,ENSCPOP00000006577
OG0005080,s7_000235-RA,ENSCPOP00000007148
OG0005081,s7_000231-RA,ENSCPOP00000018134
OG0005082,s7_000230-RA,ENSCPOP00000014886
OG0005083,s7_000229-RA,ENSCPOP00000003052
OG0005084,s7_000228-RA,ENSCPOP00000003054
OG0005085,s7_000226-RA,ENSCPOP00000003133
OG0005086,s7_000225-RA,ENSCPOP00000006098
OG0005087,s7_000220-RA,ENSCPOP00000001297
OG0005088,s7_000219-RA,ENSCPOP00000019876
OG0005089,s7_000216-RA,ENSCPOP00000018005
OG0005090,s7_000214-RA,ENSCPOP00000006951
OG0005091,s7_000212-RA,ENSCPOP00000000348
OG0005092,s7_000210-RA,ENSCPOP00000002010
OG0005093,s7_000209-RA,ENSCPOP00000000816
OG0005094,s7_000206-RA,ENSCPOP00000007343
OG0005095,s7_000204-RA,ENSCPOP00000001462
OG0005096,s7_000202-RA,ENSCPOP00000020425
OG0005097,s7_000201-RA,ENSCPOP00000003725
OG0005098,s7_000199-RA,ENSCPOP00000003727
OG0005099,s7_000198-RA,ENSCPOP00000020933
OG0005100,s7_000197-RA,ENSCPOP00000012727
OG0005101,s7_000195-RA,ENSCPOP00000002500
OG0005102,s7_000194-RA,ENSCPOP00000004044
OG0005103,s7_000193-RA,ENSCPOP00000010770
OG0005104,s7_000184-RA,ENSCPOP00000001983
OG0005105,s2_000210-RA,ENSCPOP00000019782
OG0005106,s7_000181-RA,ENSCPOP00000000791
OG0005107,s7_000180-RA,ENSCPOP00000000789
OG0005108,s7_000179-RA,ENSCPOP00000000790
OG0005109,s7_000178-RA,ENSCPOP00000001839
OG0005110,s7_000175-RA,ENSCPOP00000018313
OG0005111,s7_000172-RA,ENSCPOP00000010524
OG0005112,s7_000171-RA,ENSCPOP00000006654
OG0005113,s7_000170-RA,ENSCPOP00000018315
OG0005114,s7_000169-RA,ENSCPOP00000003018
OG0005115,s7_000168-RA,ENSCPOP00000009711
OG0005116,s7_000166-RA,ENSCPOP00000009746
OG0005117,s7_000165-RA,ENSCPOP00000017325
OG0005118,s7_000164-RA,ENSCPOP00000002593
OG0005119,s7_000163-RA,ENSCPOP00000002605
OG0005120,s7_000162-RA,ENSCPOP00000012879
OG0005121,s7_000160-RA,ENSCPOP00000014110
OG0005122,s7_000159-RA,ENSCPOP00000014497
OG0005123,s7_000157-RA,ENSCPOP00000005492
OG0005124,s7_000156-RA,ENSCPOP00000006011
OG0005125,s7_000148-RA,ENSCPOP00000014384
OG0005126,s7_000147-RA,ENSCPOP00000011764
OG0005127,s7_000146-RA,ENSCPOP00000014949
OG0005128,s7_000144-RA,ENSCPOP00000012013
OG0005129,s7_000143-RA,ENSCPOP00000010956
OG0005130,s7_000141-RA,ENSCPOP00000012958
OG0005131,s7_000140-RA,ENSCPOP00000006084
OG0005132,s7_000139-RA,ENSCPOP00000016269
OG0005133,s7_000138-RA,ENSCPOP00000013856
OG0005134,s7_000136-RA,ENSCPOP00000014005
OG0005135,s7_000135-RA,ENSCPOP00000003247
OG0005136,s7_000134-RA,ENSCPOP00000008528
OG0005137,s7_000132-RA,ENSCPOP00000003138
OG0005138,s7_000131-RA,ENSCPOP00000015278
OG0005139,s7_000130-RA,ENSCPOP00000020417
OG0005140,s7_000124-RA,ENSCPOP00000018121
OG0005141,s7_000123-RA,ENSCPOP00000001481
OG0005142,s7_000122-RA,ENSCPOP00000017938
OG0005143,s7_000121-RA,ENSCPOP00000005225
OG0005144,s7_000120-RA,ENSCPOP00000005228
OG0005145,s7_000118-RA,ENSCPOP00000008363
OG0005146,s7_000116-RA,ENSCPOP00000015352
OG0005147,s7_000115-RA,ENSCPOP00000008366
OG0005148,s7_000114-RA,ENSCPOP00000005504
OG0005149,s7_000113-RA,ENSCPOP00000003997
OG0005150,s7_000112-RA,ENSCPOP00000019846
OG0005151,s7_000110-RA,ENSCPOP00000016040
OG0005152,s7_000109-RA,ENSCPOP00000009290
OG0005153,s7_000106-RA,ENSCPOP00000002559
OG0005154,s7_000105-RA,ENSCPOP00000019914
OG0005155,s7_000102-RA,ENSCPOP00000016736
OG0005156,s7_000101-RA,ENSCPOP00000019130
OG0005157,s7_000099-RA,ENSCPOP00000003640
OG0005158,s7_000097-RA,ENSCPOP00000003641
OG0005159,s7_000095-RA,ENSCPOP00000003644
OG0005160,s7_000094-RA,ENSCPOP00000014499
OG0005161,s7_000092-RA,ENSCPOP00000003649
OG0005162,s7_000091-RA,ENSCPOP00000003653
OG0005163,s7_000090-RA,ENSCPOP00000019078
OG0005164,s7_000089-RA,ENSCPOP00000002141
OG0005165,s7_000087-RA,ENSCPOP00000007862
OG0005166,s7_000086-RA,ENSCPOP00000007872
OG0005167,s7_000085-RA,ENSCPOP00000002144
OG0005168,s7_000084-RA,ENSCPOP00000004290
OG0005169,s7_000082-RA,ENSCPOP00000013271
OG0005170,s7_000081-RA,ENSCPOP00000006299
OG0005171,s7_000080-RA,ENSCPOP00000003728
OG0005172,s7_000079-RA,ENSCPOP00000011246
OG0005173,s7_000078-RA,ENSCPOP00000014701
OG0005174,s7_000077-RA,ENSCPOP00000000398
OG0005175,s7_000075-RA,ENSCPOP00000020620
OG0005176,s7_000074-RA,ENSCPOP00000019800
OG0005177,s7_000073-RA,ENSCPOP00000016579
OG0005178,s7_000072-RA,ENSCPOP00000015874
OG0005179,s7_000071-RA,ENSCPOP00000018249
OG0005180,s7_000069-RA,ENSCPOP00000001147
OG0005181,s7_000068-RA,ENSCPOP00000005095
OG0005182,s7_000063-RA,ENSCPOP00000020541
OG0005183,s7_000062-RA,ENSCPOP00000001489
OG0005184,s7_000060-RA,ENSCPOP00000001487
OG0005185,s7_000057-RA,ENSCPOP00000011773
OG0005186,s7_000056-RA,ENSCPOP00000000239
OG0005187,s7_000050-RA,ENSCPOP00000009152
OG0005188,s7_000045-RA,ENSCPOP00000019663
OG0005189,s7_000043-RA,ENSCPOP00000001221
OG0005190,s8_002559-RA,ENSCPOP00000006481
OG0005191,s7_000041-RA,ENSCPOP00000006484
OG0005192,s7_000037-RA,ENSCPOP00000017617
OG0005193,s7_000035-RA,ENSCPOP00000014894
OG0005194,s7_000030-RA,ENSCPOP00000014550
OG0005195,s7_000028-RA,ENSCPOP00000014180
OG0005196,s7_000027-RA,ENSCPOP00000017065
OG0005197,s9_001557-RA,ENSCPOP00000019284
OG0005198,s8_000935-RA,ENSCPOP00000019766
OG0005199,s8_000933-RA,ENSCPOP00000003562
OG0005200,s8_000931-RA,ENSCPOP00000006091
OG0005201,s8_000930-RA,ENSCPOP00000006088
OG0005202,s8_000929-RA,ENSCPOP00000017444
OG0005203,s8_000928-RA,ENSCPOP00000011856
OG0005204,s8_000927-RA,ENSCPOP00000019224
OG0005205,s8_000926-RA,ENSCPOP00000015490
OG0005206,s8_000920-RA,ENSCPOP00000015114
OG0005207,s8_000919-RA,ENSCPOP00000004009
OG0005208,s8_000918-RA,ENSCPOP00000013089
OG0005209,s8_000916-RA,ENSCPOP00000005898
OG0005210,s8_000914-RA,ENSCPOP00000009363
OG0005211,s8_000910-RA,ENSCPOP00000000573
OG0005212,s8_000908-RA,ENSCPOP00000011694
OG0005213,s8_002885-RA,ENSCPOP00000004507
OG0005214,s2_002495-RA,ENSCPOP00000012152
OG0005215,s2_002494-RA,ENSCPOP00000009128
OG0005216,s2_002501-RA,ENSCPOP00000006548
OG0005217,s2_002502-RA,ENSCPOP00000006545
OG0005218,s2_002505-RA,ENSCPOP00000014660
OG0005219,s2_002508-RA,ENSCPOP00000000948
OG0005220,s10_001522-RA,ENSCPOP00000012748
OG0005221,s10_001524-RA,ENSCPOP00000020624
OG0005222,s10_001525-RA,ENSCPOP00000004526
OG0005223,s10_001526-RA,ENSCPOP00000009172
OG0005224,s10_001527-RA,ENSCPOP00000005797
OG0005225,s10_001530-RA,ENSCPOP00000003705
OG0005226,s8_001615-RA,ENSCPOP00000017511
OG0005227,s8_001614-RA,ENSCPOP00000018127
OG0005228,s8_001612-RA,ENSCPOP00000014453
OG0005229,s3_002736-RA,ENSCPOP00000010582
OG0005230,s2_002707-RA,ENSCPOP00000015139
OG0005231,s4_002249-RA,ENSCPOP00000020296
OG0005232,s9_001605-RA,ENSCPOP00000003269
OG0005233,s9_001451-RA,ENSCPOP00000002611
OG0005234,s6_001678-RA,ENSCPOP00000003118
OG0005235,s6_001987-RA,ENSCPOP00000018912
OG0005236,s6_001990-RA,ENSCPOP00000017360
OG0005237,s6_001994-RA,ENSCPOP00000015195
OG0005238,s6_001996-RA,ENSCPOP00000000116
OG0005239,s6_001997-RA,ENSCPOP00000001429
OG0005240,s6_001999-RA,ENSCPOP00000013782
OG0005241,s6_002000-RA,ENSCPOP00000014687
OG0005242,s6_002008-RA,ENSCPOP00000006438
OG0005243,s6_002003-RA,ENSCPOP00000012452
OG0005244,s6_002004-RA,ENSCPOP00000016606
OG0005245,s6_002006-RA,ENSCPOP00000008817
OG0005246,s6_002012-RA,ENSCPOP00000017412
OG0005247,s6_002014-RA,ENSCPOP00000013546
OG0005248,s3_002455-RA,ENSCPOP00000004878
OG0005249,s3_002450-RA,ENSCPOP00000009145
OG0005250,s3_002449-RA,ENSCPOP00000014072
OG0005251,s7_000326-RA,ENSCPOP00000012454
OG0005252,s7_000325-RA,ENSCPOP00000010155
OG0005253,s7_000324-RA,ENSCPOP00000018515
OG0005254,s7_000323-RA,ENSCPOP00000005264
OG0005255,s7_000321-RA,ENSCPOP00000008424
OG0005256,s7_000320-RA,ENSCPOP00000002949
OG0005257,s7_000319-RA,ENSCPOP00000020320
OG0005258,s7_000313-RA,ENSCPOP00000001047
OG0005259,s7_000311-RA,ENSCPOP00000017416
OG0005260,s7_000309-RA,ENSCPOP00000015926
OG0005261,s7_000303-RA,ENSCPOP00000002633
OG0005262,s7_000301-RA,ENSCPOP00000011143
OG0005263,s7_000300-RA,ENSCPOP00000020245
OG0005264,s7_000299-RA,ENSCPOP00000003091
OG0005265,s7_000298-RA,ENSCPOP00000003089
OG0005266,s7_000297-RA,ENSCPOP00000019799
OG0005267,s4_001039-RA,ENSCPOP00000006716
OG0005268,s4_001037-RA,ENSCPOP00000015539
OG0005269,s3_001311-RA,ENSCPOP00000020089
OG0005270,s4_001036-RA,ENSCPOP00000017718
OG0005271,s4_001035-RA,ENSCPOP00000015192
OG0005272,s4_001034-RA,ENSCPOP00000009040
OG0005273,s1_001905-RA,ENSCPOP00000013291
OG0005274,s1_001907-RA,ENSCPOP00000002769
OG0005275,s1_001908-RA,ENSCPOP00000002771
OG0005276,s1_001910-RA,ENSCPOP00000015512
OG0005277,s1_001911-RA,ENSCPOP00000019678
OG0005278,s1_001912-RA,ENSCPOP00000011483
OG0005279,s7_002555-RA,ENSCPOP00000001832
OG0005280,s6_000957-RA,ENSCPOP00000002279
OG0005281,s6_000958-RA,ENSCPOP00000006363
OG0005282,s6_000959-RA,ENSCPOP00000004271
OG0005283,s6_000960-RA,ENSCPOP00000008696
OG0005284,s6_000961-RA,ENSCPOP00000007971
OG0005285,s6_000962-RA,ENSCPOP00000006382
OG0005286,s6_000963-RA,ENSCPOP00000017015
OG0005287,s6_000965-RA,ENSCPOP00000000243
OG0005288,s6_000967-RA,ENSCPOP00000004440
OG0005289,s6_000968-RA,ENSCPOP00000004467
OG0005290,s6_000970-RA,ENSCPOP00000012769
OG0005291,s6_000971-RA,ENSCPOP00000012771
OG0005292,s6_000973-RA,ENSCPOP00000006032
OG0005293,s6_000975-RA,ENSCPOP00000015571
OG0005294,s6_000977-RA,ENSCPOP00000007216
OG0005295,s6_000978-RA,ENSCPOP00000008689
OG0005296,s6_000979-RA,ENSCPOP00000018895
OG0005297,s6_000980-RA,ENSCPOP00000015105
OG0005298,s6_000987-RA,ENSCPOP00000001011
OG0005299,s6_000988-RA,ENSCPOP00000005009
OG0005300,s6_000989-RA,ENSCPOP00000005011
OG0005301,s6_000990-RA,ENSCPOP00000005012
OG0005302,s6_000991-RA,ENSCPOP00000006168
OG0005303,s6_000992-RA,ENSCPOP00000011916
OG0005304,s6_000994-RA,ENSCPOP00000017608
OG0005305,s6_001001-RA,ENSCPOP00000019310
OG0005306,s6_001002-RA,ENSCPOP00000006620
OG0005307,s6_001004-RA,ENSCPOP00000008466
OG0005308,s6_001005-RA,ENSCPOP00000002181
OG0005309,s6_001008-RA,ENSCPOP00000005365
OG0005310,s6_001010-RA,ENSCPOP00000004877
OG0005311,s6_001011-RA,ENSCPOP00000000769
OG0005312,s6_001013-RA,ENSCPOP00000000285
OG0005313,s6_001014-RA,ENSCPOP00000000288
OG0005314,s6_001016-RA,ENSCPOP00000003391
OG0005315,s6_001017-RA,ENSCPOP00000003393
OG0005316,s6_001019-RA,ENSCPOP00000019433
OG0005317,s6_001022-RA,ENSCPOP00000007400
OG0005318,s6_001023-RA,ENSCPOP00000004591
OG0005319,s6_001025-RA,ENSCPOP00000004594
OG0005320,s6_001026-RA,ENSCPOP00000010122
OG0005321,s6_001029-RA,ENSCPOP00000007783
OG0005322,s6_001030-RA,ENSCPOP00000009848
OG0005323,s6_001031-RA,ENSCPOP00000000050
OG0005324,s6_001032-RA,ENSCPOP00000017666
OG0005325,s6_001033-RA,ENSCPOP00000001096
OG0005326,s6_001034-RA,ENSCPOP00000016447
OG0005327,s6_001036-RA,ENSCPOP00000003418
OG0005328,s6_001038-RA,ENSCPOP00000003447
OG0005329,s6_001040-RA,ENSCPOP00000003460
OG0005330,s6_001041-RA,ENSCPOP00000003463
OG0005331,s6_001042-RA,ENSCPOP00000003465
OG0005332,s6_001045-RA,ENSCPOP00000003466
OG0005333,s6_001046-RA,ENSCPOP00000006984
OG0005334,s6_001047-RA,ENSCPOP00000006980
OG0005335,s6_001048-RA,ENSCPOP00000015867
OG0005336,s6_001049-RA,ENSCPOP00000003469
OG0005337,s6_001050-RA,ENSCPOP00000007349
OG0005338,s6_001051-RA,ENSCPOP00000007353
OG0005339,s6_001052-RA,ENSCPOP00000007354
OG0005340,s6_001053-RA,ENSCPOP00000016408
OG0005341,s6_001054-RA,ENSCPOP00000007381
OG0005342,s6_001055-RA,ENSCPOP00000003928
OG0005343,s6_001057-RA,ENSCPOP00000003929
OG0005344,s6_001058-RA,ENSCPOP00000003932
OG0005345,s6_001059-RA,ENSCPOP00000003937
OG0005346,s6_001060-RA,ENSCPOP00000003940
OG0005347,s6_001061-RA,ENSCPOP00000017258
OG0005348,s6_001062-RA,ENSCPOP00000002941
OG0005349,s6_001063-RA,ENSCPOP00000009712
OG0005350,s6_001067-RA,ENSCPOP00000016401
OG0005351,s6_001068-RA,ENSCPOP00000009745
OG0005352,s6_001069-RA,ENSCPOP00000009750
OG0005353,s6_001070-RA,ENSCPOP00000004219
OG0005354,s6_001071-RA,ENSCPOP00000004220
OG0005355,s6_001073-RA,ENSCPOP00000007393
OG0005356,s6_001074-RA,ENSCPOP00000007403
OG0005357,s6_001075-RA,ENSCPOP00000002598
OG0005358,s6_001077-RA,ENSCPOP00000020623
OG0005359,s6_001078-RA,ENSCPOP00000004320
OG0005360,s6_001080-RA,ENSCPOP00000003626
OG0005361,s6_001083-RA,ENSCPOP00000004563
OG0005362,s6_001084-RA,ENSCPOP00000020318
OG0005363,s6_001089-RA,ENSCPOP00000005721
OG0005364,s6_001090-RA,ENSCPOP00000007913
OG0005365,s6_001091-RA,ENSCPOP00000007321
OG0005366,s6_001092-RA,ENSCPOP00000007326
OG0005367,s6_001094-RA,ENSCPOP00000012037
OG0005368,s6_001095-RA,ENSCPOP00000000146
OG0005369,s6_001102-RA,ENSCPOP00000001870
OG0005370,s5_000627-RA,ENSCPOP00000008453
OG0005371,s5_000626-RA,ENSCPOP00000010946
OG0005372,s5_000623-RA,ENSCPOP00000010967
OG0005373,s5_000620-RA,ENSCPOP00000010977
OG0005374,s5_000618-RA,ENSCPOP00000020612
OG0005375,s5_000617-RA,ENSCPOP00000014635
OG0005376,s5_000614-RA,ENSCPOP00000010983
OG0005377,s5_000613-RA,ENSCPOP00000010034
OG0005378,s5_000612-RA,ENSCPOP00000012819
OG0005379,s5_000604-RA,ENSCPOP00000005886
OG0005380,s5_000602-RA,ENSCPOP00000010600
OG0005381,s5_000601-RA,ENSCPOP00000014878
OG0005382,s5_000600-RA,ENSCPOP00000004719
OG0005383,s5_000599-RA,ENSCPOP00000008219
OG0005384,s5_000598-RA,ENSCPOP00000016782
OG0005385,s5_000597-RA,ENSCPOP00000018115
OG0005386,s5_000596-RA,ENSCPOP00000002266
OG0005387,s5_000590-RA,ENSCPOP00000003041
OG0005388,s5_000589-RA,ENSCPOP00000003044
