state	min	max	mean	rates	root	lnL	lnL.p	lnL.h
161400	0.033	35.912	0.940	4	NA	-98.75	0.00	-0.01
161500	0.033	35.912	0.708	4	NA	-95.90	0.00	-0.69
161600	0.033	35.912	0.733	4	NA	-97.15	0.00	0.69
161700	0.033	35.912	0.416	4	NA	-96.78	-1.75	-3.50
161800	0.022	35.912	0.560	5	NA	-89.08	-1.98	-3.27
161900	0.022	35.912	0.422	5	NA	-87.80	0.00	-4.83
162000	0.022	35.912	0.730	5	NA	-88.30	0.00	-0.96
162100	0.022	35.912	0.405	5	NA	-88.16	0.00	-0.02
162200	0.022	35.912	0.405	5	NA	-88.16	0.00	0.69
162300	0.022	35.912	0.405	5	NA	-88.16	0.00	0.00
162400	0.022	35.912	0.405	5	NA	-88.16	0.00	-2.06
162500	0.022	35.912	0.405	5	NA	-88.16	-1.98	-3.27
162600	0.022	35.912	0.720	5	NA	-88.08	0.00	-2.17
162700	0.022	35.912	0.405	5	NA	-88.16	0.00	-0.11
162800	0.022	35.912	0.405	5	NA	-93.57	-1.98	-3.27
162900	0.022	35.912	0.409	5	NA	-93.85	-1.98	-3.27
163000	0.022	35.912	0.385	5	NA	-91.32	0.00	-0.93
163100	0.022	35.912	0.904	5	NA	-93.96	-1.98	-3.27
163200	0.022	35.912	0.377	5	NA	-91.73	0.00	-2.39
163300	0.022	35.912	0.378	5	NA	-91.61	0.00	0.00
163400	0.022	35.912	0.342	5	NA	-89.94	0.00	0.69
163500	0.022	35.912	0.342	4	NA	-89.77	0.00	-0.74
163600	0.022	35.912	0.342	4	NA	-89.77	0.00	-1.53
163700	0.022	35.912	0.342	4	NA	-89.77	0.00	0.69
163800	0.022	35.912	0.868	4	NA	-92.28	0.00	-0.30
163900	0.022	35.912	0.868	4	NA	-92.28	0.00	-0.48
164000	0.022	35.744	0.340	4	NA	-89.77	0.00	0.69
164100	0.022	35.744	0.340	4	NA	-89.77	0.00	-0.24
164200	0.022	35.744	0.358	4	NA	-89.78	0.00	-0.55
164300	0.022	35.744	0.332	4	NA	-93.04	-1.75	-3.50
164400	0.022	35.744	0.360	4	NA	-93.27	0.00	0.00
164500	0.016	35.744	0.882	5	NA	-92.07	-1.98	-3.27
164600	0.016	35.744	0.367	5	NA	-90.09	0.00	-0.69
164700	0.016	35.744	0.367	5	NA	-90.09	-1.98	-3.27
164800	0.022	35.744	0.330	4	NA	-93.14	0.00	-0.80
164900	0.032	35.744	0.337	5	NA	-87.34	0.00	-0.69
165000	0.032	35.744	0.340	5	NA	-88.27	-1.98	-3.27
165100	0.032	35.744	0.333	4	NA	-93.87	0.00	-0.21
165200	0.032	35.744	0.333	4	NA	-93.87	0.00	-0.69
165300	0.032	35.744	0.333	4	NA	-93.87	0.00	-0.69
165400	0.032	35.744	0.333	4	NA	-93.87	0.00	-2.36
165500	0.034	35.374	0.852	3	NA	-100.17	0.00	-0.69
165600	0.034	35.374	0.334	3	NA	-97.71	0.00	-0.69
165700	0.034	35.374	0.853	3	NA	-100.14	0.00	-0.12
165800	0.034	35.374	0.332	3	NA	-96.79	0.00	-0.69
165900	0.034	35.374	0.334	3	NA	-97.71	0.00	-0.69
166000	0.067	0.797	0.352	2	NA	-105.44	0.00	-2.06
166100	0.067	5.685	0.298	3	NA	-92.10	0.00	-0.69
166200	0.092	5.685	0.298	2	NA	-95.79	0.00	-1.02
166300	0.092	5.685	0.298	2	NA	-95.79	0.00	-1.19
166400	0.092	5.685	0.298	2	NA	-95.79	-1.06	-4.21
166500	0.092	5.685	0.298	2	NA	-95.79	0.00	-0.19
166600	0.092	5.685	0.298	2	NA	-95.79	0.00	-0.31
166700	0.092	5.685	0.298	2	NA	-95.79	0.00	-0.10
166800	0.092	5.685	0.298	2	NA	-95.79	-1.06	-4.21
166900	0.092	5.685	0.298	2	NA	-95.79	-1.06	-4.21
167000	0.092	5.685	0.298	2	NA	-95.79	0.00	-0.53
167100	0.092	5.685	0.298	2	NA	-95.79	-1.06	-4.21
167200	0.092	5.685	0.298	2	NA	-95.79	0.00	-0.39
167300	0.041	5.685	0.298	3	NA	-93.09	0.00	-4.78
167400	0.041	5.685	0.298	3	NA	-93.09	-1.47	-3.80
167500	0.041	5.685	0.271	3	NA	-91.74	-1.47	-3.80
167600	0.064	5.685	0.271	2	NA	-94.20	-1.06	-4.21
167700	0.064	5.685	0.271	2	NA	-94.20	0.00	-0.29
167800	0.064	5.685	0.271	2	NA	-94.20	0.00	-0.29
167900	0.064	5.685	0.271	2	NA	-94.20	0.00	-0.48
168000	0.064	5.685	0.271	2	NA	-94.20	-1.06	-4.21
168100	0.064	5.685	0.271	2	NA	-94.20	0.00	-1.20
168200	0.064	5.685	0.271	2	NA	-94.20	-1.06	-4.21
168300	0.064	5.685	0.271	2	NA	-94.20	0.00	-0.68
168400	0.054	5.685	0.271	3	NA	-92.49	0.00	-0.05
168500	0.054	5.685	0.271	3	NA	-92.49	-1.47	-3.80
168600	0.054	5.685	0.105	3	NA	-95.30	-1.47	-3.80
168700	0.054	5.685	0.390	3	NA	-94.58	0.00	0.69
168800	0.031	5.570	0.266	4	NA	-96.10	0.00	-1.97
168900	0.054	5.570	0.237	3	NA	-97.19	0.00	-0.25
169000	0.054	5.570	0.336	3	NA	-95.25	0.00	0.69
169100	0.054	5.570	0.265	3	NA	-92.45	0.00	-1.42
169200	0.054	5.570	0.336	3	NA	-95.25	0.00	-0.69
169300	0.060	5.570	0.145	3	NA	-96.29	-1.47	-3.80
169400	0.060	5.570	0.137	4	NA	-96.28	-1.75	-3.50
169500	0.060	5.570	0.218	4	NA	-96.92	0.00	-0.42
169600	0.097	5.570	0.217	2	NA	-96.81	0.00	-1.22
169700	0.097	5.570	0.217	2	NA	-96.81	0.00	-0.07
169800	0.097	5.570	0.217	2	NA	-96.81	0.00	-0.30
169900	0.097	5.570	0.217	2	NA	-96.81	0.00	-0.47
170000	0.097	5.570	0.217	2	NA	-96.81	0.00	-2.34
170100	0.097	5.570	0.217	2	NA	-96.81	0.00	-0.26
170200	0.097	5.570	0.217	2	NA	-96.81	-1.06	-4.21
170300	0.097	5.570	0.217	2	NA	-96.81	0.00	-0.42
170400	0.097	5.570	0.217	2	NA	-96.81	0.00	-0.13
170500	0.097	5.570	0.217	2	NA	-96.81	0.00	-2.92
170600	0.097	5.570	0.217	2	NA	-96.81	-1.06	-4.21
170700	0.097	5.570	0.217	2	NA	-96.81	0.00	-0.35
170800	0.097	5.570	0.217	2	NA	-96.81	0.00	-0.02
170900	0.097	5.570	0.217	2	NA	-96.81	0.00	-2.77
171000	0.058	5.570	0.373	3	NA	-93.62	0.00	0.69
171100	0.058	5.570	0.217	3	NA	-94.98	0.00	-0.69
171200	0.058	5.570	0.298	3	NA	-92.84	0.00	-0.69
171300	0.058	5.570	0.298	3	NA	-92.84	0.00	-0.69
171400	0.058	5.570	0.298	3	NA	-92.84	0.00	-1.17
171500	0.058	5.570	0.136	3	NA	-95.16	0.00	-0.95
171600	0.058	5.570	0.136	3	NA	-95.16	0.00	-0.07
171700	0.099	5.570	0.220	2	NA	-97.01	0.00	-2.40
171800	0.099	5.570	0.220	2	NA	-97.01	-1.06	-4.21
171900	0.099	5.570	0.220	2	NA	-97.01	0.00	-0.65
172000	0.095	5.570	0.139	3	NA	-96.91	0.00	-1.14
172100	0.107	5.570	0.147	2	NA	-97.14	0.00	-2.71
172200	0.107	5.570	0.147	2	NA	-97.14	0.00	-2.33
172300	0.014	5.570	0.142	3	NA	-90.92	-1.47	-3.80
172400	0.014	5.570	0.223	3	NA	-91.60	-1.47	-3.80
172500	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.26
172600	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.12
172700	0.064	5.570	0.266	2	NA	-94.18	0.00	-1.50
172800	0.059	5.570	0.266	3	NA	-95.27	-1.47	-3.80
172900	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.29
173000	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.37
173100	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.09
173200	0.064	5.570	0.266	2	NA	-94.18	-1.06	-4.21
173300	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.00
173400	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.64
173500	0.064	5.570	0.266	2	NA	-94.18	0.00	-1.07
173600	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.19
173700	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.15
173800	0.064	5.570	0.266	2	NA	-94.18	0.00	-4.45
173900	0.064	5.570	0.266	2	NA	-94.18	-1.06	-4.21
174000	0.064	5.570	0.266	2	NA	-94.18	0.00	-1.19
174100	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.90
174200	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.18
174300	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.01
174400	0.064	5.570	0.266	2	NA	-94.18	-1.06	-4.21
174500	0.064	5.570	0.266	2	NA	-94.18	-1.06	-4.21
174600	0.064	5.570	0.266	2	NA	-94.18	-1.06	-4.21
174700	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.61
174800	0.064	5.570	0.266	2	NA	-94.18	0.00	-1.46
174900	0.064	5.570	0.266	2	NA	-94.18	0.00	-1.15
175000	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.50
175100	0.064	5.570	0.266	2	NA	-94.18	-1.06	-4.21
175200	0.064	5.570	0.266	2	NA	-94.18	-1.06	-4.21
175300	0.064	5.570	0.266	2	NA	-94.18	0.00	-1.71
175400	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.21
175500	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.04
175600	0.064	5.570	0.266	2	NA	-94.18	0.00	-1.65
175700	0.064	5.570	0.266	2	NA	-94.18	-1.06	-4.21
175800	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.60
175900	0.064	5.570	0.266	2	NA	-94.18	0.00	-1.15
176000	0.064	5.570	0.266	2	NA	-94.18	0.00	-1.79
176100	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.06
176200	0.064	5.570	0.266	2	NA	-94.18	0.00	-0.33
176300	0.016	5.570	0.269	3	NA	-91.08	0.00	-1.27
176400	0.064	5.570	0.185	2	NA	-95.97	0.00	-0.19
176500	0.064	5.570	0.185	2	NA	-95.97	0.00	-0.28
176600	0.064	5.570	0.185	2	NA	-95.97	0.00	-0.43
176700	0.064	5.570	0.185	2	NA	-95.97	0.00	-0.02
176800	0.063	5.570	0.107	3	NA	-94.34	0.00	-0.30
176900	0.068	5.570	0.109	2	NA	-95.63	-1.06	-4.21
177000	0.068	5.570	0.109	2	NA	-95.63	0.00	-0.21
177100	0.068	5.570	0.109	2	NA	-95.63	-1.06	-4.21
177200	0.068	5.570	0.109	2	NA	-95.63	0.00	-0.30
177300	0.068	5.570	0.109	2	NA	-95.63	0.00	-2.39
177400	0.068	5.570	0.109	2	NA	-95.63	-1.06	-4.21
177500	0.068	5.570	0.109	2	NA	-95.63	0.00	-0.86
177600	0.068	5.570	0.109	2	NA	-95.63	0.00	-1.64
177700	0.068	5.570	0.109	2	NA	-95.63	0.00	-0.07
177800	0.068	5.570	0.109	2	NA	-95.63	-1.06	-4.21
177900	0.068	5.570	0.109	2	NA	-95.63	0.00	-1.50
178000	0.068	5.570	0.109	2	NA	-95.63	0.00	-1.63
178100	0.068	5.570	0.109	2	NA	-95.63	0.00	-0.73
178200	0.068	5.570	0.109	2	NA	-95.63	-1.06	-4.21
178300	0.068	5.570	0.109	2	NA	-95.63	0.00	-1.12
178400	0.068	5.570	0.109	2	NA	-95.63	0.00	-0.57
178500	0.068	5.570	0.109	2	NA	-95.63	0.00	-0.27
178600	0.068	5.570	0.109	2	NA	-95.63	0.00	-0.72
178700	0.094	0.491	0.109	2	NA	-94.45	-1.06	-4.21
178800	0.094	0.491	0.109	2	NA	-94.45	-1.06	-4.21
178900	0.074	0.962	0.109	3	NA	-91.76	0.00	-0.35
179000	0.062	0.962	0.084	3	NA	-90.79	0.00	0.00
179100	0.062	0.962	0.084	3	NA	-90.79	0.00	0.69
179200	0.062	1.447	0.108	3	NA	-91.41	0.00	-1.93
179300	0.001	1.447	0.210	4	NA	-88.85	-1.75	-3.50
179400	0.062	1.664	0.113	3	NA	-91.31	-1.47	-3.80
179500	0.062	1.664	0.113	3	NA	-91.31	-1.47	-3.80
179600	0.062	1.664	0.113	3	NA	-91.31	0.00	-0.69
179700	0.062	1.664	0.113	3	NA	-91.31	0.00	-0.69
179800	0.062	1.664	0.090	3	NA	-91.02	0.00	-0.69
179900	0.062	1.664	0.160	3	NA	-93.69	-1.47	-3.80
180000	0.062	1.664	0.090	3	NA	-92.87	0.00	0.69
180100	0.059	1.664	0.133	3	NA	-92.55	0.00	0.69
180200	0.059	1.664	0.122	3	NA	-96.23	0.00	-4.41
180300	0.059	1.664	0.092	3	NA	-90.89	-1.47	-3.80
180400	0.071	0.660	0.092	2	NA	-92.65	0.00	-1.10
180500	0.071	0.660	0.092	2	NA	-92.65	0.00	-0.06
180600	0.092	0.092	0.092	1	NA	-98.82	0.00	-1.05
180700	0.092	0.092	0.092	1	NA	-98.82	0.00	-0.52
180800	0.092	0.092	0.092	1	NA	-98.82	0.00	-5.22
180900	0.092	0.092	0.092	1	NA	-98.82	0.00	-2.21
181000	0.092	0.092	0.092	1	NA	-98.82	0.00	-1.98
181100	0.092	0.092	0.092	1	NA	-98.82	-0.37	-4.91
181200	0.092	0.092	0.092	1	NA	-98.82	0.00	-0.98
181300	0.092	0.092	0.092	1	NA	-98.82	0.00	-0.32
181400	0.092	0.092	0.092	1	NA	-98.82	0.00	-0.48
181500	0.092	0.092	0.092	1	NA	-98.82	0.00	-1.06
181600	0.092	0.092	0.092	1	NA	-98.82	0.00	-3.14
181700	0.092	0.092	0.092	1	NA	-98.82	-0.37	-4.91
181800	0.092	0.092	0.092	1	NA	-98.82	0.00	-0.16
181900	0.092	0.092	0.092	1	NA	-98.82	0.00	-1.21
182000	0.092	0.092	0.092	1	NA	-98.82	0.00	-0.17
182100	0.092	0.092	0.092	1	NA	-98.82	0.00	-0.20
182200	0.057	1.009	0.092	2	NA	-92.95	0.00	-1.27
182300	0.057	1.009	0.092	2	NA	-92.95	0.00	-0.69
182400	0.057	1.009	0.092	2	NA	-92.95	-1.06	-4.21
182500	0.050	1.070	0.092	3	NA	-90.38	0.00	-3.24
182600	0.050	1.070	0.092	3	NA	-90.38	0.00	-1.01
182700	0.050	1.070	0.087	3	NA	-90.35	0.00	-0.69
182800	0.050	1.070	0.087	3	NA	-90.35	-1.47	-3.80
182900	0.044	1.070	0.087	4	NA	-92.48	0.00	-0.69
183000	0.052	0.910	0.089	3	NA	-94.72	0.00	-0.69
183100	0.057	0.910	0.089	2	NA	-92.93	0.00	-0.91
183200	0.054	0.910	0.087	3	NA	-93.69	0.00	0.00
183300	0.050	0.910	0.102	4	NA	-90.19	0.00	-2.78
183400	0.050	0.910	0.078	4	NA	-94.34	-1.75	-3.50
183500	0.051	0.910	0.103	3	NA	-89.19	0.00	0.69
183600	0.073	0.910	0.103	2	NA	-92.71	-1.06	-4.21
183700	0.073	0.910	0.103	2	NA	-92.71	0.00	-0.26
183800	0.073	0.910	0.103	2	NA	-92.71	0.00	-1.00
183900	0.103	0.103	0.103	1	NA	-99.20	0.00	-5.73
184000	0.103	0.103	0.103	1	NA	-99.20	0.00	-4.20
184100	0.103	0.103	0.103	1	NA	-99.20	0.00	-2.80
184200	0.103	0.103	0.103	1	NA	-99.20	0.00	-1.69
184300	0.103	0.103	0.103	1	NA	-99.20	0.00	-0.31
184400	0.103	0.103	0.103	1	NA	-99.20	0.00	-0.04
184500	0.103	0.103	0.103	1	NA	-99.20	0.00	-1.53
184600	0.103	0.103	0.103	1	NA	-99.20	0.00	-0.04
184700	0.103	0.103	0.103	1	NA	-99.20	0.00	-0.73
184800	0.103	0.103	0.103	1	NA	-99.20	0.00	-0.17
184900	0.103	0.103	0.103	1	NA	-99.20	-0.37	-4.91
185000	0.103	0.103	0.103	1	NA	-99.20	0.00	-1.27
185100	0.103	0.103	0.103	1	NA	-99.20	-0.37	-4.91
185200	0.103	0.103	0.103	1	NA	-99.20	0.00	-0.12
185300	0.103	0.103	0.103	1	NA	-99.20	0.00	-0.20
185400	0.068	4.831	0.103	2	NA	-95.57	0.00	-4.79
185500	0.068	4.831	0.103	2	NA	-95.57	0.00	-0.41
185600	0.068	4.831	0.103	2	NA	-95.57	-1.06	-4.21
185700	0.068	4.831	0.103	2	NA	-95.57	0.00	-1.08
185800	0.103	0.103	0.103	1	NA	-99.20	0.00	-1.06
185900	0.074	0.872	0.103	2	NA	-92.76	-1.06	-4.21
186000	0.074	0.872	0.103	2	NA	-92.76	0.00	-0.84
186100	0.074	0.872	0.103	2	NA	-92.76	0.00	-2.94
186200	0.074	0.872	0.103	2	NA	-92.76	-1.06	-4.21
186300	0.074	0.872	0.103	2	NA	-92.76	0.00	-0.07
186400	0.074	0.872	0.103	2	NA	-92.76	0.00	-1.66
186500	0.074	0.872	0.103	2	NA	-92.76	-1.06	-4.21
186600	0.069	0.872	0.114	3	NA	-90.98	0.00	-0.69
186700	0.069	0.872	0.103	3	NA	-90.98	0.00	0.00
186800	0.069	0.872	0.114	3	NA	-90.98	0.00	-1.83
186900	0.098	0.784	0.103	2	NA	-98.14	0.00	-3.94
187000	0.098	0.784	0.103	2	NA	-98.14	0.00	-0.03
187100	0.098	0.784	0.103	2	NA	-98.14	0.00	-0.47
187200	0.098	0.784	0.103	2	NA	-98.14	0.00	-1.11
187300	0.103	0.103	0.103	1	NA	-99.20	0.00	-1.19
187400	0.103	0.103	0.103	1	NA	-99.20	0.00	-0.04
187500	0.103	0.103	0.103	1	NA	-99.20	-0.37	-4.91
187600	0.103	0.103	0.103	1	NA	-99.20	-0.37	-4.91
187700	0.103	0.103	0.103	1	NA	-99.20	0.00	-1.67
187800	0.103	0.103	0.103	1	NA	-99.20	0.00	-1.45
187900	0.048	0.137	0.103	2	NA	-95.30	0.00	-1.28
188000	0.048	0.137	0.103	2	NA	-95.30	0.00	-0.52
188100	0.048	0.137	0.103	2	NA	-95.30	-1.06	-4.21
188200	0.048	0.137	0.103	2	NA	-95.30	0.00	-1.04
188300	0.048	0.137	0.103	2	NA	-95.30	-1.06	-4.21
188400	0.048	0.137	0.103	2	NA	-95.30	0.00	-2.83
188500	0.048	0.137	0.103	2	NA	-95.30	0.00	-2.28
188600	0.048	0.137	0.103	2	NA	-95.30	-1.06	-4.21
188700	0.048	0.137	0.103	2	NA	-95.30	0.00	-0.43
188800	0.022	0.126	0.088	3	NA	-88.79	0.00	-0.69
188900	0.022	0.126	0.088	3	NA	-88.79	0.00	-3.19
189000	0.022	0.126	0.088	3	NA	-88.79	0.00	-0.69
189100	0.019	0.126	0.088	4	NA	-88.82	0.00	-0.63
189200	0.019	0.225	0.149	4	NA	-92.01	0.00	-1.00
189300	0.020	0.399	0.151	3	NA	-90.87	0.00	-0.52
189400	0.020	0.399	0.140	4	NA	-82.78	0.00	-0.69
189500	0.020	0.399	0.074	4	NA	-80.77	0.00	-0.50
189600	0.020	0.399	0.065	4	NA	-81.49	0.00	-0.87
189700	0.020	0.399	0.065	4	NA	-81.49	0.00	-0.69
189800	0.020	0.399	0.065	4	NA	-81.49	0.00	-0.69
189900	0.020	0.399	0.069	4	NA	-83.10	0.00	-0.69
190000	0.020	0.399	0.069	4	NA	-83.10	0.00	-0.69
190100	0.020	0.399	0.065	4	NA	-81.49	0.00	-0.69
190200	0.020	0.399	0.065	4	NA	-81.49	0.00	0.69
190300	0.006	0.399	0.126	5	NA	-81.46	0.00	0.00
190400	0.006	0.399	0.125	5	NA	-80.35	0.00	-0.69
190500	0.009	1.415	0.114	5	NA	-76.85	0.00	-0.05
190600	0.009	1.415	0.077	5	NA	-77.62	0.00	-2.12
190700	0.009	1.415	0.115	5	NA	-76.87	0.00	-1.70
190800	0.009	1.415	0.096	5	NA	-77.56	0.00	0.69
190900	0.009	1.415	0.081	5	NA	-77.55	-1.98	-3.27
191000	0.009	1.415	0.096	5	NA	-81.30	0.00	-0.69
191100	0.009	1.415	0.057	5	NA	-84.17	0.00	-0.69
191200	0.009	1.415	0.070	5	NA	-88.21	0.00	-0.34
191300	0.020	1.415	0.097	4	NA	-84.81	0.00	-1.41
191400	0.020	1.415	0.097	4	NA	-84.81	0.00	-0.69
191500	0.020	1.415	0.106	4	NA	-87.79	0.00	-0.69
191600	0.020	1.415	0.097	4	NA	-84.81	0.00	-1.94
191700	0.020	1.415	0.097	4	NA	-84.81	0.00	-0.69
191800	0.020	1.415	0.077	4	NA	-87.33	0.00	-0.69
191900	0.020	1.415	0.107	4	NA	-84.77	-1.75	-3.50
192000	0.020	1.252	0.121	4	NA	-83.92	0.00	-0.69
192100	0.020	1.252	0.087	4	NA	-84.88	0.00	-1.03
192200	0.011	1.252	0.082	5	NA	-77.59	0.00	-0.69
192300	0.011	1.252	0.115	5	NA	-77.00	0.00	-0.69
192400	0.011	1.252	0.103	5	NA	-79.50	0.00	-0.69
192500	0.020	1.252	0.081	4	NA	-84.78	0.00	-0.63
192600	0.020	1.252	0.098	4	NA	-84.54	0.00	-0.69
192700	0.020	1.252	0.098	4	NA	-84.54	0.00	0.69
192800	0.020	0.399	0.115	3	NA	-88.40	0.00	-0.23
192900	0.020	0.399	0.115	3	NA	-88.40	0.00	-3.86
193000	0.020	0.399	0.115	3	NA	-88.40	0.00	-3.34
193100	0.020	5.096	0.258	4	NA	-85.05	0.00	-0.91
193200	0.020	5.096	0.112	4	NA	-85.02	0.00	0.00
193300	0.020	5.096	0.266	4	NA	-88.34	-1.75	-3.50
193400	0.020	5.096	0.258	4	NA	-85.05	0.00	-0.69
193500	0.020	0.399	0.112	3	NA	-88.21	-1.47	-3.80
193600	0.020	0.399	0.112	3	NA	-88.21	-1.47	-3.80
193700	0.020	0.399	0.112	3	NA	-88.21	0.00	-2.49
193800	0.020	0.399	0.112	3	NA	-88.21	0.00	-1.16
193900	0.020	0.399	0.075	3	NA	-87.41	-1.47	-3.80
194000	0.020	0.399	0.075	3	NA	-87.41	0.00	-1.24
194100	0.020	0.399	0.075	3	NA	-87.41	0.00	-0.36
194200	0.020	0.399	0.075	3	NA	-87.41	0.00	-0.69
194300	0.020	0.399	0.098	3	NA	-87.54	0.00	-0.68
194400	0.020	0.399	0.098	3	NA	-87.54	0.00	0.00
194500	0.020	0.399	0.098	3	NA	-87.54	-1.47	-3.80
194600	0.020	0.399	0.098	3	NA	-87.54	-1.47	-3.80
194700	0.020	0.399	0.098	3	NA	-87.54	0.00	0.00
194800	0.020	0.399	0.098	3	NA	-87.54	0.00	-1.27
194900	0.020	0.399	0.098	3	NA	-87.54	0.00	-0.16
195000	0.020	0.399	0.086	3	NA	-93.47	0.00	-0.07
195100	0.012	0.399	0.085	4	NA	-88.37	-1.75	-3.50
195200	0.012	0.399	0.104	3	NA	-89.48	-1.47	-3.80
195300	0.012	0.399	0.104	3	NA	-89.48	0.00	-0.70
195400	0.012	0.399	0.104	3	NA	-89.48	0.00	0.69
195500	0.012	0.399	0.104	3	NA	-89.48	0.00	-0.10
195600	0.012	0.399	0.104	3	NA	-89.48	-1.47	-3.80
195700	0.012	0.399	0.104	3	NA	-89.48	-1.47	-3.80
195800	0.012	0.399	0.104	3	NA	-89.48	0.00	-0.69
195900	0.012	0.399	0.078	4	NA	-82.64	0.00	0.00
196000	0.012	0.399	0.078	4	NA	-82.64	-1.75	-3.50
196100	0.012	0.399	0.078	4	NA	-82.64	0.00	-0.69
196200	0.012	0.399	0.078	4	NA	-82.64	0.00	-0.68
196300	0.012	0.399	0.090	4	NA	-87.12	0.00	-0.69
196400	0.012	0.399	0.078	4	NA	-82.64	0.00	-0.69
196500	0.012	0.399	0.078	4	NA	-82.64	0.00	-0.69
196600	0.012	0.399	0.125	4	NA	-84.14	0.00	0.69
196700	0.012	0.399	0.125	4	NA	-84.14	0.00	-0.69
196800	0.012	0.399	0.125	4	NA	-84.14	-1.75	-3.50
196900	0.012	0.399	0.125	4	NA	-84.14	-1.75	-3.50
197000	0.012	0.399	0.125	4	NA	-84.14	0.00	-0.05
197100	0.012	0.399	0.097	3	NA	-89.13	0.00	-0.00
197200	0.012	0.399	0.097	3	NA	-89.13	0.00	-0.69
197300	0.012	0.399	0.097	3	NA	-89.13	0.00	-0.69
197400	0.012	0.399	0.097	3	NA	-89.13	0.00	0.00
197500	0.012	0.399	0.097	3	NA	-89.13	0.00	-1.10
197600	0.012	0.399	0.097	3	NA	-89.13	0.00	-2.19
197700	0.012	0.399	0.095	3	NA	-89.06	0.00	0.00
197800	0.012	0.399	0.095	3	NA	-89.06	0.00	-1.78
197900	0.012	0.399	0.095	3	NA	-89.06	0.00	-0.69
198000	0.012	0.399	0.095	3	NA	-89.06	0.00	-1.43
198100	0.012	0.399	0.095	3	NA	-89.06	0.00	-1.75
198200	0.012	0.399	0.095	3	NA	-89.06	0.00	-1.41
198300	0.012	0.399	0.095	3	NA	-89.06	-1.47	-3.80
198400	0.012	0.399	0.095	3	NA	-89.06	0.00	0.00
198500	0.012	0.399	0.095	3	NA	-89.06	0.00	0.00
198600	0.012	0.399	0.095	3	NA	-89.06	0.00	-0.69
198700	0.012	0.399	0.095	3	NA	-89.06	0.00	-1.45
198800	0.093	0.399	0.095	2	NA	-97.42	0.00	-0.40
198900	0.053	0.410	0.069	3	NA	-90.48	-1.47	-3.80
199000	0.057	0.410	0.073	3	NA	-90.31	0.00	-1.48
199100	0.057	0.410	0.073	3	NA	-90.31	0.00	-0.69
199200	0.057	0.410	0.073	3	NA	-90.31	0.00	-0.17
199300	0.048	0.410	0.088	4	NA	-87.65	-1.75	-3.50
199400	0.048	0.399	0.086	3	NA	-90.59	0.00	-0.69
199500	0.048	0.399	0.086	3	NA	-90.59	-1.47	-3.80
199600	0.092	0.092	0.092	1	NA	-98.82	0.00	-0.63
199700	0.083	0.333	0.092	2	NA	-93.90	-0.37	-4.91
199800	0.083	0.333	0.092	2	NA	-93.90	0.00	-0.33
199900	0.083	0.333	0.092	2	NA	-93.90	0.00	-0.03
2e+05	0.077	0.500	0.092	2	NA	-93.04	0.00	-2.28
200100	0.077	0.500	0.092	2	NA	-93.04	0.00	-0.69
200200	0.077	0.500	0.092	2	NA	-93.04	0.00	-2.94
200300	0.077	0.500	0.092	2	NA	-93.04	0.00	-2.47
200400	0.077	0.500	0.092	2	NA	-93.04	-1.06	-4.21
200500	0.077	0.500	0.092	2	NA	-93.04	-1.06	-4.21
200600	0.077	0.500	0.092	2	NA	-93.04	-1.06	-4.21
200700	0.077	0.500	0.092	2	NA	-93.04	0.00	-0.08
200800	0.077	0.500	0.092	2	NA	-93.04	0.00	-0.62
200900	0.077	0.500	0.092	2	NA	-93.04	0.00	-1.24
201000	0.077	0.500	0.092	2	NA	-93.04	-1.06	-4.21
201100	0.077	0.500	0.092	2	NA	-93.04	0.00	-0.20
201200	0.077	0.500	0.092	2	NA	-93.04	-1.06	-4.21
201300	0.075	0.500	0.091	2	NA	-92.95	0.00	-0.92
201400	0.091	0.091	0.091	1	NA	-98.80	-0.37	-4.91
201500	0.091	0.091	0.091	1	NA	-98.80	0.00	-2.35
201600	0.091	0.091	0.091	1	NA	-98.80	0.00	-0.35
201700	0.052	0.151	0.091	2	NA	-93.27	0.00	-0.13
201800	0.030	1.918	0.091	3	NA	-88.67	0.00	0.00
201900	0.030	1.918	0.091	3	NA	-88.67	0.00	-0.69
202000	0.030	1.918	0.095	3	NA	-88.67	0.00	-0.69
202100	0.018	1.918	0.095	4	NA	-85.65	0.00	-0.69
202200	0.030	1.918	0.095	3	NA	-88.67	0.00	-0.69
